block,HHI
11411611,702.4385709780984
11411648,701.9297990108785
11411753,701.4411835665419
11411769,701.8230898492739
11411776,701.5009195308045
11411799,688.7830093721932
11411803,688.7771819212769
11411813,669.5724706710523
11411838,658.7379575417469
11411907,658.6545314024535
11411932,657.6994432149573
11412095,655.3507705169534
11412155,652.6372589978804
11412191,650.1473126715124
11412311,649.684815304118
11412487,649.6656735258406
11412560,652.3604735637795
11412634,652.1252210116312
11412673,652.1299536283311
11412699,651.9531443346121
11412746,632.1020150423129
11412773,632.2703833776831
11412815,618.4290120938398
11412891,615.7374988243133
11412909,615.6510637666437
11412940,617.3646597937749
11413079,617.791337881201
11413208,608.2089625033567
11413328,617.791337881201
11413421,617.8773571608034
11413493,618.6942197903733
11413508,618.6781931106414
11413565,618.5913288738634
11413655,618.2438579160942
11413666,627.9260311653966
11413857,627.0389425843292
11414070,627.0236570179616
11414529,618.9989912204135
11414549,614.0298242412396
11414874,613.8133189901617
11415064,605.0976060864126
11415209,605.1832547963552
11415426,571.8688186109056
11415699,584.7412229656908
11415890,577.9793272851584
11416088,577.8999163304255
11416357,585.0785571311626
11416497,582.7065248472948
11416504,585.9415660507849
11416609,586.1006743571985
11416625,586.0591462772908
11416662,586.0571602865208
11416696,573.139674573328
11416794,573.132380972343
11416921,573.6822096527225
11416989,580.7140118966228
11417004,580.7579020527601
11417057,594.1692907969901
11417088,595.7118438565991
11417123,591.7692030261733
11417197,593.5555840156712
11417385,593.5456347044552
11417512,592.1146388030315
11417788,591.9493311088247
11417917,591.3150080694171
11417960,586.5828996826212
11418052,584.5000791749505
11418085,574.1126703541551
11418093,574.0831746712518
11418163,575.335922025697
11418174,564.7632033105683
11418216,563.5460184372198
11418280,562.8360156152588
11418341,562.7955344639447
11418478,562.7895353236505
11418514,570.6473443596288
11418535,581.4360268332975
11418559,593.7842581895387
11418586,593.7978816308388
11418617,593.7382701159804
11418617,593.7382701159804
11418638,592.3277539065141
11418698,592.4052420019061
11418732,591.9579242070406
11418758,579.851436679021
11418766,571.9206917385657
11418867,571.882601699911
11418886,571.8597721673392
11418979,571.8521533518234
11418986,570.3490622164283
11419126,568.7809220778266
11419155,567.1538945351948
11419237,566.4446362904268
11419288,562.5774709025327
11419309,561.7440542161414
11419344,561.533418156538
11419351,566.9347965096989
11419361,594.9266985244246
11419432,594.1409734272954
11419441,597.6766260556759
11419486,951.492362336658
11419545,951.1946449808291
11419579,951.0859703025003
11419585,951.4804418579122
11419739,951.8823246113039
11419781,952.0332121359507
11419901,958.2280536290392
11420028,956.413069602819
11420058,957.4140449434526
11420077,956.2264659051131
11420566,955.9352441086338
11420632,923.0095229484871
11420781,936.4029336030414
11421471,917.4671322991242
11421551,917.0022379879362
11421614,895.9647724321309
11421679,895.9359231566086
11421689,928.9275487954304
11421841,915.5966998521645
11421896,898.9862730726428
11422038,903.4654014036381
11422152,903.3739603821599
11422155,903.4312082019512
11422435,894.6070835984603
11422462,903.4312082019512
11422488,903.5226579171873
11422650,921.0740471153522
11422775,922.1451639945602
11422979,922.1357262988156
11423005,917.4313628693114
11423257,926.6144091532749
11423394,922.8649778379096
11423553,922.3933288054903
11423659,906.0944368031902
11423670,923.8179719266731
11423670,923.8179719266731
11423896,921.9832530957764
