deposit,1606913751,0xbd723fc4f1d737dcfc48a07fe7336766d34cad5f,3119
deposit,1606920524,0xdad4c11e8cc6a5c37808d3b31b3b284809f702d1,200000
redeemUnderlying,1606927241,192119,0xdad4c11e8cc6a5c37808d3b31b3b284809f702d1
deposit,1606931898,0x39d637737cc76c5849a52c7d3b872a1eb22aa71c,310080
deposit,1606989914,0xdad4c11e8cc6a5c37808d3b31b3b284809f702d1,1000
redeemUnderlying,1607003254,201194,0x132a5ba8f2cd472908b56562acd53baeec2d66f7
redeemUnderlying,1607003671,1000,0xdad4c11e8cc6a5c37808d3b31b3b284809f702d1
deposit,1607005322,0x5d3183cb8967e3c9b605dc35081e5778ee462328,203033321
deposit,1607009407,0xf963837cf127d561c8e0c4691ebd5c2e4828c5ee,1000000000
deposit,1607011780,0x47f80f8e3deb6d006628661035397d4f3533653b,100000000
redeemUnderlying,1607012494,3120,0x3b9653ed3992d4339d8b6bf3379997edbbceaa4d
redeemUnderlying,1607012712,1404,0x3f447cd6c52c791eda4cd08bff0c26b4e71e5219
deposit,1607012881,0x3782c525b3af3cc31a07b68f45adb709af1f336d,102132308
deposit,1607014272,0x7763d4ce482c35b59aa0fc48ae2eabd00f60b82e,1250970
deposit,1607015752,0x82bb6b5e92e1143fc03ee468a7ba9df8e955f7c2,101001826
redeemUnderlying,1607017087,102132308,0x3782c525b3af3cc31a07b68f45adb709af1f336d
deposit,1607017580,0x2b9f0a0b3b0a8d7a63450e6cb9232271d0c627f9,10250273
deposit,1607021546,0x7476c1bafb54426b9d893dfb7eebe8f4dc1daff4,29875000
deposit,1607022561,0xbfb0d8b06ec79d5f2059209221b15644956e8261,30373232
deposit,1607024754,0xf6bb3129702137c4c5435ae4ffcb86c5dffe68b5,39517193
deposit,1607026826,0x58fb797fe7c1d578d8deac552662101843ef0c4f,100000098
deposit,1607028603,0x26d29cca0eee85153971511f358e896a3d2c9f95,157300738
deposit,1607028916,0x26d29cca0eee85153971511f358e896a3d2c9f95,46661966
deposit,1607030645,0x1772dbc5529151c8190404b4d2c25f9f5d5eb3ef,200000000
redeemUnderlying,1607031107,200000007,0x1772dbc5529151c8190404b4d2c25f9f5d5eb3ef
deposit,1607031795,0x26d29cca0eee85153971511f358e896a3d2c9f95,50297920
deposit,1607032800,0x26c795a469719c032473687c8cc9e156b6fea660,100003000
deposit,1607034447,0x43a5c1331375f1f34bd774ecaee51501e9ca2db5,20174
deposit,1607037319,0xabe780bdc3872b4dec16bd44b2bb999f9151ae28,550000
deposit,1607038313,0xc17905420d885c1967c9bbae432a518480f58cca,101627033
deposit,1607038625,0xf8eda077aec1b2f48dbd42bb87eef2b64efb28a4,50875772
deposit,1607043551,0xc17905420d885c1967c9bbae432a518480f58cca,100353286
deposit,1607044038,0x38148ecc2078da7f65e6233dda28efaf4c51e96f,134140
redeemUnderlying,1607044466,134140,0x3b9653ed3992d4339d8b6bf3379997edbbceaa4d
deposit,1607047119,0xc58b20c01c1f24e72ee2c36a773ef48e774ea595,385557973
deposit,1607050346,0x38148ecc2078da7f65e6233dda28efaf4c51e96f,132541
redeemUnderlying,1607051282,26035,0x3f447cd6c52c791eda4cd08bff0c26b4e71e5219
redeemUnderlying,1607051400,106506,0x38148ecc2078da7f65e6233dda28efaf4c51e96f
deposit,1607051962,0xd90eca0f40c8546ac4213d1b4d497e643aa15d7b,50000
deposit,1607052412,0xd90eca0f40c8546ac4213d1b4d497e643aa15d7b,50000
deposit,1607056595,0xf869842bdc723204a63547c1d293722e0f633cbf,5218683754
deposit,1607060806,0xcdddcf576e2018ea8d22461137a8f1bf9ab4f8c1,2121
deposit,1607061864,0xfaaca6db387d3a2824ede72ddafa9857384c75ac,17588
deposit,1607062228,0x0a911d1ca158b7563a8671fe02fa591170c7778d,626835
redeemUnderlying,1607062404,626835,0x0a911d1ca158b7563a8671fe02fa591170c7778d
redeemUnderlying,1607062593,100785033,0x3f447cd6c52c791eda4cd08bff0c26b4e71e5219
deposit,1607063323,0xc17905420d885c1967c9bbae432a518480f58cca,101671319
deposit,1607068270,0x9c5bf89d20ab87dcef0efc79862b0d72a081174b,99745150
redeemUnderlying,1607068660,99745153,0x9c5bf89d20ab87dcef0efc79862b0d72a081174b
deposit,1607070002,0xa7355a9d9aa54e7e03fe96b5b7cb61b4971b9dca,1000000
deposit,1607071086,0xf0004c86b1251b10c7bf4672ca2bc59247a99bf5,10000000
deposit,1607076092,0xf8e4862b9d31b122ea4e61fc00ce98098c307d6b,7656759
deposit,1607079894,0xf9a359bdae3c262d3b2d87822d25c0c13be86947,190142441
deposit,1607080990,0x6666d278005f1e983b076909ff0e0f9ceb1d40ae,3087213
deposit,1607082978,0x37aba65fea61ca66cfb421e8a90785c78be31ed1,4000000
deposit,1607083990,0x87379c15810e77502e436ab8f06794cc662d39a5,7852228
deposit,1607091405,0xf7ea38c500cc4e376dd8ec22d3d6af94000829a1,71692387
deposit,1607095747,0x5c44545b349b6001587507433cf65878f2f32df4,605180000
deposit,1607096106,0x24e6cc41da6081bda289e6f589825f9ee7b00b20,25000243
redeemUnderlying,1607096176,605180019,0x5c44545b349b6001587507433cf65878f2f32df4
deposit,1607097265,0x42b45a385788e0a9551a2bb9f511080464595abb,902688599
redeemUnderlying,1607098242,902688659,0x42b45a385788e0a9551a2bb9f511080464595abb
deposit,1607100126,0xa23b73c1650cf2702f43ec497411bc65098c30e3,5361824
deposit,1607101061,0xa00821804a90a07a86b262f1c5cca44a8bed087e,10000000
redeemUnderlying,1607101403,10000001,0xa00821804a90a07a86b262f1c5cca44a8bed087e
deposit,1607102770,0x256515830a9a3e334fd77e605244031e6c2c5031,396189987
redeemUnderlying,1607103767,396190017,0x256515830a9a3e334fd77e605244031e6c2c5031
deposit,1607105660,0xd30ffc6163d2c0b0887aaa1d6a821b3e50bf4def,1444101
deposit,1607109968,0xbf3d7eaa9943bcf731e18ee5bdebc34ae4fc11a8,22820000
deposit,1607112279,0x3a3e2323d3eb1c9bc83b953959f5e0d05104a395,54539508
deposit,1607113032,0xf9f1886dbdab4cb94c4d23a9d1fa0c9ef4dacec4,1001146
deposit,1607114065,0xf9f1886dbdab4cb94c4d23a9d1fa0c9ef4dacec4,1480003
deposit,1607117403,0xf7476db5b717ac661c027e684456115ab1e728c3,183242306
deposit,1607124194,0x814ddadf2b6e96687c99d67c22230aa131bf69bf,1223751
deposit,1607128794,0x9a376c8e244cdbb07eb7856da3cac7f5794b58fa,138346823
deposit,1607129802,0x8b2f87f41e0cb7c910b83ac00ff61b81b4755e74,15303882
deposit,1607135890,0x1df9b5a2ad6b5b4611de9cb8a069ff1d200bb828,301145
deposit,1607136932,0xa54a9cb6198911dff56826cf45ea2c459cab4d25,121208751
deposit,1607138298,0x8a2ff4f48a2aef354d96339946b03fd740293bce,141355157
