timestamp,time,blockNumber,totalDeposits,depositRate,stableBorrowRate,variableBorrowRate,utilizationRate
1654016536,2022-06-01T00:02:16,14879890,2150897367.3966937,0.009288140092752029,10.054253295393512,2.1085065907870244,0.43504335
1654016685,2022-06-01T00:04:45,14879904,2150897367.3966937,0.009288309823828333,10.05426297780825,2.1085259556165017,0.435048
1654019102,2022-06-01T00:45:02,14880079,2149154192.8387456,0.009292100491967936,10.054481852515833,2.1089637050316647,0.43514859
1654019229,2022-06-01T00:47:09,14880088,2150076922.4192886,0.009292927934480888,10.054530034817333,2.1090600696346646,0.43517185
1654019849,2022-06-01T00:57:29,14880130,2153528306.063983,0.00929328154259923,10.05455026876777,2.10910053753554,0.43518072
1654020073,2022-06-01T01:01:13,14880141,2153602647.042673,0.009292751130468124,10.054519366098612,2.109038732197224,0.43516573
1654020750,2022-06-01T01:12:30,14880193,2153746417.5538826,0.009293387625058935,10.05455617159347,2.1091123431869407,0.43518194
1654020879,2022-06-01T01:14:39,14880207,2153653937.053334,0.009294462594612751,10.054617599966388,2.1092351999327748,0.4352091
1654020895,2022-06-01T01:14:55,14880210,2153659229.583351,0.009294787914571945,10.054636861787678,2.1092737235753565,0.43521841
1654020944,2022-06-01T01:15:44,14880213,2153675436.133036,0.009377705490276167,10.059450813312479,2.1189016266249565,0.43754452
1654021983,2022-06-01T01:33:03,14880299,2155024726.259538,0.009369692090477333,10.058992402716218,2.117984805432437,0.43734106
1654022585,2022-06-01T01:43:05,14880343,2155222990.729481,0.00936962843618816,10.058991766048612,2.117983532097225,0.43734065
1654023142,2022-06-01T01:52:22,14880383,2143298646.7972853,0.00936962843618816,10.058991960645873,2.1179839212917453,0.43734064
1654023791,2022-06-01T02:03:11,14880422,2141204650.8457522,0.00937081665024797,10.059061112714017,2.1181222254280336,0.43737502
1654023989,2022-06-01T02:06:29,14880435,2141188913.952701,0.009374968337736433,10.059301774340588,2.118603548681175,0.43749127
1654026155,2022-06-01T02:42:35,14880560,2140955686.9368167,0.009375477574856239,10.059330692006828,2.1186613840136572,0.43750372
1654026381,2022-06-01T02:46:21,14880576,2140937779.4104972,0.009375477574856239,10.059330766947824,2.1186615338956485,0.43750372
1654027445,2022-06-01T03:04:05,14880656,2143670713.9714742,0.009375491720335472,10.059331339302268,2.118662678604537,0.43750379
1654027504,2022-06-01T03:05:04,14880659,2142974277.5442708,0.009383519311769062,10.059790320741964,2.119580641483929,0.43770733
1654027649,2022-06-01T03:07:29,14880673,2142721980.4046924,0.009391561112750857,10.060249563302625,2.1204991266052504,0.43791098
1654028872,2022-06-01T03:27:52,14880763,2149080488.7395687,0.0093913489272055,10.06023754836896,2.1204750967379207,0.43790544
1654030658,2022-06-01T03:57:38,14880900,2153908892.006931,0.009391370145757971,10.060238447826503,2.120476895653007,0.43790554
1654031513,2022-06-01T04:11:53,14880968,2154286857.1541004,0.009390959920487996,10.060214667894204,2.120429335788407,0.43789389
1654032051,2022-06-01T04:20:51,14880997,2153517658.4490304,0.009399008853653745,10.060674607727156,2.121349215454312,0.4380978
1654032897,2022-06-01T04:34:57,14881062,2153891366.2766705,0.009399213967903552,10.060686494911263,2.1213729898225244,0.43810338
1654033758,2022-06-01T04:49:18,14881124,2154271635.125956,0.009650807361069935,10.07514092886215,2.1502818577242993,0.44508814
1654034661,2022-06-01T05:04:21,14881181,2155836325.645194,0.009652710448772694,10.07524929636566,2.15049859273132,0.44513989
1654035806,2022-06-01T05:23:26,14881263,2157990850.8398614,0.009661002010289632,10.07571620102352,2.1514324020470394,0.44534727
1654035985,2022-06-01T05:26:25,14881279,2158475289.8524084,0.009661086907176042,10.075721177581823,2.1514423551636437,0.44534945
1654036060,2022-06-01T05:27:40,14881284,2157806208.982488,0.009668289019034493,10.076126409371156,2.152252818742312,0.4455296
1654036508,2022-06-01T05:35:08,14881308,2155508984.034596,0.009697402204964956,10.07776363446,2.155527268920001,0.44625755
1654037016,2022-06-01T05:43:36,14881349,2156919080.237799,0.009697359754994084,10.077761223254765,2.155522446509528,0.44625639
1654037243,2022-06-01T05:47:23,14881366,2157547128.7030015,0.009697359754994084,10.07776130690561,2.1555226138112187,0.44625639
1654037275,2022-06-01T05:47:55,14881368,2157129947.7212024,0.00970153401067364,10.077995589334517,2.1559911786690322,0.44636057
1654037628,2022-06-01T05:53:48,14881399,2158106975.042564,0.009701555235746673,10.077997030935427,2.1559940618708544,0.4463612
1654037724,2022-06-01T05:55:24,14881404,2158372798.900372,0.009701725036346476,10.078006825672716,2.1560136513454315,0.44636592
1654038590,2022-06-01T06:09:50,14881464,2157660659.4862347,0.00970239716400112,10.078044839715492,2.156089679430985,0.44638413
1654039925,2022-06-01T06:32:05,14881555,2156519895.5863857,0.009702404239031459,10.078045358891163,2.1560907177823263,0.44638413
1654040972,2022-06-01T06:49:32,14881633,2155627143.1691027,0.009702411314061798,10.07804557015104,2.156091140302083,0.44638404
1654042058,2022-06-01T07:07:38,14881707,2147491455.8909893,0.009702835815974975,10.078069426525772,2.1561388530515444,0.44639446
1654042200,2022-06-01T07:10:00,14881716,2146009069.0114682,0.009702835815974975,10.078069412908361,2.156138825816722,0.44639443
1654042282,2022-06-01T07:11:22,14881723,2145015887.893593,0.009703981972031928,10.078133776476056,2.1562675529521123,0.44642304
1654043422,2022-06-01T07:30:22,14881799,2149724236.211382,0.009709783522650506,10.078459510350969,2.1569190207019378,0.44656772
1654043585,2022-06-01T07:33:05,14881812,2151002155.113425,0.009708906212856805,10.07840964837928,2.156819296758558,0.44654359
1654044674,2022-06-01T07:51:14,14881879,2156127024.716011,0.009709083089769921,10.078419452504725,2.15683890500945,0.44654776
1654044849,2022-06-01T07:54:09,14881896,2156350611.421507,0.009711170239685707,10.078536785517578,2.1570735710351543,0.44659991
1654044867,2022-06-01T07:54:27,14881898,2156399626.221554,0.009711163164594083,10.078536426280138,2.1570728525602765,0.44659974
1654046011,2022-06-01T08:13:31,14881989,2156379315.882747,0.009711403717741263,10.078549866300243,2.157099732600486,0.44660551
1654046835,2022-06-01T08:27:15,14882055,2156280496.8703737,0.009700409082444406,10.077924191815372,2.155848383630745,0.44630294
1654049474,2022-06-01T09:11:14,14882262,2149934773.1849775,0.009703062217068403,10.078075036907391,2.156150073814784,0.44637535
1654049576,2022-06-01T09:12:56,14882269,2149261948.0177317,0.009703161267562654,10.0780807036163,2.1561614072326005,0.44637786
1654050146,2022-06-01T09:22:26,14882309,2145577905.5584178,0.00970280751584185,10.078060622826374,2.156121245652747,0.44636804
1654051267,2022-06-01T09:41:07,14882406,2146559753.1757722,0.009703663595219014,10.078109387784712,2.1562187755694238,0.4463914
1654051858,2022-06-01T09:50:58,14882441,2147256108.9946094,0.009703776795852104,10.078115662119657,2.156231324239313,0.44639435
1654052588,2022-06-01T10:03:08,14882468,2147117530.6723056,0.009703628220023797,10.078107172084096,2.156214344168192,0.44639011
1654052702,2022-06-01T10:05:02,14882477,2146997372.4639218,0.009703628220023797,10.07810693610982,2.1562138722196416,0.44638998
1654052775,2022-06-01T10:06:15,14882483,2146920440.477143,0.009693765663929765,10.07754595950734,2.1550919190146782,0.44611882
1654052877,2022-06-01T10:07:57,14882487,2146812961.4071672,0.00969354633988928,10.077533493644335,2.155066987288671,0.44611277
1654053152,2022-06-01T10:12:32,14882506,2146523276.141023,0.009693220891400678,10.077514904764419,2.1550298095288367,0.44610373
1654053560,2022-06-01T10:19:20,14882533,2146093721.5358822,0.009693128916846927,10.077509607605968,2.155019215211936,0.4461011
1654055122,2022-06-01T10:45:22,14882637,2144532131.5276625,0.009692640744355385,10.077481963384944,2.1549639267698883,0.44608889
1654056387,2022-06-01T11:06:27,14882732,2136223752.9421601,0.009692817618419225,10.077492120892064,2.1549842417841285,0.44609356
1654058900,2022-06-01T11:48:20,14882925,2140974360.0426314,0.009692676119165577,10.077484032913706,2.1549680658274104,0.44608953
1654059750,2022-06-01T12:02:30,14882980,2140169326.0531826,0.009693128916846927,10.077510073185271,2.1550201463705423,0.44610196
1654060733,2022-06-01T12:18:53,14883057,2137937904.9311817,0.009694841059914694,10.077607108283653,2.1552142165673054,0.44614867
1654061187,2022-06-01T12:26:27,14883086,2136807193.7828338,0.009695675907587464,10.077654156085288,2.155308312170575,0.44616952
1654062267,2022-06-01T12:44:27,14883153,2134356308.5921495,0.00969568298257073,10.077654579336654,2.155309158673307,0.44616952
1654062455,2022-06-01T12:47:35,14883167,2133935725.4074347,0.009695633457689201,10.077651840105325,2.1553036802106504,0.44616827
1654062459,2022-06-01T12:47:39,14883168,2133623435.8433726,0.009698159229745595,10.077793822063361,2.1555876441267214,0.44623141
1654062775,2022-06-01T12:52:55,14883184,2132906532.1086903,0.009698385629790307,10.077806512044324,2.1556130240886477,0.44623748
1654063372,2022-06-01T13:02:52,14883217,2132184105.431795,0.009698569579864147,10.077817059362596,2.155634118725192,0.44624207
1654064587,2022-06-01T13:23:07,14883297,2131693167.4481745,0.009698725229952743,10.077825443801474,2.155650887602947,0.44624559
1654064952,2022-06-01T13:29:12,14883331,2131550575.899527,0.009698725229952743,10.077825595033925,2.1556511900678488,0.44624559
1654066571,2022-06-01T13:56:11,14883440,2130773489.1273427,0.009698739379961907,10.077826225154595,2.1556524503091903,0.44624559
1654066665,2022-06-01T13:57:45,14883449,2130481992.4937162,0.009698739379961907,10.077826261643262,2.1556525232865233,0.44624559
1654066845,2022-06-01T14:00:45,14883464,2128553070.2923167,0.009710193877493278,10.078469817660238,2.156939635320477,0.44653177
1654067233,2022-06-01T14:07:13,14883483,2127480625.0540729,0.00971020095257824,10.078469981303694,2.1569399626073884,0.44653178
1654067799,2022-06-01T14:16:39,14883527,2126373650.1457357,0.009709783522650506,10.078446755984697,2.156893511969395,0.44652135
1654068679,2022-06-01T14:31:19,14883589,2124576214.259552,0.00990481284226119,10.089482226719124,2.1789644534382466,0.45185549
1654069021,2022-06-01T14:37:01,14883611,2123868086.7777293,0.009904897759648312,10.089487103439975,2.1789742068799507,0.45185761
1654070028,2022-06-01T14:53:48,14883679,2121813750.4488866,0.009904911912546943,10.089487500131307,2.178975000262613,0.4518576
1654070214,2022-06-01T14:56:54,14883685,2126694020.203607,0.009860118981686261,10.086994948655729,2.1739898973114586,0.45074731
1654071294,2022-06-01T15:14:54,14883769,2124865304.7651381,0.00985841363447948,10.086898367220003,2.1737967344400064,0.45070043
1654071753,2022-06-01T15:22:33,14883802,2125247415.6233037,0.009856651681261708,10.086799151269027,2.1735983025380543,0.45065239
1654071788,2022-06-01T15:23:08,14883803,2125276565.3111098,0.009856651681261708,10.08679917754801,2.173598355096019,0.4506524
1654071919,2022-06-01T15:25:19,14883809,2125385684.4029655,0.009856658757372738,10.08679923860028,2.17359847720056,0.4506524
1654072917,2022-06-01T15:41:57,14883874,2126217830.1325374,0.00985666583348399,10.086799624059637,2.1735992481192734,0.4506524
1654073122,2022-06-01T15:45:22,14883887,2126388940.7758813,0.00985666583348399,10.086799717043197,2.173599434086394,0.4506524
1654073198,2022-06-01T15:46:38,14883897,2126327306.7992418,0.009857727250731863,10.086859025941012,2.1737180518820245,0.4506788
1654073306,2022-06-01T15:48:26,14883902,2126168483.0433564,0.009859850088574484,10.086977086177477,2.1739541723549523,0.45073136
1654073868,2022-06-01T15:57:48,14883925,2126392871.7286344,0.009861548362061434,10.087071739473236,2.1741434789464726,0.45077342
1654074484,2022-06-01T16:08:04,14883960,2126689076.7930627,0.009861682808834482,10.087079336465306,2.174158672930614,0.45077669
1654075759,2022-06-01T16:29:19,14884043,2127335176.162869,0.009861760646447948,10.087083698079592,2.1741673961591843,0.45077856
1654076879,2022-06-01T16:47:59,14884117,2127867150.4406667,0.009862079073111651,10.087101461059728,2.1742029221194565,0.45078628
1654077372,2022-06-01T16:56:12,14884153,2127876782.9241796,0.009863190029146818,10.087163360853316,2.174326721706631,0.45081376
1654077430,2022-06-01T16:57:10,14884163,2127699271.711565,0.009863232486089668,10.087165797042886,2.1743315940857713,0.45081492
1654079318,2022-06-01T17:28:38,14884282,2121435833.992707,0.009867478189382384,10.087402098968372,2.1748041979367425,0.45091984
1654079411,2022-06-01T17:30:11,14884288,2121090675.6253667,0.009868008903548997,10.08743141244674,2.174862824893479,0.45093289
1654079445,2022-06-01T17:30:45,14884291,2120957110.7258034,0.009868263646447994,10.087445654419415,2.1748913088388306,0.4509392
1654079844,2022-06-01T17:37:24,14884325,2119741484.6923301,0.009868263646447994,10.087445801622625,2.17489160324525,0.45093919
1654080100,2022-06-01T17:41:40,14884354,2118962003.950473,0.009893964704767999,10.08889432678366,2.1777886535673185,0.45163925
1654080100,2022-06-01T17:41:40,14884347,2118962003.950473,0.009893964704767999,10.08889432678366,2.1777886535673185,0.45163925
1654080718,2022-06-01T17:51:58,14884390,2117081902.0645223,0.009893971781140598,10.088894540738522,2.1777890814770444,0.45163923
1654081174,2022-06-01T17:59:34,14884421,2113504787.8235395,0.009878686931840797,10.088016928766443,2.176033857532887,0.4511655
1654081771,2022-06-01T18:09:31,14884458,2112989912.6965055,0.009879118584132707,10.088040830814107,2.176081661628213,0.45117605
1654081910,2022-06-01T18:11:50,14884461,2112851807.676005,0.009879373329834129,10.088055086429703,2.176110172859406,0.45118236
1654085125,2022-06-01T19:05:25,14884681,2112861069.2561562,0.009879394558645505,10.088056328659079,2.176112657318158,0.45118234
1654085454,2022-06-01T19:10:54,14884703,2113644532.1453562,0.00988280532679986,10.0882458401486,2.1764916802971994,0.45126668
1654086125,2022-06-01T19:22:05,14884755,2115887755.0739372,0.009884255968199307,10.088326611213025,2.17665322242605,0.45130254
1654086696,2022-06-01T19:31:36,14884801,2117945790.8010733,0.009884517791503233,10.08834134127817,2.176682682556339,0.45130955
1654087206,2022-06-01T19:40:06,14884843,2120058258.8884633,0.009884772538566677,10.088355750299838,2.1767115005996773,0.45131588
1654087829,2022-06-01T19:50:29,14884890,2127835562.287002,0.009891169541450529,10.088711605696826,2.1774232113936516,0.45147428
1654088481,2022-06-01T20:01:21,14884929,2131757846.1880677,0.009882663800921287,10.088238306679665,2.176476613359329,0.45126334
1654088561,2022-06-01T20:02:41,14884935,2131532521.8262522,0.009891176617803588,10.08871189343276,2.177423786865522,0.45147428
1654088830,2022-06-01T20:07:10,14884949,2134862109.8642325,0.009885048514624684,10.088370871925507,2.1767417438510153,0.45132233
1654089413,2022-06-01T20:16:53,14884995,2138955388.5021,0.00989840160014821,10.089113623390904,2.1782272467818076,0.45165309
