id,pool,user,collateralReserve,collateralAmount,principalReserve,principalAmount,liquidator,timestamp
15062290:4:0x7b615781f31d3895dca53eaad93c5a8e5a9d4cff54cde4db396970e558ecdbe9:33:33,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0921007ea50446e9b44f0e7bdc409308a59e3143,WETH,131592730667562276,USDC,129893669,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656753835
15062285:10:0x0a26ffeef4fc0a7436011e820882e7dbcc0b9535d0fdd2c87a8e7d22e5a01df4:157:157,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x36144e91a6bb5af8a7dca64c3c4c97fd73c1f740,WETH,188113676776196976,USDC,185684844,0x8472ee188899569cf6ef42bb2038facae66972d2,1656753766
15062284:4:0x55b570ba7b4f60877c94f86e02d4aa1bb8570ad510a41836f25ffb0a4499f005:38:38,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x7b1cac42e200b975631878bfc5c44b39a349bab7,WETH,198092018293877400,USDC,195534350,0x8472ee188899569cf6ef42bb2038facae66972d2,1656753746
15062277:11:0x94f82e60a60e46204157b23d9cd6aa0f062953a60943d095e1cc694e6d0b0cd6:67:67,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa729b63d6c76053794ac0285d6a973d07904b193,WETH,190016248866471804,USDC,187562851,0x8472ee188899569cf6ef42bb2038facae66972d2,1656753694
15062265:3:0x5862e8129dc723a86bd21453d9234d2700e77bcd6b0d7774209ded6f0cacd4c8:40:40,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xce1b9ea48e2219926b573b16f0f5aa7975d21dd0,WETH,114060739074928968,USDC,112588042,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656753506
15062263:1:0x285b78f4d6592f061cb2c2e1f0efb16ee29260355af168b93533f793e4234e9a:37:37,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x2c00b3b61ef3f13cdb6490f09424358270002b57,WETH,68207951061862332,USDC,67327283,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656753490
15062263:0:0xab5af9a6f4156ad736edaa761b5f428e0822c54933b5d7e50957c854c9d66394:16:16,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa977df34c6c311212fd427d4798dadd45652182d,WETH,188164270011572736,USDC,185734784,0x8472ee188899569cf6ef42bb2038facae66972d2,1656753490
15062262:0:0x473d796fe2892630a4a30d4eab539e6ad429a3b32d506481b27e7f47ce490856:16:16,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xe925295b297b38c5bc71cb8e2b38ecbf4721ad4e,WETH,210193094535229932,USDC,207479183,0x8472ee188899569cf6ef42bb2038facae66972d2,1656753484
15062259:2:0xe948674117b5c17fe8b49c10568616b21e7ce4c7a271eab818e5d770d7d1dad5:31:31,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x118978538b47c2d19d890f900062fe7bf2d68201,MANA,109410976948102858083,USDC,82499918,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656753470
15062258:1:0xa4961771ab363c4c9b88f7d06aff56baa5eb9b203e287481ba8164c3634408db:20:20,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x95bab1cc1784e4be6dd48f84f622da3594e4a45b,BAT,360117369838875726014,USDC,134977017,0x8472ee188899569cf6ef42bb2038facae66972d2,1656753458
15062256:2:0x3afb42d6d71919925ec8b5b49999b1f5f9131b1825543dfc1bfa6815f62c0d69:23:23,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x2882063770b57f237357fafa6ce3224bddfb5478,WETH,122570008646447376,USDC,120987444,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656753439
15062249:4:0xdeb8a95168dbb987653d618a8fabeae2e88303b925a941eb433bcb4a8505b0cf:30:30,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x1dcb16c07f8e37854ca10d144cebce931be0e748,WETH,169926826971176856,USDC,167732814,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656753333
15062236:1:0x8df0b32234bfd65c988198c556138b8ccdc4457542cf57d30da20c4c8a44b40e:17:17,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa6da737d52529816cc654f7d865fe0ab8b523669,WETH,133815244477289156,DAI,132410485200728295449,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656753126
15062202:8:0x338a8c3883f3b75193bb1d13fe03eabf88e5c083a8142b7da6591a5d829297c5:73:73,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x2d888deb974c002692d83b1146cf37e040ad522f,WETH,214169901137915772,USDC,211404643,0x8472ee188899569cf6ef42bb2038facae66972d2,1656752761
15062189:1:0x986d252d8071369d38be4d8b6d45622db7b0d1dbc864bfb3548a417a744e3790:20:20,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd79f68d4b39ae90593f6d531adb03f1d1c41acba,WETH,112053844016971836,USDC,110607059,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656752646
15062188:11:0x41a484eb54a7f8a9405ca7eb9802503a905cc5f7fb57285db5a855c6c896ddf1:53:53,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x82f38c58b994dbfb65659a7a9cb1dd146f50b4cf,WETH,191348627899882908,USDC,188878027,0x8472ee188899569cf6ef42bb2038facae66972d2,1656752631
15062167:9:0x84ecb86505ab582b163917b906ce2d298f367e3322d917b1fc519d371a2c78e8:60:60,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xea0fb48ff16f0c81ad7b81587af32247463d7dc1,WETH,228843664672814184,USDC,225888946,0x8472ee188899569cf6ef42bb2038facae66972d2,1656752393
15062159:2:0xe2c2af9e6c9a20ea9f44af10d40cc43981cba98f959c21a289d41da555a8beff:21:21,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x377e4157e2ec333be52a5adcd151f2da3faf41f7,WETH,132009846262301196,USDC,130305399,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656752321
15062146:4:0xd273067563526cff075346686c0058c8e8e70cdb87a46a8788fbc2a7e908c6f0:40:40,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xf3dded05b6730714a4889d4abc9b9c92e4a0dd2d,WETH,206058832949993604,USDC,203398301,0x8472ee188899569cf6ef42bb2038facae66972d2,1656752160
15062132:11:0xd4e6bcba0d9004b714eb3bdae7841e708a550f4f650310ecc6b2dd4471995077:62:62,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc261e4d4262342abdd3e5687e339d50b3ccd3893,WETH,182173501428711912,USDT,181140711,0x8472ee188899569cf6ef42bb2038facae66972d2,1656752004
15062126:2:0xa11b459045c05bf4d269f3d38e0583017790a00d1877bd80d7fc1c317ab2fb61:68:68,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xb6bd22f81b15a3cc84672d18f9a2dd92d8308e85,WETH,143912490444922248,USDC,142054362,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656751976
15062126:0:0x0d0fb606504becc8f82c2997270aea2cfb1c5d1bb6a63800b5bb686651bc5613:20:20,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xe9af6399b006e8199ebb4daf6ed72f01f1b5706a,WETH,211099779209041044,USDC,208374161,0x8472ee188899569cf6ef42bb2038facae66972d2,1656751976
15062125:3:0x8093b67bb496e6829a5b60a9131efdf2f2618f4f44beb2b8af24c1421c1021e7:27:27,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0c8f48f84d5d72e1230f1af94870f33a52b0fae2,WETH,195797316210867504,USDC,193269276,0x8472ee188899569cf6ef42bb2038facae66972d2,1656751961
15062120:1:0x213408922e03cd521fbbda1e70cf9b597f04f67df2d136a81b9dbf8741bd4fc3:20:20,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x58c1f7d3930e360ae284bb0f314e1f5ed359df50,STETH,180603224436612707,USDC,167569763,0x8472ee188899569cf6ef42bb2038facae66972d2,1656751907
15062115:16:0x3fb27bca2a6cd64fb76d6f1d880a13f98b5c38417a1881813905297f29b47de0:62:62,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xaa9cca939744f5fe111e8df2d76362b3c148e1e8,WETH,226939707701627088,USDC,224009572,0x8472ee188899569cf6ef42bb2038facae66972d2,1656751824
15062108:4:0xb201026566ad8191319e0e076965f0c228fed2a365af4aa5281545d3b1aed405:25:25,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x35ad24c044cbe5bc301541b9ac15e67fdd82089a,WETH,181950844264679532,USDC,179601583,0x8472ee188899569cf6ef42bb2038facae66972d2,1656751735
15062096:12:0x76750946deb1fa9a0d393cfe94c725a1c75d746b24ccd0216ce94695cfebc97b:94:94,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xbd66f30be39e1be7348020f7f1e3cf91df08a0fb,WETH,215590683593540724,USDC,212807081,0x8472ee188899569cf6ef42bb2038facae66972d2,1656751563
15061888:0:0x603084c1ffb6f81317033c98f3139b4d75616b68f4063e506f33d0792358f0f1:14:14,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x53358302ee2b7a9a74c142f321dbf2ff7e71062c,WETH,133017016189850808,DAI,131620636516047259592,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656748657
15061878:3:0xef8a482e38075cf2a0a660c9e35492534c6561bc16a6e00d48069453269bbea5:23:23,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x16a06a0ee5769dc92c2178c2735d0d9218559fbd,WETH,138981900662308200,USDT,138193975,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656748571
15061875:3:0xbc428767abf3bc70f2d96ff3cf3d5a31632ac617eef7c173a0919a32b98afea6:33:33,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x6e90fc0e1c03ccfafa6275aca82b2d7ef67241f7,UNI,28394940831994453009,TUSD,124737225140458307584,0x8472ee188899569cf6ef42bb2038facae66972d2,1656748530
15061871:1:0xb583084051fd9b3c0f288faa3e6c93c502ca05af7f4865e89b957b7a45957f01:23:23,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xac0367375ec176d30f38dbc50904209f4dc67cf4,REN,1541520257871632822429,USDT,160193434,0x8472ee188899569cf6ef42bb2038facae66972d2,1656748475
15061866:13:0x42eceffa25ecaa136fe0ddc40b912aa350558fe320d160579bdaa4d2c552522f:91:91,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x26e0354ec539361b8c5e6600780516cb5b448dca,REN,1084733568699953290018,DAI,112177169590932652032,0x8472ee188899569cf6ef42bb2038facae66972d2,1656748434
15061824:1:0x3dff261c7a0d19388e793b045b83d9640fc9dd1d306227e44123933c09f79865:18:18,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xdbc529316fe45f5ce50528bf2356211051fb0f71,WETH,151852368797331384,USDT,150991477,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656747950
15061814:1:0xc1f72a344382c2fd3367f499dfd03c1d73d9ea07e8e07f5207afa93c179805da:18:18,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x7db972bb47eab271c35e32caeec4aac08b0dc3e1,WETH,128631742842272040,USDT,127902495,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656747807
15061788:5:0xabc1e7f1443e486272f6119443c93b9960632a20806094d46944bfda624d1a8b:35:35,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x087fc6c0afdfcdd87dace9445ed6d8c07eb19399,USDC,213870847,USDT,203847559,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656747532
15061769:1:0xf0bbe9583ac1a7fa28261fc735732ef06e5ea43bf3738b8a374d2108651cc3d5:26:26,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xb1c398ddf9f45eacdb42487347950a54cb0fb02f,USDC,208473293,PAX,197378137969512704602,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656747348
15061720:4:0x0ed22f7ffc03ebcdf165dd29fc394b0ed514e10429165c220c33efc205cf5cd4:35:35,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x94fe3ad91dacba8ec4b82f56ff7c122181f1535d,WETH,196108347216207634,USDC,195774772,0x8472ee188899569cf6ef42bb2038facae66972d2,1656746609
15061715:1:0x83accdb898cfe89c417ac7dfe265d58cc0045a0f10648ab6332f0420bdaf5f9e:22:22,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x79f51ff1584f92b84bea3c84bbb0e0f8f678ab84,WETH,226786170613030728,USDT,225500459,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656746531
15061705:2:0x77a6366d71a60c640931d38f1e472c32a3ba796c344ac55ad03dc3c0bb54b0cc:26:26,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x30809cd61e9960e4ec8bc879fc8385eea78b9ab7,WETH,132196921232976832,SUSD,130321925926872473508,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656746365
15061686:3:0x64a26aa4eeab037dfad059d0f8757b1e17112f4d3d7bbd5bdf7f55fc8aa9c793:34:34,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x27c765b8f43c8ece99cfcf4c0c9f7b5c0768814e,WETH,254607202304390825,BUSD,253169390549451633674,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656746175
15061679:2:0x087f732f768ce9c2827879910661f5d3920e028e7dde5d0a9e92720c84bea61b:30:30,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xeaf6d79f27a6fbfee9ab5799da0787758de0b9d5,DPI,1882070164755682197,USDC,122886903,0x8472ee188899569cf6ef42bb2038facae66972d2,1656746085
15061651:1:0x573da93b36087a3959152a57e41a8815ce86d79965fdc20d47a91a3ea4e68ef8:26:26,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x324e1dae9353714ecf34af52c6407861ed870ee8,STETH,184498879541926562,USDC,173128454,0x8472ee188899569cf6ef42bb2038facae66972d2,1656745687
15061647:6:0x1d0b0f2ba4c3c9acd16f2dd9c5ce003524dae11c1edc75e649295f7911889baf:44:44,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x965839ecffdc9246624ab845ac418ce28365888d,WETH,201691424769787344,USDT,200547982,0x8472ee188899569cf6ef42bb2038facae66972d2,1656745638
15061646:5:0x39912f5b74ba54a209cc76f461c74e33c385ba1fd621551c1667b44d476cd3da:65:65,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x9ab92512f808e7df710e5c7fb998fe1704dccca2,LINK,29504664192194322584,USDT,169183450,0x8472ee188899569cf6ef42bb2038facae66972d2,1656745630
15061637:0:0x365aff45b7a03a2aec095c78ac726a48c20a46d2df1035a6575a77e6d9ad0523:15:15,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xce339d044ec38229fd3e85eb183a341725038971,WETH,205999668357927192,USDT,204831801,0xb206ebe579be55f5b57119bb2e7cc63708eda1aa,1656745480
15061634:3:0x35d7a08499a63cc9248a8bdc99dc22c8aa4836371b7dbb1c32b01f312465579c:30:30,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x26366c6500de03eaf68158c5dd59f5627e2320cf,WBTC,988588,SUSD,175656078284174983168,0x8472ee188899569cf6ef42bb2038facae66972d2,1656745377
15061617:3:0x62260fa1983b66e2c3cc8222a4aa00449185850e05c0840fd5d3cbcf9c5ada9b:31:31,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xab581379301fb94a971cb172a1b148de72d151b2,WBTC,910085,USDT,163104025,0x8472ee188899569cf6ef42bb2038facae66972d2,1656745186
15061612:3:0x9b316b7d4cd1e0bcedb518102279c6634d186452edb12abedefab6a2e6adbe91:40:40,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xfd6c88fdc74bfac6599c00bad9dd556a6f570b65,WETH,189636765674969088,USDT,188561664,0x8472ee188899569cf6ef42bb2038facae66972d2,1656745112
15061610:0:0x26509193b5b8226baeef84d69f6ae65da1e4e85dd52be8f930e2e8c219eb3228:14:14,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xe616f4edd5c85254b0525a3b39c2d9632bf5b523,WETH,139466449816680708,USDC,139229221,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656745099
15061594:1:0x4ecc2677bc10b55625adbeac01d261daff2198a24490651048c2969c7b1a0c9b:24:24,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x8c114a135a70ce330d65af492241fa77c53e742b,WETH,133626042929267394,DAI,132223269843672752999,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656744880
15061593:9:0x739ac87a6bade3579cf36613b77de1c83be2d1290f163adaa68eb68efbd2566c:77:77,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd2dc49d661b8cd113bbee9d9a8ea5ac2870bbf05,WBTC,916623,USDT,164275725,0x8472ee188899569cf6ef42bb2038facae66972d2,1656744863
15061591:4:0xd7c50b339387b974a3ebbb71d22dcd08ea1803a92b78abd19d183789be334943:52:52,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xcd7bcac7ee5c18d8cc1374b62f09cf67e6432a08,WETH,159631688410381794,DAI,157955914502831112192,0x8472ee188899569cf6ef42bb2038facae66972d2,1656744816
15061582:5:0xc1cf0132b47beeda4d8e0373550799bdb12860c0abbc0988120b8ce734e45d55:57:57,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd6e59c17601f91151acc0c79620358154a150fb5,WETH,288830927803827195,DAI,285798852297221013504,0x8472ee188899569cf6ef42bb2038facae66972d2,1656744720
15061571:1:0x4107a9b526895316a97ea973dfd5a46de3a5d7deb7259433776e7b802b9926b2:19:19,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x03950a9c6b43a264e8f2d56125857ec68361eb64,LINK,34267475289773796238,USDT,196494007,0x8472ee188899569cf6ef42bb2038facae66972d2,1656744606
15061565:0:0x1e45ab4e1b814b377ebb2bb0b4f90a7f89f2d5d42c2b0bc8b69b82c9fcae1d3b:14:14,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x05fded65c4eef241294e87380ca36a933b38c7ce,WBTC,664740,DAI,118555058196978850429,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656744519
15061558:0:0x09392445650cfdf51c6217093372301b9c34eba7b824c01856d2c0945a5e411c:14:14,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x7659a48aa5c5282d403b2b53c3b66b19c344d3d1,WETH,134865050194319190,SUSD,132952211879225375140,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656744458
15061557:1:0x137836551676368b0871d70bf94587228ddd97e7ce40b7ef420ffe239728e5c0:25:25,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x13c7b621e93f7deaf80c13e589607a1a0cbedd86,WETH,187143063902086133,TUSD,185364961537750473911,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656744450
15061555:5:0x37e34e649797b4c69005d0ad652ee3af36ad7c1bb6de2cf6b8e4c5c45b73341a:45:45,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x108dc13bdadcaa99518541762c5398fa67b2e97b,WETH,143029682808747935,DAI,141528192641958707803,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656744427
15061551:0:0xb33d079cbdcb9c6b76984928b303078d2a1b7345b25f07bad2dab0e6435e9902:15:15,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x486a16c4ba2f43148188cc8a79bf67b7be951b4a,WBTC,723568,TUSD,129176918316743556967,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656744377
15061549:2:0x4b4904c557e2857edd1a3670ef960495dc0471e82a608dc2b169db5a0f9886a1:22:22,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x7bd904a3db59fa3879bd4c246303e6ef3ac3a4c6,WETH,187014062869497360,USDT,185953830,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656744365
15061548:3:0x76f08fcb633b8dbc6182af7e7b88815bdae3f17646d4ff561d86a0a12198f561:33:33,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xe2ef9e4373a0395d88c6d43ba965658a24ee44df,WETH,217549246010614392,USDT,216315901,0x8472ee188899569cf6ef42bb2038facae66972d2,1656744343
15061544:5:0x1ec9b08a8d65d4f6b6c51806d60cc53b9980702bc02fb974193d772a5b10d194:39:39,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xacb7aa0370042570f57e650ba9279b5d5871db80,WETH,213798765531099336,USDT,212586683,0x8472ee188899569cf6ef42bb2038facae66972d2,1656744299
15061526:17:0x60514db1a95a4d08e724302f8db1529f1e497d4149b1da833aa1ea8f1f7e114b:95:95,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xac60b9c78241618f393a78e8720034e7d6fdadfd,WETH,184753165234554000,USDT,183705750,0x8472ee188899569cf6ef42bb2038facae66972d2,1656744079
15061522:0:0xaf3a12fe906f0edc709b6ef29f29a75586c88c29764a6e4e2a492672ab97829a:16:16,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x734e1a31ef425678e35273b7ba2adf1be8d2e3b9,WBTC,826609,USDT,148143487,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656743998
15061516:3:0x2d1e8b4c53d87e35acf7681ef7dc404052949973770ff03ab4bee50e657e0b83:28:28,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd039cfb1c6bbb9237077f44b2eed6ab890a22cf9,WETH,143986853906885898,USDC,143741936,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656743957
15061501:0:0x58b0284586a4318fda2d2faa055b4c186f3a6e8d1c64444d3dba98fbf534741d:16:16,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x967775b2974fc9b74a85ee682c279e660cd4a6ee,WBTC,919305,DAI,163956266341985550336,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743771
15061498:5:0x2e7b9c66e4ce2510037e8acc70c3c95b3d90936e66c2ebfc4d8e999f3d2522ce:48:48,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x7bd904a3db59fa3879bd4c246303e6ef3ac3a4c6,WETH,193871906722770640,DAI,191836687488241829919,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656743740
15061496:0:0x39f175d70a774dcef9b1cf96502d1428c1c0ef60cb9decaf81795bb2533c75cb:16:16,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x24b7e1cb0f51842c0b9ab35a8b7a5fbcc8f528cf,WBTC,918489,DAI,163810766594472902656,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743701
15061495:1:0xb8a766827c68ef3819dcc71090f5f4f4f5f8441fa69227f73e1ccbd6bb5db326:17:17,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x3ae531e019a6756f67ee48d02dbd70a00479bd38,WBTC,643145,USDC,115723416,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656743697
15061492:6:0x9893ceab4cbf68dfc91125e3de5a12610dd9480993c619a41e07f60422a21873:49:49,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x20e1427ab5f919ca0e066fe91f3c39ce4499a9c9,WETH,107020327804021331,USDC,106838289,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656743658
15061477:12:0xf2b3154169c8a17db4aebcafca9cf6d8b6a8a8060ebe3b6732176fb883a7bf0e:82:82,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xe2623bf9775f6b5ae9e75b95ba13ded0408cb5ca,WETH,167101952070707516,DAI,165347757186412445696,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743531
15061474:1:0xdba9d14c9fc5b8a7d328346884f17c8a242d2d77131eb0fffb54437549382e35:15:15,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xf2c908735d350a7057dba61540f5f8e80d1becb3,WETH,210828648139179168,USDT,209633404,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656743469
15061467:3:0x6156925653f4266d17b3b4c7cb2a5031b16fe0b874eface432443a6353e4739d:26:26,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x4676d5d737e2aaa2dc66d00a91472110670757a4,WETH,133684749490608871,DAI,132281360118080991079,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656743362
15061463:0:0xaa1d20379f002cd56f0035000f44baf3e2aaa3630f7796e361c5c7a91643f02b:16:16,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x5a9a0fc9b69eacabcdefebde9158ff9f25a24711,WETH,139529910476893776,USDT,138738878,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1656743322
15061461:1:0xb2d152b9c6a407aed1625026d1169ba2a47eabadab18cc0a4acaa11d9d50df20:29:29,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x325b9a64b564a9f2c7000b9903571cea2ac3d34d,WETH,170267182628710979,DAI,168479759938374991872,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743309
15061456:7:0xe32e9578b206834bb4f3d5b4de799767af74d87c308ee0e5597de2ac37955964:41:41,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x83644e2cfd9ee04df0fac68fb3674e50f88c9d21,LINK,27383315149847746013,DAI,156256879903564365824,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743291
15061447:2:0x9b4790d22065382a8cedec15fc872d63c193df25343a36ef703805130b58e9ef:21:21,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc838be4b59fe1f3013e04b2191683f9273464c32,WETH,169373176533941201,DAI,167595138898049761280,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743171
15061443:5:0x7f37a984cd52d30ab6215a85da02dfa6a67597d9d8b86980e860a33e75f4d07c:41:41,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x668e7d17b6831cca4c42db8c9c6d72866e60434a,WETH,169774913358402384,DAI,167992658388879769600,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743113
15061442:2:0xd1c995623862335e05b8b152a40d7bb0b43a0c03a7932c275c497b40b4ca8274:21:21,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xe24df5791665c1e56028575bcfcbbe0c0e5f7977,LINK,27463992685181874546,DAI,156717248558003585024,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743100
15061441:0:0x5388623aafa84e17a0ebbe47b0629f6b41ca60a8c47a6a23d413e5fc0e870533:18:18,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x61f9a0172df88594c48a1d091a686b32dacc70f5,WETH,209949781511853893,DAI,207745780731952037888,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743087
15061438:4:0x8f7e6db1cafa471c26d33d6e280997cc0dc6ac81eb0b85b706856728fe5d33af:58:58,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xcf4045ebc54fde29d986e9bf7dfe548527744982,WETH,197980258842490114,DAI,195901911145474850816,0x8472ee188899569cf6ef42bb2038facae66972d2,1656743037
15061434:4:0x3b9b050a58efccaaa1b9ba9d808e9d0470cae358fb4be38c7cbac111b71d3ee1:37:37,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x2989d06a347f36c028ca33e1f6d7310b41c68d31,LINK,30780067630418808340,DAI,175639702674081906688,0x8472ee188899569cf6ef42bb2038facae66972d2,1656742956
15061432:3:0x90fbe1c7280bfbde69ec31e47d5df2dcbd4219b02cea375791b4ea0b107467ba:33:33,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x08ba994f2c466ca23093ff82bc06bd479ff8d099,WETH,196174239622420094,DAI,194114851067638218752,0x8472ee188899569cf6ef42bb2038facae66972d2,1656742922
