id,pool,user,collateralReserve,collateralAmount,principalReserve,principalAmount,liquidator,timestamp
15249623:4:0x03cf1ba537177088ff59ab121307a884a12561dc7aaa1dfb733ee0db446d661e:40:40,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd88b54b2a4df852fe274904707ec2c2549ff1793,WETH,125156031428995108,USDT,202444999,0xb206ebe579be55f5b57119bb2e7cc63708eda1aa,1659262287
15249564:12:0x9f373a8f78a8fdc6e9431cd012874a86a89486f5e67ccc1a1158335b93b218da:65:65,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xbb001b46d4ef126401bd78ad5a768250f6a38bf4,BAT,479678024648599767863,USDT,182162999,0xb206ebe579be55f5b57119bb2e7cc63708eda1aa,1659261601
15249543:231:0x9e12fd4bd267c0a804816aa1e1952468304fae7360bb3ec2487e508fab0d2a8a:422:422,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x4375ebcc777a5ec8a223b1355e814cea15ac33a6,WETH,91931641489361384,PAX,148303000000000000000,0x409fb9b2f406bad8f4594918ae959b698f3d95f1,1659261339
15249099:319:0x11c23e09c9930d61591d3435b7780183ddd5df36a9cb97d1e24014c3527414a8:614:614,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x3a5126902d10aca9be7cf7487d1d475f5ac8c967,WETH,116409614421632285,GUSD,18819,0x409fb9b2f406bad8f4594918ae959b698f3d95f1,1659255557
15248991:216:0xe47d10911b55aff084e37b6abbf0673d10068eea1358822585a93c71a90a473c:234:234,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x4ad185bb58238573cf1e739641b5d8c6cfb944a7,UNI,19519413966606144620,GUSD,16206,0x409fb9b2f406bad8f4594918ae959b698f3d95f1,1659254240
15248818:3:0x16e2e5a887022a08ba0c7f4b806261b087ca4e0d738036b61a357b71ef73dc25:29:29,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0bf66bed1971055c5df68946d5ad094d0a9901b7,WETH,98945286556444307,GUSD,16033,0x409fb9b2f406bad8f4594918ae959b698f3d95f1,1659251568
15248167:167:0x13e9d4c84dad0ba0088efd8f0c85c122355f67c28c013cc8ca8903625c07be0d:647:647,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x8ef9ba973b2eb977d46fd9eed561bc0d18f891d0,WETH,1121311390,USDC,1,0x2005bf3d68bd245aac41c016da92c7d0b0caa1d6,1659242481
15247779:2:0x4309214fa9a78d20bb019f7b4b94dabc7a35386c5f00895925c22e29f5ddf35a:31:31,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xb3b131bf5892054978c6d19ba87af464ba6a0d79,WETH,76862353490412000,USDT,124328000,0x409fb9b2f406bad8f4594918ae959b698f3d95f1,1659237133
15247741:277:0x617e2fb24a5ca9c9c7bd11d3995aad63713fa27599088baada64a5ff28bd103a:418:418,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa23b73c1650cf2702f43ec497411bc65098c30e3,WETH,97635515529864976,BUSD,158844000000000000000,0x409fb9b2f406bad8f4594918ae959b698f3d95f1,1659236647
15247649:4:0x0cd0eaef3707ab7e6dd6e23d7e133bb529e5faa8d066a5ddd5837ab95045bcc6:35:35,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x3633ed5591f6d022d56badeb102132bb5fdfcbad,WETH,105488620246620368,BAL,26528316509268357493,0x5cb6b2844451cc4a46784a8dce0ab12844c00972,1659235495
15247213:12:0x0942ffd6eaeb76cc7a6c015637d00194bcc6d3e09adf15b4cc4b9b45ba7a2a2f:110:110,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0bf66bed1971055c5df68946d5ad094d0a9901b7,WETH,130001205802966699,BUSD,211500000000000000000,0x409fb9b2f406bad8f4594918ae959b698f3d95f1,1659229824
15246886:2:0x265f25ef85bd88e8e32eb1aa51a3edc2ad4ae7cc3fcb6dba47a779d634addb17:23:23,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x29c75014f0f5fb13c86704d6f02fa34ae5dc6272,UNI,12678331016806713357,DAI,100588152187143552559,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659225348
15246566:3:0x7264c6931f0202e443dafa4256b4b70d9b7bef9e27bed0cf3bab29f00f971d10:25:25,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xfaf3af4f551f76af4cde17c3d3708c4f3a69d21e,WETH,86683022256454782,USDT,138800983,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659221162
15246542:8:0xd562a435b8b75cdcc252ea788497542cda03b9d421f50ebfccd042abf2acf963:38:38,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x87444dc59fa698dd1d77de29d904d823fe23acc5,USDC,156438491,WETH,88444153293931681,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659220892
15246411:116:0x75b418b6ee6378a2cded68e5083d5c3cdfba7fdbc338468c1d1fb3efd12a03d0:263:263,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc6906368543e97f7e11d6f26ab7935830a4152be,WETH,1789305763779433781,USDT,2865121594,0xabcf5d4be599f1c7f71fcbcae4643a2aa849f4c8,1659219095
15244525:5:0xf6d3e80c510fbd779f416036a81e33a86c2be2f52865d3331abacbe37cf4bfc7:27:27,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x48d74d69a293c32b9fec25be57eb4dd01e060430,LINK,160571894660391431950,WETH,691535054261609878,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1659193984
15244090:21:0xdf86ce8a1a8e3b2703ec3cd69a20d0dba8ee08784bae1a41b8d3e691d7ff96f3:147:147,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x9f420ad6f39aa1fc0a689418fb47f84a8308621e,WETH,74119570286580000,USDC,121992000,0x409fb9b2f406bad8f4594918ae959b698f3d95f1,1659188095
15243761:2:0xb543576975a5eadabf22fc822911a72c61f019069e61658289042958ac9c6b63:30:30,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x88a434cba14cf818429464ee1b67902db54ba1f9,DPI,867580164935195869,WETH,53280143339575085,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659183896
15243633:214:0xa8405a7f9ccd89fa067ff6b9106e6134cdf918a374f3f691df2390bbcc91474f:472:472,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xfaf3af4f551f76af4cde17c3d3708c4f3a69d21e,DAI,154789354575998625508,BAL,23575240976190837472,0x5cb6b2844451cc4a46784a8dce0ab12844c00972,1659182221
15243618:4:0xc750671d413111195c193915f7c1a3c0e1f5d3292206d91c25f8c085361ccbde:37:37,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd940aaf3354d798b0537fa3679eb44faa37b4225,MANA,83802927159250844140,USDC,77526536,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659182022
15242736:4:0x780c1954dad5cb813916e4c0901ae8297c09d918eab0808facf1d0fa02d5ba6c:39:39,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xdc6cea09616f277c8259fcaf6ddc02eba8e19ae1,LINK,11713859757930814330,DAI,86061886923242492480,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659170050
15242726:148:0x388e7f0bb3497606685dd950643941649aabcfd54e65453e8e2939f56ed47295:286:286,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xf2ae6611c692bb4bab2645ec8e1b890d21ef8e8f,USDC,123194445,AMPL,69964139320,0x5cb6b2844451cc4a46784a8dce0ab12844c00972,1659169931
15242724:16:0x4a97a7d4b2026a737175d3b513d04ebd781323b8a9cb7dd3a1fe8429076350ec:122:122,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xf2ae6611c692bb4bab2645ec8e1b890d21ef8e8f,USDC,236723450,AMPL,134439117328,0xb206ebe579be55f5b57119bb2e7cc63708eda1aa,1659169901
15242330:7:0x2e5672513c3fb63793b50f310ff653fc8da79fe66dc377c3e0e60363d1a1bb31:51:51,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x96e433665f38b583d5afe456b82e6e37e3fd567e,USDC,1632565800,AMPL,861250134919,0x2c76fdf0a97a82ce54e575c79c6b20d4a15c850f,1659164515
15242323:0:0x7ed1b73caab88b3a86d3d18590b289ce7fa4b34b4b381113ec14aa02095a2e5d:14:14,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x96e433665f38b583d5afe456b82e6e37e3fd567e,USDC,3265043223,AMPL,1722453646821,0x2c76fdf0a97a82ce54e575c79c6b20d4a15c850f,1659164435
15242280:3:0x73fa0cf3eda4cb4a1771d52941aa990ceb3f2bc97354c768943af88db95bb368:27:27,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x96e433665f38b583d5afe456b82e6e37e3fd567e,USDC,6336348564,AMPL,3444215264331,0x2c76fdf0a97a82ce54e575c79c6b20d4a15c850f,1659163623
15242278:0:0x01a9650b2890a0ef824941f32ff20bfebb65f9c9c5e3c2685c36a117ea4fb169:16:16,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x96e433665f38b583d5afe456b82e6e37e3fd567e,USDC,12672380682,AMPL,6888258519672,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,1659163594
15242263:92:0x85c92e7e23472e97afaa9f8c7efb8604cc8d6eb962c5a6f5ed52cf11c7f25e16:217:217,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x38eff10c5a68e7eba6a2143332e02a42e5e420da,XSUSHI,250533222880467845360,AMPL,260987390433,0xabcf5d4be599f1c7f71fcbcae4643a2aa849f4c8,1659163378
15242263:16:0xb93a633cadf4542bedacb52ae43cba65ea342ad318ff1a052cc360d6bda30a1e:100:100,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x551b6d337c8c689a66dfdc29373ef562f61f9b63,WETH,5325140359402760486,AMPL,4929801044038,0xbadc0defafcf6d4239bdf0b66da4d7bd36fcf05a,1659163378
15242263:1:0x65a345cf4b63df285ba82ce85ea149b85dc97c6187cadc77a50a59bdb157aac2:17:17,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x96e433665f38b583d5afe456b82e6e37e3fd567e,USDC,25343811299,AMPL,13776000617108,0x2c76fdf0a97a82ce54e575c79c6b20d4a15c850f,1659163378
15242218:0:0x27766aaf4df10da2494b6f1b9f399670975581642d63def5001a4a3f627a1783:14:14,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x96e433665f38b583d5afe456b82e6e37e3fd567e,USDC,48664467286,AMPL,27548058903422,0x2c76fdf0a97a82ce54e575c79c6b20d4a15c850f,1659162862
15242212:9:0xc93a4d617c32c34929603f04754d432b31bc4a825b11914c190bdbf6c7310b7a:104:104,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x8ea13ffa85a4acf165948e6b0abab596ee591b39,USDC,2376035530,AMPL,1345029965409,0x2c76fdf0a97a82ce54e575c79c6b20d4a15c850f,1659162742
15242138:222:0xb07d27ce239b7bebb827c171d2a84186aa331b04c812d8166f41daf432a67574:353:353,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x551b6d337c8c689a66dfdc29373ef562f61f9b63,WETH,9970600637789573076,AMPL,10029949398611,0xabcf5d4be599f1c7f71fcbcae4643a2aa849f4c8,1659161703
15242119:36:0xa8c766c4adc5a59742844f9ad576745d4e7a03f8e67662e0c540fb833e19651a:120:120,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x96e433665f38b583d5afe456b82e6e37e3fd567e,USDC,10239560413,AMPL,6193928372955,0xabcf5d4be599f1c7f71fcbcae4643a2aa849f4c8,1659161392
15242119:35:0x3daeacfc799427b9c28d80ec2fffeb1a6e61c1f151642c8d99081a181083367b:101:101,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x7ce1b74fbcfe8454cfb79fa0c00bad3d29455d98,USDC,6389304357,AMPL,3864901611904,0xabcf5d4be599f1c7f71fcbcae4643a2aa849f4c8,1659161392
15242119:34:0x3ab745ccbbac43942d2b6f0b1b5512238284bc0611aa602c1606f3c0fc152f21:82:82,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x8ea13ffa85a4acf165948e6b0abab596ee591b39,USDC,4445071815,AMPL,2688831876468,0xabcf5d4be599f1c7f71fcbcae4643a2aa849f4c8,1659161392
15242103:166:0x73f0017519f4e8e955fd0833a21b69bfe14a35385a4e44256ad85d4c8ed0dae6:71:71,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x96e433665f38b583d5afe456b82e6e37e3fd567e,USDC,21261332508,AMPL,13122925715813,0xabcf5d4be599f1c7f71fcbcae4643a2aa849f4c8,1659161241
15242065:8:0xfd6faa27e31d5a65f5a00ad4cac5d9d12f6c7920a1d5a0e053295548a3a8258b:16:16,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x7ce1b74fbcfe8454cfb79fa0c00bad3d29455d98,USDC,11992443904,AMPL,7728033161210,0xb206ebe579be55f5b57119bb2e7cc63708eda1aa,1659160682
15241833:0:0x496541dd79e5196a4d78919f1a9d65f425752e5886b9de46a6590c7989029562:16:16,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x67726dad553020a55cf5de97b0a03d218475e8f4,DAI,182816187173727340962,LINK,22430152819205408854,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659157098
15240715:6:0x7e70db8db13aa87bf721bedc75102d1089776ebe06bdd9e90b96a9b476859fdf:60:60,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xfaf3af4f551f76af4cde17c3d3708c4f3a69d21e,WETH,115318496595756116,YFI,17543922226735825,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659142335
15238397:80:0x31921974ef3ae542fd9a3b667a41fb4d331ec136d9825d796678e3f3e78e138c:101:101,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x1a0b231bd4a5bf9f82e99034503502e1d3ae7377,AAVE,375736624217353305,DAI,34391729726824816254,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1659111409
15238238:34:0x4cd51ad5161ebaeec453f6b8342aa3c653addd067f48c972bec33d3827d4ca28:100:100,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x210555a16e8d5d2641fc003574ed0288c85988c9,WETH,64700533185626852,DAI,106181838882192634242,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1659109230
15237435:310:0x99b2ce31c1c3358250dc2942607eccf5889e79e01080ecb519c280f1e6cb131f:170:170,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa1f72409adf7f38e61f0c23e85f76a5325dbdda1,WETH,709268467845821593,USDT,1122951783,0x56e8ed4e0a3e5ca20d00c74b12e5a9176b1e501f,1659098824
15235775:6:0x88a66c6cd14f267eaf2371143035adbca4bb2008c537b46a206cee057940aa85:65:65,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa1586347c540c1b5cd83113872eeb7815a57dfe6,WETH,100271995749109379,BUSD,164676273897650064325,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659076066
15235194:10:0xf2117e2b39f30a130ef193ea446fdc6c62273603fb7d24fe2f833375c210fab7:113:113,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd940aaf3354d798b0537fa3679eb44faa37b4225,USDC,299301927,USDC,286413328,0x97ef73a246b579eca0aa7e7bb5fc48592228e0b8,1659068107
15234807:6:0xd1b1de182a49bd09cb6eda2ab8b7680442c50b20a72c066a51ed6c471d6eb71c:52:52,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x653ac041d1bf4bc48269799d83578f3b0166beec,DAI,379957572152323783941,SNX,86926237128455728239,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1659062924
15233670:6:0x43d76a7d576aeaba0207bf7eec64e27493cbb1c3710d2e47b22e7eaa0ee6c540:67:67,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc3bb6a3038454cd392151ae4a408f5cfa3ec7267,USDC,404924838,UNI,40692913134575755264,0x8472ee188899569cf6ef42bb2038facae66972d2,1659047460
15232648:19:0xa7dd5addb6f800b1fcaedb1ce10f8f68187a2b11d4b0f2d3a6257cf2ecf54a24:36:36,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xbee5b223c69c353df90695396d3b7e965cf1adbe,USDC,437064962,WETH,242350158513076788,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1659033278
15231928:54:0x6720717902fe0fa0e787b0286652eba11b0f006e29ead5f14b0828855692f8c9:46:46,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xb533f24cf34eb009f97b73ef22c6f0a4b0438307,USDC,1354488567,WETH,743936319779586253,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1659023906
15231911:45:0xd3a8cf4480cf2e240c76f362aa1dc19b1e0a6506d0a32c92f2768a65bb525dd0:94:94,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xf751ed07edb23cbe7cace4e6d362f13ccee4de78,USDC,35383078834,WETH,19433724342190732716,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,1659023738
15231907:111:0xc722966556daa984654935d5534faa7b4e73e8bd5b5ca50b6caeb8b68538972b:202:202,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc5327054b7ac55907b593a95fad73a5092ababd8,LINK,674070268807178295984,WETH,2605329660265357920,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1659023691
15231906:81:0x112bfa7a818fad497ad775a76304f3eca88cc0c234fc09f900a88936d038bd17:139:139,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0cccce526031c4ca8ad45c9138057d670e85aa49,USDC,20519930336,WETH,11419525028155724806,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,1659023666
15231859:25:0xf4eae51c861ab6da8663b5fffe2fb9294cb7458fbc230d4dead66dbd5fb5ef43:41:41,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x6b4c40a93c820670f7f163e192d0e17166c4a9eb,USDC,2239326551,WETH,1259268119119468418,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1659022971
15231814:1:0x6fc6d94c6adc4460b1ac7b8af0ee297094833cb3b130241a8cb2144cd6428d85:21:21,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x337121ab97ec52daf36845fa6444be7f9bf7fff5,WETH,22091382367785054573,FRAX,35123053952861188470631,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,1659022292
15230500:18:0xd6ea1895b68341d436bebe2047d2fb40af58f8410fd070f2702c861a79c0b5ff:175:175,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x74bdebb0f57de8aa69f1e6874fa3140d2164363d,SNX,31454595399262483567,USDT,107185165,0x8472ee188899569cf6ef42bb2038facae66972d2,1659004210
15229533:31:0x98e9c8a3cb4d16c1ba242bdd5c34ae7ac7aeaa0f78fe7b28aa48c14b0d31c7f5:88:88,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x610360accab41b78051f9e53a3204cc695afff37,STETH,651464570771020,USDC,981547,0xb481a13599c953b489ac254ec93355e9335c1b5c,1658991569
15228657:8:0x713f4c1b9ff61825b975a98a137793934213a263eb836d1d83452f4a7ddd18f5:108:108,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd940aaf3354d798b0537fa3679eb44faa37b4225,USDC,200709732,ENS,12496143265450072064,0x8472ee188899569cf6ef42bb2038facae66972d2,1658980116
15228388:5:0xfe7a04b3bd85daf1ce947a2cec5d2ee08576fa8d3fe0e4a21389249e5ff24548:46:46,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc3bb6a3038454cd392151ae4a408f5cfa3ec7267,USDC,713410705,UNI,79774220257557010564,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1658976671
15227384:3:0x0b1be30326b0880ac7921869b413c343bad158dfcc6108c11dfbfc4eb43ae752:28:28,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xf705b9ba1908ca505537f309b08e6949c1b8f31f,LINK,50936949283681433709,WETH,200426962007404497,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1658962932
15224212:17:0x9e22bc39042fa539d6c706772d22b9e56dc0d874340304431ffc806983216953:150:150,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x34b0c2a1a3efa1d33adfebe772446348f5d6318e,WETH,111924857473363041,BUSD,156416134451602358272,0x8472ee188899569cf6ef42bb2038facae66972d2,1658920313
15224187:5:0x76e41f19293ae51af00e74df4dd014f9216e739b9812befc63f9cd80ae5bacbf:74:74,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x8c65cba28a65b4c08c6af8bbaf383340aaeee5e2,WETH,83072917370189598,GUSD,11537,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1658920088
15224101:8:0x2f9a7bf2b95afeb4391dd08dea11428d5962d8a4d05decf724d2cf057d103b7f:183:183,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd1b8c856d3cd5a5236562abaaadd3401e652de31,CRV,74910787599475057165,USDT,80251066,0x8472ee188899569cf6ef42bb2038facae66972d2,1658918985
15224032:15:0x3e2d7d5719eff3360e5a7959912f8bef00c0e3c381fcabd042118055d401922b:175:175,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x6e0be4f11b362c8765d307407a7030a135086b85,YFI,12710084048476353,USDT,79470603,0x8472ee188899569cf6ef42bb2038facae66972d2,1658918171
15224030:14:0xaa9493e69e6553cd3a8c57d1a426c846aef058f3a140d0c679a3a6c661fa5910:207:207,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x5c47c60b0214dfee65c5bc95ab8fc6eab64c94fa,STETH,73108100274202437,USDC,98148660,0x8472ee188899569cf6ef42bb2038facae66972d2,1658918137
15223932:1:0x2357a976ff9d7989f90bdd63fe7f25dc12499254d2ca5d4bd40392c7c76a5949:15:15,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xefea7656b79d8f5cdd4efe28ddf71855d9c7f447,LINK,16126381284860900212,WETH,65364064436856642,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1658916908
15223906:10:0xdfe15405fba9c15d30f3029104ef06f05647ced9fd2a00ca876064e718f60e51:180:180,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xdf1943dfb5d1b7853a136848b32522d0ed9db5a9,STETH,73110792983226597,USDC,98152275,0x8472ee188899569cf6ef42bb2038facae66972d2,1658916548
15223897:11:0x145b7e264fc96343a6ccfd0239dcf7b08a1c664f8282497137ea448845193ba1:87:87,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x1f6b9fb3a37aef4b815f58d84d55779e42b19482,WETH,100072752136068608,USDC,140060890,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1658916457
15223879:0:0x095b32cb9845f564826c5ba387596710d39f8771f0a262f45e84487ba195f8e7:18:18,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x1e565301592173bb4773ef983e85ed74ca9f4a7d,WETH,71873793751030018,USDC,100593891,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1658916293
15223792:14:0x492b5338e4120c3124cb818ec24f31e689d3e0e3e38ad746768248f251ab54f3:312:312,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x77ae5abaa04097fcb1af6fe7b9b608d48e2a5582,STETH,75105148108188704,USDC,100829725,0x8472ee188899569cf6ef42bb2038facae66972d2,1658915062
15223792:13:0xf684439a96061634058986754ea7c297108da68a45196d125e939bc1e7886c67:293:293,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0b4afac1f985afd50cabaa1a607cc0e0e666fadc,AAVE,1004794593333420245,USDT,77164538,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1658915062
15223139:7:0x142b97b18db86c856ec69b1ce7e981f278ee162eda6a65b9566118500e93fd44:65:65,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0b296da0b195ab30874e67314fac57c73ebac28e,WETH,90640915325376436,DAI,125577477459845627904,0x8472ee188899569cf6ef42bb2038facae66972d2,1658906955
15222812:13:0x97cf5790ecfd1df93e8b7c1db4327de238b9946a63a977e086f7bf4fe6fd2fa3:139:139,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x00da1163f39376791f3885ad714cad2c21444134,LINK,16019713010135535190,USDT,94551992,0x8472ee188899569cf6ef42bb2038facae66972d2,1658902727
15222465:0:0x450b2e26be05dc8994938057c42fe8011afa7a209ef78e87fcbb351995fe1c6c:14:14,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xbe245a4856037df2c475d2edaf37de80b7cc6583,WETH,86979958904149920,USDC,117957480,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1658897536
15221726:18:0xaf402d7355a61297a15f1c0ee9c58cdeb9a3c468a07f3618eb26854855c58368:111:111,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x9b23b8bbde45085c6a021694b1fd88d9265cce43,WETH,96851971183360502,USDC,132764976,0x8472ee188899569cf6ef42bb2038facae66972d2,1658886839
15219871:1:0x9f0727b9d9ee7f6868065a4447fa66c2a284548b360f21531fb34f58bc4c93db:11:11,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x9ca9dc54b793928d7a0b0ebb2413d74ba3771d90,WETH,9702773297866373287,USDC,12626028325,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1658862540
15218934:3:0x6b8c83f355309790b78bda426cd5f5d74e0dae4c7a3b2b1ebe698f5f625381bf:24:24,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa1f72409adf7f38e61f0c23e85f76a5325dbdda1,WETH,1339752244670789095,USDT,1753799486,0xd911560979b78821d7b045c79e36e9cbfc2f6c6f,1658849622
15218788:2:0xb80507871742ada7ff44b4715d1b146097771a7089ddd4fbedf338e664b2ef33:26:26,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x93d8a10533cd92aaaec5a328f7f9353673377ee7,LINK,52375880768399361330,USDC,303372667,0x9a0ef593dcc6a77f80699c9fa00d1e138b67d832,1658847546
15218302:44:0xed61eba06cc5aa111722f0f186e525ba6924ebb23a7e1ad1aed7201e2f95cfd7:86:86,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x6c9a31be3e9d16bf4efe7fa58d2ee166f4302e70,WBTC,20008005,USDC,3879886870,0xabcf5d4be599f1c7f71fcbcae4643a2aa849f4c8,1658841190
15216796:16:0xad8188cee0162c42ed787f797216c308707d7eb196df7b10c7deb48fd5677e33:212:212,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x47afd727f6a2a433f697a17e90f2235522693435,WETH,142669352432758874,USDT,192551261,0x8472ee188899569cf6ef42bb2038facae66972d2,1658820689
15215589:14:0xad22311ce07f7e98f44dac99d4b6f56c6213429d61dacbb372aaa858a79d1d58:54:54,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x9b23b8bbde45085c6a021694b1fd88d9265cce43,WETH,195717955974131199,USDC,265519116,0xfe4035ef25b4522b555aa876a1334fcb84d069a0,1658804363
15214887:6:0xa63677315cd3474bd031f998a6e4191fd0476eadbf53e65f686b938f4e7f0759:36:36,0xacc030ef66f9dfeae9cbb0cd1b25654b82cfa8d5,0x9cdeb7e1658160ac256f2bf259218b9d60695b6a,AmmWETH,7635669151395442706,AmmUSDC,10470881223,0x28d443b0f66359f58bf6bed92f35d4c92d2406e4,1658794584
15213709:76:0x44073c2f2869b924149095ad93d178684149e60430b542519907b5529ba0f9ff:147:147,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x2024e3b7d91b60672ae39654d2883423fa979265,LINK,13181078229436831276,DAI,82751112637306407115,0x00000000000a47b1298f18cf67de547bbe0d723f,1658778966
