id,user,caller,reserve,amount,borrowRate,borrowRateMode,timestamp,stableTokenDebt,variableTokenDebt
15182478:171:0x263a4754c7daa586337c1a2301c2aa19e4b58169c2d083e96038262ff536ec11:297:297,0x1640e916e10610ba39aac5cd8a08acf3ccae1a4c,0x1640e916e10610ba39aac5cd8a08acf3ccae1a4c,CVX,10000000000000000000000,1005304980976726791075299101,Variable,1658359984,0,16249113606915983304979
15182465:108:0x0e98b5f3bff6c83ef34e3a1a02c68c7cbf9baca289c7adc60a2812cb0d895930:115:115,0x5ca12f79e4d33b0bd153b40df59f6db9ee03482e,0x5ca12f79e4d33b0bd153b40df59f6db9ee03482e,UNI,200000000000000000000,14171556790373329939404951,Variable,1658359849,0,687350846885206050390
15182443:243:0xdb2bbdba2437653970ece42e635cdbffd4d5b020b7adb5ebb1724f6807ec231b:435:435,0x2f206d74d7cfcc6a9f556825034eb110a572ad62,0x2f206d74d7cfcc6a9f556825034eb110a572ad62,USDC,100000000000,14721397596375018449466738,Variable,1658359523,0,292924103191
15182409:123:0x2030789f2b738648193307bb5caf2caec6b17afacd9dce59abda3d680cda7a6e:234:234,0xb0eb6a668b2e8e78b4236fb653c4c19d9a582a3f,0xb0eb6a668b2e8e78b4236fb653c4c19d9a582a3f,MANA,80000000000000000000000,32379905518706128652726573,Variable,1658359135,17011338497388837527666,91141773808034403365601
15182402:187:0x223bea684b8d3e491e450432213f486f23de373ba1428ae21b6f9ed12e0c7e3d:246:246,0x2d861dfc3a2fa9e05fc014fd697a945e35ab8414,0x2d861dfc3a2fa9e05fc014fd697a945e35ab8414,USDC,1700000000,14718373289978729155245446,Variable,1658359064,0,1532056146
15182357:100:0x7a62043db68c4484a9a3d032cd68995122a93e501f2f9c41dc8ab804467b8993:262:262,0x171c53d55b1bcb725f660677d9e8bad7fd084282,0x171c53d55b1bcb725f660677d9e8bad7fd084282,FRAX,10000000000000000000000,34499922886150668800348896,Variable,1658358498,0,9715542507173834638826
15182273:270:0x11b60f3fb1b5974880bd276fe8bc964aca40ee04ae5feaa66c69b7b1f843925b:410:410,0x98f1bda2d45ffaca73fcf2154e9e007871e14934,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,WETH,3000000000000000000,20785974625887656761341727,Variable,1658357311,0,2950438639036527706
15182210:67:0x397a510c013c3e8c42df6743d7d60a8e2bcfcc43fe4c4b5c5771baf9d3819ee5:92:92,0xfa8dc5fc2f212c754a440c93f7f23984cbb854d0,0xfa8dc5fc2f212c754a440c93f7f23984cbb854d0,BAL,220000000000000000000,66082599134155174354625124,Variable,1658356587,0,192997535676802643337
15182192:76:0xe4fc9c155fc8c533fec1e948b7a437dd62fff044a025ab7def633bc0b2a0c652:89:89,0xfa8dc5fc2f212c754a440c93f7f23984cbb854d0,0xfa8dc5fc2f212c754a440c93f7f23984cbb854d0,USDC,4000000000,14723418228593479886812523,Variable,1658356239,0,3604842746
15182162:50:0xc99b0a6a802f310ee60507c753bb22e0af2993ffa7ecda5edf4d737f63243348:140:140,0xeaaa61bbc68b61fde867269ddd148a3b8041ef5b,0xeaaa61bbc68b61fde867269ddd148a3b8041ef5b,USDC,330000000,14723280873209509925328468,Variable,1658355823,0,297399584
15182135:123:0x824e50fe019517af43021f7bd0ecc49325fb026826913ed98cd53174181c69b4:169:169,0xcd1d321485f74d740988f691276971f01073103b,0xcd1d321485f74d740988f691276971f01073103b,WBTC,500000000,4970243052970727448218778,Variable,1658355554,0,988944106
15182134:0:0xe8d0f566476ef054d1b780119c323a1db1abf540f095d4de7018cba856b8dde9:29:29,0xacd4ec996aad815efe72a11944188c6db6c30176,0xacd4ec996aad815efe72a11944188c6db6c30176,USDC,361486011825,14738461211493671135916111,Variable,1658355539,0,325775163310
15182100:198:0xb0411260a3580450c87b98ef9d4faad100f6264687f3629682f50d1d180a5a92:489:489,0xcd1d321485f74d740988f691276971f01073103b,0xcd1d321485f74d740988f691276971f01073103b,WBTC,500000000,4947715888320074564464457,Variable,1658354992,0,494472075
15182014:250:0x42460c7812dbd5690d909c359c2edb4b32bce04a6e19f36b05c7995c828b7ae4:371:371,0xcefcca169357a18eb8c3f230f92b58562e48cae5,0xcefcca169357a18eb8c3f230f92b58562e48cae5,AMPL,173069230256401,7455604181669112714736126763,Variable,1658353949,0,77812212878530
15181978:262:0x9551cdf090f0b98a98f408b05e9c1256618028985d44af71491bb15a3391bc58:472:472,0x01471db828cfb96dcf215c57a7a6493702031ec1,0x01471db828cfb96dcf215c57a7a6493702031ec1,USDC,550000000,14716556563776003073765916,Variable,1658353366,0,7058542491
15181936:244:0x1fba121c169f518c14b01f342fa6d058efc3a7c5a70aca01bf0054e786b1175a:463:463,0x942f2d75e01fa5eaf9e127b22326c12311ac5bc1,0x942f2d75e01fa5eaf9e127b22326c12311ac5bc1,USDC,10000000000,14716520130107675337238641,Variable,1658352754,0,27037954592
15181879:115:0xe13b9142d2c7f35a65accb7ad9132f39f4283c086836f8e00b0a25108da37ee2:164:164,0xee649f835557bfba033b1bf5c2fecae06e4ce7e5,0xee649f835557bfba033b1bf5c2fecae06e4ce7e5,USDC,15000000000,14716137490027348248272521,Variable,1658352063,0,33386361213
15181852:265:0xdb3ec5b67eaa1fd8e2afdf8dee36e4f904c997a1106627d0b83133d2bcc83022:624:624,0xe689b05c762875d278e13d572fbb67dd6b3d92ff,0xe689b05c762875d278e13d572fbb67dd6b3d92ff,WETH,15000000000000000000,20781479997630628566847624,Variable,1658351656,0,14752248163990656950
15181842:171:0x7404030284ac11fc7f8e672483134c85910819d6f44c380cae848c6cc5885bcf:275:275,0xc6d53959b259c1089d4e99c315df1b20e5dbb08e,0xc6d53959b259c1089d4e99c315df1b20e5dbb08e,USDC,3000000000,14715519083792438564417654,Variable,1658351575,0,14592991268
15181837:158:0x5e1d15b57d6412c92f4b6ddfbb50a6507ba00f0c1f4e05514ddb5c4576a526b6:341:341,0x846976adde6f17afd4590312781dca81455c21d8,0x846976adde6f17afd4590312781dca81455c21d8,USDC,8000000000,14715906903383503218987823,Variable,1658351427,0,7209701683
15181837:156:0xa063e61db679b0a461c18cbcb4fa0652c5307c4fa8e3a28ed908d9c9b719213e:328:328,0xe689b05c762875d278e13d572fbb67dd6b3d92ff,0xe689b05c762875d278e13d572fbb67dd6b3d92ff,USDC,20000000000,14715603524104151695235660,Variable,1658351427,0,18024254208
15181808:96:0x9d48a7a4b20cf840270608433ed85537dff966ec0a0fb785772d829d4dafba58:168:168,0x7da176702b243569366462edea2f9627aed1f06e,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,WETH,6000000000000000000,20780619208918274768965880,Variable,1658351118,0,5900901357551708316
15181767:106:0x704da9843388d63d3a8194d57055912a178ff97a098cad73a8ef1f92f8d5751c:223:223,0x61eccd16885460d355a470baf074c0ac93174c80,0x61eccd16885460d355a470baf074c0ac93174c80,USDC,10000000000,14755892886565781927801433,Variable,1658350614,0,100924949742
15181764:267:0xa49addb7b3067281dd00451a48e49da6fb1a44f05cf7f5b9dac9cfcf269d58f5:568:568,0x58eab985aa400beddc765203512936f7530f9081,0x58eab985aa400beddc765203512936f7530f9081,AmmUSDC,4000000000,18128216482590998762741378,Variable,1658350563,0,3955253099
15181757:339:0xd3012fe0ed2ffbb076a4aa09ff4cb696cada80772b42bcb788f6f5e7f9eb3dc1:632:632,0xf751ed07edb23cbe7cace4e6d362f13ccee4de78,0xf751ed07edb23cbe7cace4e6d362f13ccee4de78,WETH,54527250000000000000,20780271812460761865718354,Variable,1658350468,0,53640935959466185191
15181693:283:0xf0dd0a033921486b814e53966bb0b4d147ec87ba4b64270d76f55b008712a189:673:673,0xdce32ebfb1b2c200567bc48b065261afdfe3f2b9,0xdce32ebfb1b2c200567bc48b065261afdfe3f2b9,USDC,600000000000,14757403246451884551479088,Variable,1658349718,0,540728058143
15181684:76:0x02863cd3fbdcbc5c1e09596dc6302795149ae04fad585cf45bf8abc3a264670c:96:96,0xa51e7b5bc4ba5eb41c9a82444a28807c5da7d63f,0xa51e7b5bc4ba5eb41c9a82444a28807c5da7d63f,USDT,40000000000,27360932900990048743105574,Variable,1658349666,0,35199230408
15181579:176:0xfe5e84fe90dfb6cd3e6ca741c1ad1fe7e2d28fc474df7301da9851b6409db152:320:320,0x13dd4c65252274a442428039ae815f3a13e84ff3,0x13dd4c65252274a442428039ae815f3a13e84ff3,WBTC,600000000,4902399207020304675651754,Variable,1658348336,0,593367104
15181412:340:0xa8417cd5dd8045c1327464d0f9aaffbe237e6cd12b2effc295d27e756fd41b15:502:502,0xa0f2e2f7b3ab58e3e52b74f08d94ae52778d46df,0xa0f2e2f7b3ab58e3e52b74f08d94ae52778d46df,SUSD,215000000000000000000000,38315798202560693971485891,Variable,1658346026,0,534215187743877347107968
15181362:125:0xd096e25678c9b1920a9cb6ba9ec185a48ccfdfdb771561f0280ea94c82c94e78:145:145,0xa0f2e2f7b3ab58e3e52b74f08d94ae52778d46df,0xa0f2e2f7b3ab58e3e52b74f08d94ae52778d46df,SUSD,400000000000000000000000,37207176060931336819028963,Variable,1658345427,0,347457118523217989380684
15181340:31:0x537be2bd166d16b2b649746961dbc5eabbae36f67f12c8fe9f14f02c2e5a7e59:50:50,0xbe08ff56f6afea5dec81e25192f6c23a1ca69b93,0xbe08ff56f6afea5dec81e25192f6c23a1ca69b93,USDC,9000000000,14775296448959247628957686,Variable,1658345198,0,8110938024
15181331:99:0x2ee64205983c66ab09b6cdf8a7aa5d58c276b32ebd1fc0e50ef7254a0ea63c51:135:135,0xdc8eb8d2d1babd956136b57b0b9f49b433c019e3,0xdc8eb8d2d1babd956136b57b0b9f49b433c019e3,USDT,190000000000,113671366859639427884103781,Stable,1658345118,677371414092,0
15181295:106:0x432b1c3fc23a2961a9e481f8043a32b5d50a28b8db9518b16141f74848afa063:128:128,0x2afda37f65e2056238084afbb5d38d86817c65f8,0x2afda37f65e2056238084afbb5d38d86817c65f8,AmmUSDC,60000000000,17914301906016197681343126,Variable,1658344612,0,55186955900
15181285:18:0x6b956175173f47620c8dfe463d0f10a502718fcdeaa8f30224133168a7d51a1a:40:40,0xeea8f7ba122fbadeb1ae725ba81294360ac5f9aa,0xeea8f7ba122fbadeb1ae725ba81294360ac5f9aa,DAI,3000000000000000000000,16666747399504557416231501,Variable,1658344460,0,2683835696891867290071
15181194:69:0x95a501cf3f862f8d40c18e38bc5ebf75d13e115fc90928f629ce994d44389a21:152:152,0x9d4ad620d071204cc99ae17a56e4bd9b72b7d8c5,0x9d4ad620d071204cc99ae17a56e4bd9b72b7d8c5,CRV,850000000000000000000,61474736567247716244089764,Variable,1658343183,0,4519803719916963043421
15181192:326:0x876666add75ef040d90e1ec87f4bea82394ea0bcdc222a5dbb7ba9a7859546a6:524:524,0x0da62d394cdf09986e43a8c6c3b6125c51d903cd,0x0da62d394cdf09986e43a8c6c3b6125c51d903cd,USDT,25000000000,27342733719278855768207562,Variable,1658343130,0,50282698889
15181191:174:0xb2a941a370c9936ba595aa940a7892ed9f61146ec83c5b00b143a26b71109190:240:240,0xc133b016457176434ff976f413b849f48ae25c05,0xc133b016457176434ff976f413b849f48ae25c05,USDC,1200000000,14775919743318665433882829,Variable,1658343119,0,13879951334
15181177:47:0xb9a7225743e79a9e32a8211cdbd4ac8c068f1d59ae05cb6a5cb067c0f60fec7f:61:61,0x9d4ad620d071204cc99ae17a56e4bd9b72b7d8c5,0x9d4ad620d071204cc99ae17a56e4bd9b72b7d8c5,CRV,5040000000000000000000,61473816286273149037875182,Variable,1658342986,0,3867540239524679495276
15181088:185:0xa28b33b2ffdaa2f9b12c1832840a82eedc073c9ed1d57ad26673c4b552598451:357:357,0x385c2f97e1c92ed874621844920f330834649f6a,0x385c2f97e1c92ed874621844920f330834649f6a,DAI,1416000000000000000000,16666294842179280384448358,Variable,1658341457,0,5013174719700992665066
15181013:229:0xe31a424ccbfcbd15b45c4841c2274395fc9e16a00f814bf71b8ecded5939437f:475:475,0x9df2c742dfcf9612b835fb6b8f982a235b7f2232,0x9df2c742dfcf9612b835fb6b8f982a235b7f2232,DAI,4285065020196813946,16666083692011613181782865,Variable,1658340431,0,3833478317358582800
15180965:291:0xba52a61a63221c4a06926479ae3ebea666fe924c9b69bc8c1bb0d9df1285b0ea:429:429,0x67fdc263f4119e49f6e37988adef0d77e89be18e,0x67fdc263f4119e49f6e37988adef0d77e89be18e,USDC,5000000000,14776358440969624611740424,Variable,1658339771,0,24993941022
15180946:226:0x7c44bb0b7e274bed3dda6d864670160e13aabcb05d29d43fd5435952e2b9209c:468:468,0x6203bfce667bf30aca161a727f3476c36904258b,0x6203bfce667bf30aca161a727f3476c36904258b,USDC,30000000000,14776166695690961643421879,Variable,1658339414,0,27036533352
15180935:146:0x76d88f11422098af9b45e9ff9ba0eb5f9f5d3527d41e58101761d372f2550b2d:314:314,0xb35ea8e3f31746be51ce8e981ac820251005e5a1,0xb35ea8e3f31746be51ce8e981ac820251005e5a1,USDC,1000000000,14775026135762235208330889,Variable,1658339261,0,4642655182
15180812:62:0xabf975a7646b0053df68bd1064fb3efac75d9986f86db2345ed6db6472d0eebc:151:151,0x6c14a0ecc3a836d243e955e3b9f85166b9cb2e36,0x6c14a0ecc3a836d243e955e3b9f85166b9cb2e36,USDC,3500000000,14788493704966403991934220,Variable,1658337713,0,15842708136
15180794:258:0x3b76ddb47967b543da23721ea603bfff2c99f063ca0262316b75b9b61a08142e:479:479,0x7b503004695502299efb5cfd62c34cc093e0255f,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,WETH,700000000000000000000,57483736943564705005252227,Stable,1658337488,700000000000000000000,0
15180766:21:0x1df885249bd86e9608e24df8e55411e516ba6dc640f871f88a5fcf5659b86261:62:62,0xf0cfd621c8aaa309b4dc3f2ef6e1fbe32a7fd30e,0xf0cfd621c8aaa309b4dc3f2ef6e1fbe32a7fd30e,USDT,115500823899,27340601017435839438171326,Variable,1658337077,0,101639612398
15180681:118:0xbcaea8ecb0dbf4492facddb5ef1d523345674b70e08462e97ac84d29b5d2426f:209:209,0x72b223de2f773c814465c4a8f2ef9faae702cfb3,0x72b223de2f773c814465c4a8f2ef9faae702cfb3,GUSD,12000000,12651106692928325279485445,Variable,1658335904,0,14654927
15180679:353:0x92d58bb033cf334b1d7d176ac5b1c9e810691f339618048ea30f33c74ceef17e:550:550,0x09d4083ffd20d21acb9118465ad7c52ac8b548f7,0x09d4083ffd20d21acb9118465ad7c52ac8b548f7,USDT,35000000000,27340583268432358807687517,Variable,1658335842,0,140933639217
15180665:323:0xe3bf69e784b88fefd58efdaf476a204c56fe77711c2a55a083db862f1e22f5c2:496:496,0x540f45337b548824438a25734f429e4b4095476a,0x540f45337b548824438a25734f429e4b4095476a,USDC,4000000000,97409591047092823808510624,Stable,1658335591,870007816719,0
15180581:155:0xe2144bd3597c5f54b5c38447d000e807392ce653943ac1d9349b90b07ceb4340:331:331,0x540f45337b548824438a25734f429e4b4095476a,0x540f45337b548824438a25734f429e4b4095476a,USDC,355000000000,97408823456604877977263661,Stable,1658334558,866005055980,0
15180563:219:0x8bb8c9c3e0481a04efaef6fa1651384f5d0bf933f0e280e9083fff731eadb75b:384:384,0xde0b9c04571ff7f24c8e6a179a666cd89a1b6be3,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,WETH,70000000000000000000,20592788222466673338187690,Variable,1658334351,0,216380788393987389057
15180531:8:0x58ec62926f044301b38bfd993012243069174939b4c8b39f9879b78d45d743ca:33:33,0xcefcca169357a18eb8c3f230f92b58562e48cae5,0xcefcca169357a18eb8c3f230f92b58562e48cae5,AMPL,130000000000000,6571624027336045767237379463,Variable,1658333790,0,62490790726423
15180464:164:0xba442a1b70d0342b62c6e561c98f429d352c66540800f821ae1c88c74bacee4d:283:283,0x551b6d337c8c689a66dfdc29373ef562f61f9b63,0x551b6d337c8c689a66dfdc29373ef562f61f9b63,AMPL,25000000000000,1008318546133151329497142913,Variable,1658332951,0,10413798095112
15180368:120:0xd2cc5a1c407def471a03e3d286238ab1e559db4f82fdfe43f6b35ab97511954a:226:226,0x51fcb9dea0ec2adc817c7fc93de480cc379ff4a3,0x51fcb9dea0ec2adc817c7fc93de480cc379ff4a3,USDC,5000000000,14834332617598903667102892,Variable,1658331878,0,20353027522
15180237:101:0xb22dfe85a4493babe6df4bec5db83a94827d8a39f767cc76200edd5c101ed96d:131:131,0x7e6f41d5618533d1ebffeb11dd312742c91e7f55,0x7e6f41d5618533d1ebffeb11dd312742c91e7f55,DAI,240000000000000000000000,16851971881415730606893305,Variable,1658330074,0,1389457818769479257849846
15180229:194:0x95a17ae55c42dd38789a0603006d6478ce37c2886167421496778c65c584d23f:201:201,0x5e5a953a496bfeeb5620968a7083fc060196c3fa,0x5e5a953a496bfeeb5620968a7083fc060196c3fa,DAI,240000000000000000000000,16816887513848303988625440,Variable,1658329992,0,1528619030755780039812134
15180211:134:0x182562e575bfd3f161f58898535bdeeac2bba687258a1a66c4b9301d659b1555:219:219,0x1fc6887ce9480933517b5d75249485c25e9967e9,0x1fc6887ce9480933517b5d75249485c25e9967e9,USDT,21000000000,27324550963138289301271081,Variable,1658329732,0,18479915356
15180105:263:0xd43f22e2772ec418811bfa26237c94a8993214026d05fb858bccc39ca56d1a17:383:383,0x37bd3213c8cecf3c5b3d32e7d37ae663c946a3f4,0x37bd3213c8cecf3c5b3d32e7d37ae663c946a3f4,DAI,22000000000000000000000,16781792146652518473815996,Variable,1658328175,0,142861278883825459126983
15180066:10:0xcbfd356fab438be524438938433e8dec725e5d39e7f154db94d157d68b12c8ce:45:45,0xd8af19cec55374cf424f98effe9c40fd45128ad1,0xd8af19cec55374cf424f98effe9c40fd45128ad1,DAI,50000000000000000000000,16778572246951663347255874,Variable,1658327563,0,269672630948929039650002
15180050:79:0x4d25c20c346dc391ccdb45c00cf67571ee352671fcae07223c78f010f3d14cd0:124:124,0x66b870ddf78c975af5cd8edc6de25eca81791de1,0x66b870ddf78c975af5cd8edc6de25eca81791de1,SUSD,200000000000000000000000,626510054907595666761492050,Variable,1658327280,0,1059814390950280087015746
15180042:234:0xae43e7cd7db11f25b08fa2852fb30d0ccce274253e714327c71c91c1023445d5:496:496,0xee8e0fcc8bff03ec5f100d02cb7b3196d78863a7,0xee8e0fcc8bff03ec5f100d02cb7b3196d78863a7,SUSD,1000000000000000000000000,523379592378326066450245745,Variable,1658327198,0,2614051196215792480371461
15180023:31:0x0e80c59fb3b639446ee3e8f2a09c9d46436761e1059e8c0f7ceef782c078eac1:42:42,0xd8af19cec55374cf424f98effe9c40fd45128ad1,0xd8af19cec55374cf424f98effe9c40fd45128ad1,DAI,68400000000000000000,16771259776618424840717381,Variable,1658327037,0,224941633201861341337688
15180022:216:0x7689786946a20c41c9949883ebb61913fd837b9ed855349c3d3fbb3a77678ec4:428:428,0xd075ca0b40d67db2570ae23936baeb64449dc8ba,0xd075ca0b40d67db2570ae23936baeb64449dc8ba,USDC,100000000000,14769977578245780400615083,Variable,1658327032,0,90122301914
15180009:31:0x52aaeec68f37013ddc78a38c79f794ee92da4f198b05ac9654744324a7bdfcba:64:64,0xd67cce92218517b4963ee843b3a454d382691f6e,0xd67cce92218517b4963ee843b3a454d382691f6e,USDC,6400000000,14766176187459239705633162,Variable,1658326761,0,968947577382
15179985:159:0xebfa255ca6f4a4a1672a5a26ec0d321d9795d6d264fe1ec11beef1ecc3136e79:341:341,0xe903d2f4f433e81b7c914be50fd98b8f43fcd289,0xe903d2f4f433e81b7c914be50fd98b8f43fcd289,USDT,6000000000,27305300461857985101186914,Variable,1658326387,0,5279991125
15179970:229:0x125a96302d9f1d0ef02b785de0ed560be8d1be8cb25bcdee427ceace7782a2e5:451:451,0x72146a3ead3a256e8a2189e3cedc0b7bd61991ed,0x72146a3ead3a256e8a2189e3cedc0b7bd61991ed,DAI,100000000000000000000000,16771243784819119999228768,Variable,1658326091,0,2692983196618359024578005
15179966:66:0x2d004297407073d37ca9cf8d89a9f9ebc68abc12fb243f889dbc16b7b7ba4e5d:103:103,0xab0ac9dfe6913210b30f8b7b40c0f78c74e5d166,0xab0ac9dfe6913210b30f8b7b40c0f78c74e5d166,BUSD,1600000000000000000000,19986002140392951731958454,Variable,1658326076,0,2665416122321990081578
15179905:177:0x88828502b4dd26c1444d1844b7fac4958674619c7170514a4a0c5a1c89a82a7d:332:332,0x96e433665f38b583d5afe456b82e6e37e3fd567e,0x96e433665f38b583d5afe456b82e6e37e3fd567e,AMPL,13000000000000,494737301574524738053859438,Variable,1658325367,0,34810329934477
15179905:176:0x1425ef60e75bdcce25fb5f09188f17d6822ad4aa7252fca81a8043a1c748920a:327:327,0x96e433665f38b583d5afe456b82e6e37e3fd567e,0x96e433665f38b583d5afe456b82e6e37e3fd567e,AMPL,13000000000000,29938936757183914264256426,Variable,1658325367,0,29395109391338
15179885:359:0xf095600a0d4457ffdfb011780e56be7755497c063e9d8491dcfcdf9d4eeba309:846:846,0xbed4dbd30fd3aed29c2d133fddb611f8aa517c6b,0xbed4dbd30fd3aed29c2d133fddb611f8aa517c6b,USDC,3000000000,14768503765301450925144847,Variable,1658325158,0,222478706498
15179872:138:0x645e80f56fd2f712b797563e2bfa9f2ee02e42755e63204143116fd11c5f0a59:878:878,0xbb4bbaedbaf044a02725a6a1ff59af2540152ac2,0xbb4bbaedbaf044a02725a6a1ff59af2540152ac2,USDC,2600000000,14769438518321888596979506,Variable,1658324880,0,8658869145
15179856:311:0x1dab3aa9f2b9405d22fa5ff56ae42c8eb891ce584654c6c6a0011d2b413b5edc:564:564,0x21795eb77d2bbd56a7704f048eb53676da96cf0f,0x21795eb77d2bbd56a7704f048eb53676da96cf0f,WETH,2050000000000000000,20515655339983720431411799,Variable,1658324678,0,11488467167852443477
15179814:206:0x45e89699a9e18dc864e7a9795a2b6d56c15c45b8e9dd19fbe2923d80e758fada:479:479,0x2845804991115764ea23a5710924e303e97afde4,0x2845804991115764ea23a5710924e303e97afde4,USDC,10000000,14769524675407624683736789,Variable,1658324259,0,9012242
15179724:89:0xca00320993374508436ba3cf2fe0d6368243d5f6e62d2af299e7cd975637d7b8:259:259,0x95ee9c548c523a1e8e10d22a217b139855954db8,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,WETH,1000000000000000000,20514822693836497818408669,Variable,1658323136,0,983501546503032051
15179696:109:0x62ed98d2b051c3b68c2d205f8fa57bfcab03ef70828e565e89594d1b044b5130:238:238,0x01d1f55d94a53a9517c07f793f35320faa0d2dcf,0x01d1f55d94a53a9517c07f793f35320faa0d2dcf,USDC,10000000000,14770092675107900133951429,Variable,1658322757,0,2229162082261
15179693:193:0x2fe007ad9e98e726307f3e546f3229a91c0c10fe18335bd3f517f3888001d0e2:238:238,0x79ad42161a55840d1327c39d7b47d12d6cc4c68a,0x79ad42161a55840d1327c39d7b47d12d6cc4c68a,TUSD,20000000000000000000000,5989896020725940932670721,Variable,1658322627,0,16902598279332308081757
15179691:182:0x132196c59c30ef4ef892b2796996869e0080b5f42da8fd78370377abd44ed7a7:342:342,0xdd84ce1adcb3a4908db61a1dfa3353c3974c5a2b,0xdd84ce1adcb3a4908db61a1dfa3353c3974c5a2b,WBTC,500000000,4802315094860167654705098,Variable,1658322614,0,494474598
15179667:288:0xf833032d87d2e0a279547ae9bd1db1f4874074023b79000fa0e6f703815d8a14:495:495,0xee8e0fcc8bff03ec5f100d02cb7b3196d78863a7,0xee8e0fcc8bff03ec5f100d02cb7b3196d78863a7,SUSD,1000000000000000000000000,39626405197830365239068053,Variable,1658322392,0,1745377918589132295152550
15179647:1:0xb2423419ad200d5c07eed1816af8567a322db3882b1c1156b8f670caf5c91c31:30:30,0x7819417b8623bb14d3381e4d3874aed8cdd62129,0x7819417b8623bb14d3381e4d3874aed8cdd62129,WBTC,1849354854,4858262124243598276263949,Variable,1658322083,0,1828918143
15179635:146:0xd4c94ef0e3b038d36c9edd0a44a16effe5299113e8c6d1b5d568fb12cfa03e53:307:307,0xe7d2c31bad3975240bf9594784d32311b1302a4a,0xe7d2c31bad3975240bf9594784d32311b1302a4a,USDC,125000000,14729405268904470122112860,Variable,1658321898,0,112653148
15179611:99:0x91faefc94611e0322bfe2d3e994ae0fbc1c23ce63e728bee2b284e92b9cb5177:247:247,0x7b6dc73e43e2b6f6ab7b188fa5ff6b94c8b31132,0x7b6dc73e43e2b6f6ab7b188fa5ff6b94c8b31132,USDT,1400000000,113650692743706873991741495,Stable,1658321642,1400000000,0
15179564:52:0x2e0e1f07dcae04a22d066db1bef43ece7603cd689ba4cc5f1ca42e0ec52d8ff4:192:192,0x73d75382f2eba9c23102fa17fc27fca21c761c30,0x73d75382f2eba9c23102fa17fc27fca21c761c30,USDT,7000000000,27301358877304030586694696,Variable,1658320990,0,31885368912
15179559:37:0x8955b1eb93fd7fca6c95031322f3e3ed34624fa5bb891843f83df3d13036e018:68:68,0x675218a1d650d6583cfc4000fcb7dcd20ca1de75,0x675218a1d650d6583cfc4000fcb7dcd20ca1de75,USDC,200000000,14729395708451937271573188,Variable,1658320921,0,180245119
15179548:94:0xd7e3d72fe81e3c9fbbb65571c211cf12a61244101c1af1a101a2ce558e431bf2:270:270,0x0950541696888bcfac9af6a5c479871d3e583cac,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,WETH,122000000000000000000,20525566694814455021841034,Variable,1658320813,0,119987370054782496378
15179533:138:0x4a8bc657cc2e4220093da6e9dc828d3fce96f5a70be9c0d9cabc7a76e5c4c2e8:302:302,0x5830a35d34fd3fe8f7dfdf3105549b7791cf7688,0x5830a35d34fd3fe8f7dfdf3105549b7791cf7688,USDT,60000000000,27300742378344869658897159,Variable,1658320589,0,52800176274
15179505:236:0x6e5a29fbcb36a69015494b14a1e491bb8a9bc4d5c92206f3295e15bd803ea130:410:410,0x25a76d10b870c07000e9fee68c901d9a354460ab,0x25a76d10b870c07000e9fee68c901d9a354460ab,BUSD,1000000000000000000000,19979348770476304375490060,Variable,1658320206,0,9210782248273475685234
15179498:162:0x0ec5ce252c57688e6894160c0cbe00cba88cf331f36832a2b670eacdfcdc1e43:242:242,0x0f30e0e5e34d432df32e9447f9ffbb1f507f1215,0x0f30e0e5e34d432df32e9447f9ffbb1f507f1215,USDC,2000000000,14738428791944185365822299,Variable,1658320044,0,1802451932
15179474:88:0xefa86c134bc85bfa9444e7edcf7f95b19c3ecac7818413454929cc177e4f9961:116:116,0x06673fa861a49f6eab9ddd969e60c02956c41f5d,0x06673fa861a49f6eab9ddd969e60c02956c41f5d,USDC,30000000000,14738352025951431705334414,Variable,1658319855,0,69400491276
15179472:242:0x669ec0ddd1bb12cd97550bee41e6deec87bef2754c8b2ae896b568bfe14327d4:359:359,0xfde8305fa23189725579bb6ec1ca1d447c3d1155,0xfde8305fa23189725579bb6ec1ca1d447c3d1155,USDC,3000000000,14737214407231950494173940,Variable,1658319827,0,14420670441
15179465:343:0xeaafa1e4d4d7fd41974634d0bb5679d0eae78c27906a1efb0378fd97ebf6448a:447:447,0xd7bc8dabd0c0c9b45440299ef64af7f526278ccb,0xd7bc8dabd0c0c9b45440299ef64af7f526278ccb,USDT,33643694609,27295917454933788158420227,Variable,1658319716,0,143920864469
15179454:270:0x9fcf7518a1a1ec375afd54587d1aefce5dd86c9322098b4105ca1e61014d5aec:432:432,0xad29957d0ff8d079c4bfb434b2338eade0f5d0d0,0xad29957d0ff8d079c4bfb434b2338eade0f5d0d0,USDC,500000000,14737099572158281549817432,Variable,1658319607,0,2337852142
