timestamp,totalBorrowBalanceUSD,totalValueLockedUSD,totalDepositBalanceUSD
1563148791,19452840.72514271216408242485931146,68449200.85498538020225062118925356,68449200.85498538020225062118925356
1563235071,20361724.68690275992970584504954285,76330565.08775371949462468247807136,76330565.08775371949462468247807136
1563321534,20835150.76418299331416255559042528,71679439.48444391319482158786438981,71679439.48444391319482158786438981
1563407961,23358218.55387460094492148722633729,82042471.09445292075270833492695912,82042471.09445292075270833492695912
1563494386,23730303.06793013344624290654986995,87456697.39968726268352310497896473,87456697.39968726268352310497896473
1563580438,26300911.91068833802959498190018863,94406200.2277408934242582726543927,94406200.2277408934242582726543927
1563667173,26807832.96610742568420427710710293,99512745.62195338647875003875014742,99512745.62195338647875003875014742
1563753449,27102838.22417144026670557709291165,100852406.1562003960291042135751911,100852406.1562003960291042135751911
1563839836,30410274.50925105001482995806771645,107135059.2928045531143495504624019,107135059.2928045531143495504624019
1563926283,32742822.53325031387508193824334739,112040836.5534509084308927286730889,112040836.5534509084308927286730889
1564012725,33837838.88372548468712119790471985,116914895.4960533042475797809905,116914895.4960533042475797809905
1564099062,35913723.08657242360148218971674413,121846267.6202502986543823228316557,121846267.6202502986543823228316557
1564185488,37417240.02785510403360699524417548,129854960.1767070126639212313109069,129854960.1767070126639212313109069
1564271992,37202776.9427744778034565734540212,125527041.7316170646409129223499438,125527041.7316170646409129223499438
1564358392,37792368.28766434891305465843751755,128730112.2817366457348770251580686,128730112.2817366457348770251580686
1564444796,38320530.51913151451831855309223088,127880655.0322257136144660313449445,127880655.0322257136144660313449445
1564531069,39264228.20905060263233422185232991,128902589.5471116915961919244207492,128902589.5471116915961919244207492
1564617591,39253042.4685538237201650574659572,133010830.1710275073848896342183426,133010830.1710275073848896342183426
1564703908,39986604.88936936557497617842623622,135652870.0610010564033894906563565,135652870.0610010564033894906563565
1564790222,39990010.2455486129845741055580276,137510713.4396721292931848480163824,137510713.4396721292931848480163824
1564876631,41732469.51338052588199245351147014,142254935.810527852090619675351387,142254935.810527852090619675351387
1564963081,41749755.47445868054633774554373083,142603473.116467069563620436456932,142603473.116467069563620436456932
1565049533,40856177.77203781930957200371089521,145204449.0898672189810775272438064,145204449.0898672189810775272438064
1565135999,43021932.94299984377261838023422973,146794440.1764301761096237057625888,146794440.1764301761096237057625888
1565222369,43995782.82663387478797524437790463,150474148.4831418956663761235712221,150474148.4831418956663761235712221
1565308587,42832388.01819009628792749398916481,144561203.6021267232474794558052112,144561203.6021267232474794558052112
1565395161,43700159.36573136337527467431183071,142942218.0147873187446848786665082,142942218.0147873187446848786665082
1565481386,43520548.32195829891435785611033727,142246543.8698490492019524542126195,142246543.8698490492019524542126195
1565567924,43837477.92411974424555604605757303,146771743.8032868421667499728666436,146771743.8032868421667499728666436
1565654125,43761992.07360644705874814848333762,146109222.2947680152096099431933763,146109222.2947680152096099431933763
1565740666,44854005.79885133318899313940122185,148170357.8631615294627553854032932,148170357.8631615294627553854032932
1565827176,43120008.6774829776236872321217599,137101716.9399195652152154334909869,137101716.9399195652152154334909869
1565913415,42530603.43041555417149904778144595,142404729.9301382607993467064822867,142404729.9301382607993467064822867
1565999952,43486367.25525239473156741072324099,144287211.5781488243182866157957001,144287211.5781488243182866157957001
1566086353,44050194.38656894972434073340743407,150602783.1059816044857875248065748,150602783.1059816044857875248065748
1566172723,44078199.26125358474033047134648025,154600998.9472795451031857065188148,154600998.9472795451031857065188148
1566259184,44522645.44156502749738220795049894,160163965.0699216934050225992342908,160163965.0699216934050225992342908
1566345583,44564045.55481970447239014031160487,160082896.7631729365528979771812806,160082896.7631729365528979771812806
1566431935,44376897.91357165414193025626992418,155097659.7977912161646915571350741,155097659.7977912161646915571350741
1566518370,44779498.410588674268853390153134,157946081.0326589658771933008856537,157946081.0326589658771933008856537
1566604726,45342362.28326309356209138051058377,160875599.6779034430522638896467666,160875599.6779034430522638896467666
1566691081,46708825.2903500217537438218434795,161946746.6802347835131262498262259,161946746.6802347835131262498262259
1566777547,46266721.78411972559707542804810014,158919019.2866720222351134681752651,158919019.2866720222351134681752651
1566863965,45880306.4406032050639530687182016,160051711.2930777029604472781719241,160051711.2930777029604472781719241
1566950343,45674060.66472189569951445764596132,158499049.8955506262219220724201443,158499049.8955506262219220724201443
1567036798,45311428.82235792853405747170215369,151650149.4685202587849473406076865,151650149.4685202587849473406076865
1567123144,45039260.94949855788265490715577985,150097629.9319135669718055870957745,150097629.9319135669718055870957745
1567209434,44886058.9814483114126160708706254,156126570.9790492333245014346816932,156126570.9790492333245014346816932
1567295942,44995013.60594794848454145766811757,157372308.4907480180511504479275592,157372308.4907480180511504479275592
1567382071,45054632.13534616516244719461612973,159836330.0390571890740476911626546,159836330.0390571890740476911626546
1567468752,44800367.67055642825582550575382306,163669219.2594250697071396876253979,163669219.2594250697071396876253979
1567555153,44283218.00440370078365429833435747,163661153.1981929807900145691373279,163661153.1981929807900145691373279
1567641057,43764147.51770277863622981912564636,159529570.8730944296111107902229261,159529570.8730944296111107902229261
1567727919,44211442.40575893095861824856023546,160700021.4940944941364877472858957,160700021.4940944941364877472858957
1567814399,44416279.27782546307242247684078443,159540312.1599856535477364503601347,159540312.1599856535477364503601347
1567900669,43582419.95910328929669891468447394,162625321.270405450208200070595342,162625321.270405450208200070595342
1567986995,43354148.59327703595220659241973153,164078935.0702112029643155678647003,164078935.0702112029643155678647003
1568073576,43124369.49065994044647082162946562,162159934.4391212223471844226036243,162159934.4391212223471844226036243
1568159761,43325649.20705623428948368590154286,160894665.137003638395171653474119,160894665.137003638395171653474119
1568246395,43105247.49228107127936168141804305,160937804.8990451094185389924943213,160937804.8990451094185389924943213
1568332790,43351812.14563213686832848847048849,163609223.1471439752305666223272031,163609223.1471439752305666223272031
1568419132,44256248.04478292130379888700387585,164451640.8110844763001467589389707,164451640.8110844763001467589389707
1568505138,43728814.98122863459036884774747466,168658188.0463566030210203231076196,168658188.0463566030210203231076196
1568591838,40545550.98717489334654294397310435,156875714.2367508933854992516663161,156875714.2367508933854992516663161
1568678349,40684281.30555375886415134468023019,158513878.0679407115526846838331219,158513878.0679407115526846838331219
1568764663,41198880.82506469010940197056611962,162710150.1869792633752804180904432,162710150.1869792633752804180904432
1568851131,40911369.30997484791224544744365415,163588723.3615927404925852988373074,163588723.3615927404925852988373074
1568937518,40955527.30228457951122844473694781,166178141.6439632470210254190574628,166178141.6439632470210254190574628
1569023906,41651069.47037670186295255370465786,165805850.3604308103658996826165172,165805850.3604308103658996826165172
1569110324,41833237.6856109818457698361031847,166382535.0515260419353330763471496,166382535.0515260419353330763471496
1569196695,41660292.62923391937233700486955701,163052867.7971055422373431899911732,163052867.7971055422373431899911732
1569283195,42447097.54522019262208599686776927,159509924.2283023950631779016767559,159509924.2283023950631779016767559
1569369595,41584469.00333432353569449573876413,146022187.5975944592366750366138931,146022187.5975944592366750366138931
1569455935,41454998.87447504659307806389134493,147676332.3008058774395224158189074,147676332.3008058774395224158189074
1569542375,42021676.17351128247238722392554241,146977260.8575977097594942728541085,146977260.8575977097594942728541085
1569628727,41728872.87264974590946399187841068,153372929.8185344251101335553198008,153372929.8185344251101335553198008
1569714827,42264068.53059527984933385061782397,154156610.184464021463826906346855,154156610.184464021463826906346855
1569801214,41615890.87471003740946536405023772,152774257.9595424564567984495313625,152774257.9595424564567984495313625
1569887858,41485130.66614071117341864889192511,152767586.7748295683342861389889595,152767586.7748295683342861389889595
1569974294,41539762.65859164039447491454388525,152781008.4040189196508049723742295,152781008.4040189196508049723742295
1570060770,40979017.39325161221034210025271603,152615733.9116932856389710016803178,152615733.9116932856389710016803178
1570146839,41105828.91970388984601024430320908,151100491.8035160157961824856450956,151100491.8035160157961824856450956
1570233599,41299972.29308772944502895466416656,153345984.3186706998462416271109411,153345984.3186706998462416271109411
1570319548,41513509.56419060016157850833478391,152684731.4574796675161250809021101,152684731.4574796675161250809021101
1570406372,41747849.97598032253224312951412914,149501973.1164440531772032856174963,149501973.1164440531772032856174963
1570492684,41881755.61302565167225785650728575,153446289.4766493157413081822591191,153446289.4766493157413081822591191
1570579142,42065280.25734557804792197723615446,157005739.8901170866270564200200997,157005739.8901170866270564200200997
1570665570,42510410.77272190480941793996553993,164846224.7048642043593357690524158,164846224.7048642043593357690524158
1570751731,42398706.62204189891726774796365449,165422254.9281228922875623359547786,165422254.9281228922875623359547786
1570838322,42157928.09348107317630708438983546,159857277.7047844978453311487508862,159857277.7047844978453311487508862
1570924452,42344750.03886684140503807508910655,159276857.9972299758732976429302813,159276857.9972299758732976429302813
1571011132,41784994.23268375007694097099539009,159123128.3116090639745326509073732,159123128.3116090639745326509073732
1571097539,42172007.26607333730888603473681683,162287926.1061039874095379869728766,162287926.1061039874095379869728766
1571183942,42083328.48679901760289002430906687,159004308.4692648978809550234558325,159004308.4692648978809550234558325
1571270291,41938002.3976276492430192885777783,157353109.0994348104387462959211898,157353109.0994348104387462959211898
1571356722,42086565.37679991866236785925589017,157953260.7787293806519008837747908,157953260.7787293806519008837747908
1571443053,41970167.68988700929113266900510151,157206227.9592785734667550390518528,157206227.9592785734667550390518528
1571529413,42044848.41721360785263300911967162,157009563.9503119692190415680145821,157009563.9503119692190415680145821
1571615986,41853745.17412192798662980903213236,157774656.676791683864640193085373,157774656.676791683864640193085373
1571702353,42095839.54529683623167779416902566,157949000.9445715503144762359834527,157949000.9445715503144762359834527
1571788623,42199071.74545162395260231048015537,156622971.8188071022196137381876654,156622971.8188071022196137381876654
1571875185,41142318.04989529232496355469270394,149363770.6336285288853905539356593,149363770.6336285288853905539356593
1571961560,40628583.31690236530551729835783804,151554105.8086695227370519004492214,151554105.8086695227370519004492214
1572047858,42031598.55380086700148440258843744,162951859.0878281252765573168899447,162951859.0878281252765573168899447
1572134221,40514556.19040310771957793243328081,160074901.154991896438778989007532,160074901.154991896438778989007532
1572220741,40325619.8217656804942313622205451,163433670.5447974565843925675356114,163433670.5447974565843925675356114
1572307190,40135582.94067490666714185096868176,162945650.0168181034198138753496636,162945650.0168181034198138753496636
1572393513,39691100.89455835134248568362686897,165944382.3885373297540835995110142,165944382.3885373297540835995110142
1572479922,40419562.36307361090000771412422114,163489423.4067420932409226461809162,163489423.4067420932409226461809162
1572566349,40643408.8529391850965673080383665,163073640.8314405955274620067430409,163073640.8314405955274620067430409
1572652477,40289528.62949187966720158931220031,164517829.9777248478165487614494211,164517829.9777248478165487614494211
1572739139,39997284.33258207726128392305399506,164215786.3848771365357966586113256,164215786.3848771365357966586113256
1572824808,39751793.33576736765853794628967607,161297775.6715018214156291011798142,161297775.6715018214156291011798142
1572911954,36643255.92510251913162700306958728,161099123.0907837561375785705669373,161099123.0907837561375785705669373
1572998368,34687918.37300165744689327106481407,154538654.9627501627116991775253926,154538654.9627501627116991775253926
1573084636,33333190.36109338004500969689297146,149056043.4248718591506285998255206,149056043.4248718591506285998255206
1573171128,33446320.51897498054030576829087548,146321304.2060331550892594917781234,146321304.2060331550892594917781234
1573257547,32119606.05764919341799999546662038,143492217.2513914807615029636016427,143492217.2513914807615029636016427
1573343849,32295357.53969690593246516635961915,143729570.7433233691189986008906728,143729570.7433233691189986008906728
1573430371,32355413.01357088163656054478631556,145319427.682307935238170286173613,145319427.682307935238170286173613
1573516769,31264596.8384356848082827396491079,140395569.645716798739184000748983,140395569.645716798739184000748983
1573603087,31232704.65382766158908209383737112,138951563.9371517150911130918751208,138951563.9371517150911130918751208
1573689364,31110598.03204273634215922515145347,132482604.9828853620173207566040138,132482604.9828853620173207566040138
1573775968,30921859.16528086432666368455310792,131356245.4341140586267370630999396,131356245.4341140586267370630999396
1573862336,31211399.41283464259797407969588969,132762992.3452419046829525681167867,132762992.3452419046829525681167867
1573947508,31370512.42878827427642337331005999,133323275.9072420768597676828663865,133323275.9072420768597676828663865
1574035121,31395536.39976428245821311749253116,134764059.0425711074152574694154804,134764059.0425711074152574694154804
1574121462,31306595.42600883488216465827847514,129010021.1297271375423564094265729,129010021.1297271375423564094265729
1574207776,31632172.75972379966907316871324744,129856684.5339751051657934124177206,129856684.5339751051657934124177206
1574294305,31302327.40723307226290928660321402,131023284.300190353683315067271052,131023284.300190353683315067271052
1574380584,30704200.92031599088732748763336667,125448917.5706301036084244987892137,125448917.5706301036084244987892137
1574467056,27973555.44700036479383957830425684,123293742.0583471349847828644202586,123293742.0583471349847828644202586
1574553532,28115324.76641184515409420599781699,125400851.5019852039892402240149974,125400851.5019852039892402240149974
1574639999,27459202.17528230148228878009641089,119830978.2740196616352932896175034,119830978.2740196616352932896175034
1574726027,27055274.15838158581518490653288704,120419842.3228760782916599755863226,120419842.3228760782916599755863226
1574812729,26783725.05641350103549684951876136,122681450.4567398927217940949106337,122681450.4567398927217940949106337
1574899102,27136361.75180190568070246347198639,124650269.2336206531131498929468947,124650269.2336206531131498929468947
1574985485,27488222.81253141034478924240805505,124990340.2327838790234953210819016,124990340.2327838790234953210819016
1575071893,28193731.67923405579452909760302737,127832615.7374149542671923740561822,127832615.7374149542671923740561822
1575158378,27559711.63933898114385764171996304,125508955.2487840262654262956707359,125508955.2487840262654262956707359
1575244505,27411472.55538069007517837473759489,124651801.3823260098326360353412441,124651801.3823260098326360353412441
1575330992,27635112.18973786898679341201769585,123029256.7359870864166366194403345,123029256.7359870864166366194403345
1575417140,27029641.93281022337682447085757793,125460383.2000921885311637204828133,125460383.2000921885311637204828133
1575502994,27244423.63675206721594115116563117,124711836.6834804274384264470556273,124711836.6834804274384264470556273
1575590160,27429937.69404576787006069170241229,124803499.2298284323255804712906276,124803499.2298284323255804712906276
1575676731,27495857.58139811798062176475538012,124728120.0595929391852451049772354,124728120.0595929391852451049772354
1575762865,25361639.28402455795388654348494991,120034152.2260772012958227251315739,120034152.2260772012958227251315739
1575849559,25508801.63809703260678070542388593,120331677.5806995241154752324486457,120331677.5806995241154752324486457
1575935958,26045764.00893229003114432179648044,125606331.6378509230913834035057974,125606331.6378509230913834035057974
1576022340,26167342.33411740826979447007257233,121485984.0939277573077203467902838,121485984.0939277573077203467902838
1576108756,25933032.43523979508568562126510691,120164913.2027679267264285210537652,120164913.2027679267264285210537652
1576195117,26552408.80862120109920203943224671,123244873.8056762427071441587523769,123244873.8056762427071441587523769
1576281327,26449646.05744254454112506302929755,123430572.8118619135420902758436072,123430572.8118619135420902758436072
1576367824,26239473.48588519426260760009169735,122027740.3544377741508469497647384,122027740.3544377741508469497647384
1576453797,26221078.72438282151715989099583103,121938647.8883028284114764519354173,121938647.8883028284114764519354173
1576540792,25914619.65708029714198388669854941,117301447.170501589761453516719394,117301447.170501589761453516719394
1576627147,25402459.58671847026380478617613764,112080138.1631579779147171935770191,112080138.1631579779147171935770191
1576713562,26022517.70095300522681643852493898,121209625.9585880162512632866184182,121209625.9585880162512632866184182
1576799771,26184567.51293162682844775899263515,119494674.9178783623223473400921417,119494674.9178783623223473400921417
1576886198,25799923.53777214247177733042501481,121832793.4257015032306088071962745,121832793.4257015032306088071962745
1576972691,26154007.42432187644483304939260189,121547942.0128906728049989123056081,121547942.0128906728049989123056081
1577059063,26231834.30867958493625850821929561,123627376.007667005129618467287356,123627376.007667005129618467287356
1577145426,26018633.66741042928196204126648902,121636910.4056985383474584337084191,121636910.4056985383474584337084191
1577231951,26028840.70762921309713573995301356,121401102.3871971260574189478679362,121401102.3871971260574189478679362
1577318322,26008247.20653311431381607745933095,119870700.9642383866506041295142754,119870700.9642383866506041295142754
1577404520,26840474.17566490802283795350963942,123369866.8319098493648135730545951,123369866.8319098493648135730545951
1577491021,26183400.20374649745910365614620156,120450839.5570101118867809749710792,120450839.5570101118867809749710792
1577577555,26313859.41702997603763969276643678,124644483.3584996215824220375960602,124644483.3584996215824220375960602
1577663330,26315600.43978147196105079492565808,121791784.2136693728210118263979407,121791784.2136693728210118263979407
1577750338,26679477.01951302195094953068320136,120116122.1333014034921200353312303,120116122.1333014034921200353312303
1577836617,26724268.59367928393786700128271299,119036622.9308921934319547272783636,119036622.9308921934319547272783636
1577922811,26548399.85128905160103472520331662,120458249.3257609261160686674281237,120458249.3257609261160686674281237
1578009524,26566267.51247324698583437196193354,120314399.3153939733877025698949803,120314399.3153939733877025698949803
1578095376,26839806.70571208017343927902248966,123272957.6822417797690190011674774,123272957.6822417797690190011674774
1578181814,26799020.77698827142486977786605239,124152878.4134587523577568250342268,124152878.4134587523577568250342268
1578268514,26934198.65347999906487007231356525,125110437.4971567454538425238373104,125110437.4971567454538425238373104
1578355152,27382109.5719299425069948958272428,128114657.2406266901328413549040548,128114657.2406266901328413549040548
1578441472,27514695.15386451594034189342293011,132785078.2532930523802693879124585,132785078.2532930523802693879124585
1578527960,27471060.09453542228117974474371074,124781277.0256232008393750664321592,124781277.0256232008393750664321592
1578614298,27375802.5757843786242956118897051,123548287.7073214291989964860775991,123548287.7073214291989964860775991
1578700791,28629470.69870675423362384601380707,128195712.9919195029275169392675327,128195712.9919195029275169392675327
1578787191,28449804.66432069099233571651485493,128922620.0071424592505060144010842,128922620.0071424592505060144010842
1578873480,28425692.81497059105928665295757093,130146825.3359175503962929559318611,130146825.3359175503962929559318611
1578959987,28533202.81150893504991422320296535,129488014.9683503237997162533807996,129488014.9683503237997162533807996
1579046327,30224814.66271843992395239811134741,140905257.4010071543045518643562899,140905257.4010071543045518643562899
1579132696,31489408.94413835285756145644016097,149852693.6443081529851787408013968,149852693.6443081529851787408013968
1579219178,31138678.16890055074819426034117319,149543745.6870357999537778035405706,149543745.6870357999537778035405706
1579305481,30773176.9454238950368255665853785,149344764.9120418292771284681267369,149344764.9120418292771284681267369
1579391866,31350781.79172188763664545053591319,148996694.5825603627189991215889503,148996694.5825603627189991215889503
1579478288,30867958.10849780785987915687362138,141456066.3526806400142363477830089,141456066.3526806400142363477830089
1579564793,30797131.80337394852919294768745402,133955437.5526985860269569414124391,133955437.5526985860269569414124391
1579651185,31586097.41266050222894514960056104,137976027.3057175701493942322316637,137976027.3057175701493942322316637
1579737155,31669595.76884056029396141125676907,138519311.2774944949851305096022615,138519311.2774944949851305096022615
1579823965,31161773.01587975164980297502618665,134700337.1826143552799355737158616,134700337.1826143552799355737158616
1579910211,31335059.62046758071967298630560123,136131162.1396555168382700251168709,136131162.1396555168382700251168709
1579996195,31482658.86724906894043707145659089,137728502.6940498342866649464780768,137728502.6940498342866649464780768
1580083179,31793403.52638963545486640231268772,139589824.266335410492344217225781,139589824.266335410492344217225781
1580169477,31861416.99986345333656472202918153,143870141.8143413466488191709606688,143870141.8143413466488191709606688
1580255974,32030722.78292895002646104790224648,145485159.9509156452629872874635355,145485159.9509156452629872874635355
1580342378,32449607.66085900721485139472027289,145728962.3510784013676421172956665,145728962.3510784013676421172956665
1580428775,32799470.26151193586751458847590562,150893004.0930686025017706272711863,150893004.0930686025017706272711863
1580515198,32820604.1571637808171944720070987,149239349.7668959855394128281581167,149239349.7668959855394128281581167
1580601532,32386881.10324662303995788559113559,150840373.392717290166317703910132,150840373.392717290166317703910132
1580687828,32390375.36623414458734137397593103,153930428.2439083993087907853496975,153930428.2439083993087907853496975
1580774399,32879416.26832328172064084948347866,153773394.4404993228532477492739649,153773394.4404993228532477492739649
1580860564,32683162.84012713863946032259939768,155090254.186249212131376408552958,155090254.186249212131376408552958
1580947170,33955830.11466581187026598842832382,165156177.818265199329333243032913,165156177.818265199329333243032913
1581033465,34668485.6116339490017703037386098,170950383.360281352590890782015262,170950383.360281352590890782015262
1581119981,34675002.5725893728137950451617699,174831772.2997784572532196387181872,174831772.2997784572532196387181872
1581206381,34808575.50555118868051241639699032,178000115.9038692241158549317461759,178000115.9038692241158549317461759
1581292797,35001902.34014466481680353991959885,178898866.7758801760725521522912345,178898866.7758801760725521522912345
1581379096,35232924.15670605776646792812702522,176303812.421919768631737973254661,176303812.421919768631737973254661
1581465476,36113333.86525558877288485351771596,183644447.1425439605002061424205359,183644447.1425439605002061424205359
1581551932,36158870.16351651778695103887364821,195229928.6047073806882143175012776,195229928.6047073806882143175012776
1581638347,36065395.27751384628759621127348262,193393608.8932146455255956098346128,193393608.8932146455255956098346128
1581724717,35847228.76823514323567510457140338,194960074.3760600176070871078582629,194960074.3760600176070871078582629
1581811134,36388426.6806944025005736195092612,186527784.1679771859985431143060615,186527784.1679771859985431143060615
1581897518,37213367.11859885024187782610789877,184511104.5467551527065619021680788,184511104.5467551527065619021680788
1581983960,37582509.2941498995142850755117856,190392189.8051783198474976742482979,190392189.8051783198474976742482979
1582070385,42142435.15594315841938038862086805,208647473.0101756893570012044787948,208647473.0101756893570012044787948
1582156794,44122783.08266422908541451055242541,215957274.8529176494297357575324504,215957274.8529176494297357575324504
1582243088,45363967.7280170666889530875943741,218414551.4935849816253859152858994,218414551.4935849816253859152858994
1582329419,45312153.77328365827958754829714628,221941942.6848663545173705886810361,221941942.6848663545173705886810361
1582415975,44911722.30535504717123375980241293,219650013.832056572285396115582664,219650013.832056572285396115582664
1582502286,43911991.07265959594952308283562793,223529021.8512635013209755445408138,223529021.8512635013209755445408138
1582588775,44493083.47304053020397914498866741,217560989.0550021001692029640961679,217560989.0550021001692029640961679
1582675075,44407163.52049533036338303974631382,212040227.0951605860874350197645802,212040227.0951605860874350197645802
1582761547,43645485.84682993868637087793727644,194306250.44772133260128574318371,194306250.44772133260128574318371
1582847990,45937531.96566308779403068721369846,202354585.2706989609033184948726952,202354585.2706989609033184948726952
