Date,Price ($)
2022-02-22,1673.58
2022-02-23,1812.53
2022-02-24,1751.20
2022-02-25,1890.38
2022-02-26,1997.50
2022-02-27,1936.82
2022-02-28,1814.74
2022-03-01,1962.59
2022-03-02,1980.44
2022-03-03,1991.67
2022-03-04,2043.62
2022-03-05,1797.15
2022-03-06,1842.89
2022-03-07,1731.22
2022-03-08,1738.75
2022-03-09,1755.28
2022-03-10,1913.24
2022-03-11,1772.41
2022-03-12,1749.94
2022-03-13,1745.12
2022-03-14,1686.61
2022-03-15,1796.93
2022-03-16,1786.73
2022-03-17,1926.75
2022-03-18,2061.65
2022-03-19,2042.44
2022-03-20,2056.71
2022-03-21,1990.99
2022-03-22,2003.19
2022-03-23,2040.10
2022-03-24,1987.88
2022-03-25,2009.61
2022-03-26,2010.73
2022-03-27,2013.21
2022-03-28,2050.81
2022-03-29,2044.50
2022-03-30,2115.46
2022-03-31,2176.88
2022-04-01,2082.97
2022-04-02,2285.95
2022-04-03,2246.43
2022-04-04,2271.92
2022-04-05,2392.07
2022-04-06,2303.02
2022-04-07,2052.24
2022-04-08,2062.61
2022-04-09,2032.76
2022-04-10,2089.74
2022-04-11,2023.74
2022-04-12,1811.43
2022-04-13,1862.69
2022-04-14,1937.18
2022-04-15,1901.68
2022-04-16,1948.14
2022-04-17,1890.60
2022-04-18,1793.95
2022-04-19,1819.09
2022-04-20,1859.42
2022-04-21,1810.55
2022-04-22,1729.45
2022-04-23,1731.33
2022-04-24,1723.01
2022-04-25,1730.68
2022-04-26,1754.43
2022-04-27,1625.36
2022-04-28,1663.36
2022-04-29,1629.27
2022-04-30,1554.36
2022-05-01,1450.05
2022-05-02,1452.38
2022-05-03,1483.84
2022-05-04,1401.73
2022-05-05,1493.58
2022-05-06,1377.42
2022-05-07,1336.13
2022-05-08,1268.36
2022-05-09,1188.78
2022-05-10,1068.81
2022-05-11,1220.29
2022-05-12,1117.71
2022-05-13,1332.73
2022-05-14,1380.05
2022-05-15,1574.76
2022-05-16,1562.48
2022-05-17,1524.44
2022-05-18,1580.16
2022-05-19,1432.76
2022-05-20,1440.41
2022-05-21,1398.81
2022-05-22,1400.81
2022-05-23,1436.88
2022-05-24,1304.61
2022-05-25,1292.09
2022-05-26,1261.18
2022-05-27,1161.32
2022-05-28,1115.57
2022-05-29,1218.33
2022-05-30,1194.85
2022-05-31,1368.02
2022-06-01,1319.53
2022-06-02,1208.05
2022-06-03,1205.76
2022-06-04,1146.40
2022-06-05,1172.55
2022-06-06,1178.51
2022-06-07,1208.74
2022-06-08,1160.69
2022-06-09,1154.89
2022-06-10,1133.56
2022-06-11,1047.68
2022-06-12,987.11
2022-06-13,917.59
2022-06-14,752.60
2022-06-15,792.22
2022-06-16,824.78
2022-06-17,732.77
2022-06-18,772.40
2022-06-19,735.56
2022-06-20,898.93
2022-06-21,900.33
2022-06-22,920.40
2022-06-23,889.79
2022-06-24,977.47
2022-06-25,1056.77
2022-06-26,1038.45
2022-06-27,1013.97
2022-06-28,1001.67
2022-06-29,947.43
2022-06-30,906.63
2022-07-01,860.95
2022-07-02,902.15
2022-07-03,909.54
2022-07-04,899.05
2022-07-05,944.39
2022-07-06,932.13
2022-07-07,997.62
2022-07-08,990.15
2022-07-09,978.23
2022-07-10,997.10
2022-07-11,939.75
2022-07-12,868.41
2022-07-13,835.37
2022-07-14,852.23
2022-07-15,893.15
2022-07-16,914.01
2022-07-17,960.06
2022-07-18,936.79
2022-07-19,1041.24
2022-07-20,1032.06
2022-07-21,971.51
2022-07-22,978.06
2022-07-23,950.52
2022-07-24,958.13
2022-07-25,988.68
2022-07-26,904.58
2022-07-27,896.95
2022-07-28,1009.77
2022-07-29,1113.68
2022-07-30,1159.32
2022-07-31,1118.59
2022-08-01,1106.33
2022-08-02,1074.77
2022-08-03,1049.31
2022-08-04,1041.20
2022-08-05,1054.96
2022-08-06,1115.33
2022-08-07,1088.23
2022-08-08,1127.84
2022-08-09,1142.02
2022-08-10,1068.83
2022-08-11,1115.33
2022-08-12,1077.48
2022-08-13,1084.51
2022-08-14,1067.61
2022-08-15,1024.71
2022-08-16,1000.68
2022-08-17,979.29
2022-08-18,929.31
2022-08-19,895.77
2022-08-20,840.46
2022-08-21,826.05
2022-08-22,842.07
2022-08-23,838.14
2022-08-24,856.00
2022-08-25,854.06
2022-08-26,846.49
2022-08-27,758.10
2022-08-28,767.47
2022-08-29,738.85
2022-08-30,812.47
2022-08-31,783.88
2022-09-01,762.31
2022-09-02,758.76
2022-09-03,749.33
2022-09-04,741.48
2022-09-05,750.88
2022-09-06,739.08
2022-09-07,727.00
2022-09-08,738.22
2022-09-09,725.46
2022-09-10,779.44
2022-09-11,766.68
2022-09-12,751.54
2022-09-13,736.16
2022-09-14,693.15
2022-09-15,702.66
2022-09-16,658.80
2022-09-17,667.40
2022-09-18,687.64
2022-09-19,631.85
2022-09-20,630.48
2022-09-21,606.00
2022-09-22,594.03
2022-09-23,649.13
2022-09-24,672.56
2022-09-25,679.56
2022-09-26,708.68
2022-09-27,718.64
2022-09-28,745.86
2022-09-29,732.02
2022-09-30,737.81
2022-10-01,739.27
2022-10-02,730.15
2022-10-03,756.39
2022-10-04,812.78
2022-10-05,845.91
2022-10-06,839.96
2022-10-07,844.17
2022-10-08,866.43
2022-10-09,877.67
2022-10-10,1017.22
2022-10-11,969.40
2022-10-12,976.93
2022-10-13,916.85
2022-10-14,915.58
2022-10-15,917.02
2022-10-16,969.13
2022-10-17,1000.15
2022-10-18,1093.07
2022-10-19,1106.68
2022-10-20,1091.95
2022-10-21,1051.99
2022-10-22,1015.84
2022-10-23,996.05
2022-10-24,978.24
2022-10-25,925.43
2022-10-26,943.08
2022-10-27,936.84
2022-10-28,905.14
2022-10-29,899.71
2022-10-30,915.07
2022-10-31,909.78
2022-11-01,898.69
2022-11-02,880.57
2022-11-03,836.23
2022-11-04,847.42
2022-11-05,914.26
2022-11-06,897.71
2022-11-07,839.05
2022-11-08,830.56
2022-11-09,711.79
2022-11-10,666.83
2022-11-11,880.91
2022-11-12,780.30
2022-11-13,695.99
2022-11-14,676.10
2022-11-15,697.15
2022-11-16,707.50
2022-11-17,660.22
2022-11-18,651.74
2022-11-19,657.01
2022-11-20,682.51
2022-11-21,658.97
2022-11-22,636.38
2022-11-23,648.10
2022-11-24,664.15
2022-11-25,661.04
2022-11-26,644.91
2022-11-27,639.91
2022-11-28,640.08
2022-11-29,645.81
2022-11-30,645.93
2022-12-01,661.22
2022-12-02,645.19
2022-12-03,645.94
2022-12-04,640.78
2022-12-05,650.18
2022-12-06,637.73
2022-12-07,631.76
2022-12-08,606.37
2022-12-09,621.93
2022-12-10,610.77
2022-12-11,613.04
2022-12-12,601.41
2022-12-13,587.59
2022-12-14,602.83
2022-12-15,606.19
2022-12-16,589.04
2022-12-17,538.84
2022-12-18,553.88
2022-12-19,553.15
2022-12-20,526.71
2022-12-21,557.59
2022-12-22,551.08
2022-12-23,551.24
2022-12-24,553.34
2022-12-25,550.59
2022-12-26,540.22
2022-12-27,548.29
2022-12-28,540.80
2022-12-29,516.88
2022-12-30,520.10
