Date,fully_diluted_market_cap ($),circulating_market_cap ($)
2020-01-28,486442592.36,420372154.59
2020-01-29,532577974.41,460929247.78
2020-01-30,521505945.88,452833391.06
2020-01-31,547467749.75,473028980.95
2020-02-01,545164169.56,472944596.75
2020-02-02,553996842.98,479006349.47
2020-02-03,554560523.35,480355108.20
2020-02-04,559203834.31,483749369.42
2020-02-05,553720184.77,478443848.85
2020-02-06,574433574.28,498557034.83
2020-02-07,573549532.54,496947003.31
2020-02-08,579777910.12,501243760.29
2020-02-09,577356395.20,499263654.98
2020-02-10,589604231.38,509741695.00
2020-02-11,575152959.71,498055175.96
2020-02-12,590230438.95,510517300.09
2020-02-13,612576838.68,529601037.32
2020-02-14,627288745.08,541387188.61
2020-02-15,638926600.06,552569486.29
2020-02-16,604963049.39,522891271.79
2020-02-17,634804319.09,548351130.08
2020-02-18,614396030.54,529312080.89
2020-02-19,636789444.47,551624896.05
2020-02-20,647193940.02,566981942.22
2020-02-21,644680683.25,557496178.68
2020-02-22,632702509.73,546250319.82
2020-02-23,641427018.23,554519758.84
2020-02-24,656920862.07,568182699.91
2020-02-25,635001399.22,547600148.22
2020-02-26,590479586.07,511228614.49
2020-02-27,541730754.36,470387272.03
2020-02-28,566428508.29,490036443.88
2020-02-29,588682641.11,508865340.46
2020-03-01,555713450.82,480757187.04
2020-03-02,548261771.74,474445367.86
2020-03-03,578939712.54,500041391.55
2020-03-04,537709644.39,466254912.00
2020-03-05,547004179.10,471497919.29
2020-03-06,548485882.86,473748917.63
2020-03-07,592840735.29,511462898.17
2020-03-08,615465331.04,531468647.43
2020-03-09,514614033.19,446837152.76
2020-03-10,516321000.15,446449926.59
2020-03-11,504624015.36,437295285.02
2020-03-12,493425516.07,425976096.25
2020-03-13,204453230.46,177230074.90
2020-03-14,318080161.84,271639572.55
2020-03-15,243170792.87,210503481.77
2020-03-16,213305771.87,184297776.28
2020-03-17,205859287.32,175912427.40
2020-03-18,212321012.03,184522891.65
2020-03-19,212278747.51,183310550.95
2020-03-20,271316663.66,233409256.62
2020-03-21,255250863.75,222081950.32
2020-03-22,272366334.84,236949808.26
2020-03-23,256813875.06,223563894.18
2020-03-24,271302155.40,238726410.93
2020-03-25,281030024.78,247053833.88
2020-03-26,282921066.14,247878152.14
2020-03-27,344875062.84,302205510.58
2020-03-28,309509308.35,272525664.35
2020-03-29,311093548.54,274563566.85
2020-03-30,291170189.29,257595941.47
2020-03-31,295331762.56,261546040.42
2020-04-01,293906088.44,258862895.58
2020-04-02,296473658.77,260805272.08
2020-04-03,302521965.86,265921516.25
2020-04-04,300846665.06,265411713.89
2020-04-05,313139018.29,275603998.27
2020-04-06,300216977.84,264740202.67
2020-04-07,326037805.83,287052117.18
2020-04-08,324040447.77,286168687.78
2020-04-09,323167955.77,285373801.96
2020-04-10,329590151.24,290887320.57
2020-04-11,300412607.06,265263270.11
2020-04-12,299122357.50,263891242.18
2020-04-13,291407116.67,262371331.00
2020-04-14,298644125.90,264101839.96
2020-04-15,293149168.31,258856316.33
2020-04-16,285307400.46,251206232.86
2020-04-17,295496564.45,261238526.91
2020-04-18,300286077.14,266263663.44
2020-04-19,319619443.29,282330846.03
2020-04-20,318569839.75,281199317.17
2020-04-21,301005652.75,265497325.55
2020-04-22,313102393.63,276134647.33
2020-04-23,331235674.07,292189705.78
2020-04-24,332338520.68,288256747.46
2020-04-25,338615222.40,298880492.53
2020-04-26,334016925.17,294783060.00
2020-04-27,346900988.93,305209675.11
2020-04-28,340763411.46,300117046.79
2020-04-29,337461627.95,297637362.31
2020-04-30,347902766.74,306083559.49
2020-05-01,337242267.59,298767695.16
2020-05-02,349956524.88,309697531.73
2020-05-03,355313746.63,313967440.97
2020-05-04,353918202.58,312205175.37
2020-05-05,352435884.10,309718374.02
2020-05-06,341811836.42,299260561.23
2020-05-07,329249730.17,294916816.18
2020-05-08,345985711.20,308572861.19
2020-05-09,340618416.85,299343365.51
2020-05-10,340739571.17,303683510.16
2020-05-11,330971248.32,291855220.85
2020-05-12,321146777.03,283608785.94
2020-05-13,321933171.69,284618453.25
2020-05-14,329756922.55,291311915.95
2020-05-15,330007205.91,291284141.10
2020-05-16,324530874.01,285277091.84
2020-05-17,333316107.51,293487522.64
2020-05-18,344189466.59,302395156.63
2020-05-19,328701043.10,290131243.51
2020-05-20,333387405.29,293766567.95
2020-05-21,331872685.06,292107504.22
2020-05-22,316588210.34,280494191.14
2020-05-23,331889383.02,293507928.31
2020-05-24,338991037.21,299735437.77
2020-05-25,325613497.69,287383445.07
2020-05-26,346597095.09,305305786.52
2020-05-27,340351542.33,300414672.48
2020-05-28,347095736.19,306367502.24
2020-05-29,353391785.45,312071841.56
2020-05-30,494381210.68,435986171.51
2020-05-31,513489931.28,452755874.60
2020-06-01,462316359.36,407971618.42
2020-06-02,463237077.82,411403606.69
2020-06-03,446111276.41,394130020.62
2020-06-04,426854754.05,376646233.78
2020-06-05,434652910.12,382942948.88
2020-06-06,481283828.98,423445610.38
2020-06-07,497777536.90,439368291.65
2020-06-08,545425069.30,482115701.80
2020-06-09,558572122.78,493629440.94
2020-06-10,700444124.58,621680659.87
2020-06-11,671922732.38,593354124.13
2020-06-12,613823074.69,545056055.52
2020-06-13,594510847.65,529750310.58
2020-06-14,553739809.28,490734839.62
2020-06-15,510796494.87,451346408.19
2020-06-16,552584465.81,492057096.26
2020-06-17,543991658.16,483141401.91
2020-06-18,543077561.33,482131914.50
2020-06-19,528188227.89,471499207.80
2020-06-20,518489717.49,464961781.38
2020-06-21,523218107.34,469615863.67
2020-06-22,514014651.80,461381904.31
2020-06-23,525922905.11,470463017.94
2020-06-24,505347666.69,453305522.46
2020-06-25,486267893.71,436447553.04
2020-06-26,465271435.31,417772704.31
2020-06-27,457578176.02,409391701.93
2020-06-28,444678308.05,399198193.68
2020-06-29,451862048.59,405358451.55
2020-06-30,455485416.49,408730110.63
2020-07-01,457474811.78,409359363.39
2020-07-02,448539660.49,402434993.75
2020-07-03,442488278.29,398622324.28
2020-07-04,447736089.61,401901381.58
2020-07-05,492976221.52,447316114.77
2020-07-06,471909852.19,423311229.47
2020-07-07,468708964.96,420237880.14
2020-07-08,460731176.37,413006409.39
2020-07-09,462393916.67,414775272.14
2020-07-10,455818320.98,408796967.42
2020-07-11,453219233.50,406405009.28
2020-07-12,474523958.09,425760485.72
2020-07-13,463592319.71,414172604.12
2020-07-14,451444170.59,404867912.96
2020-07-15,466072976.62,418629703.88
2020-07-16,460975432.80,414010811.58
2020-07-17,445755627.21,399532253.85
2020-07-18,451808329.48,405414051.23
2020-07-19,456864031.73,410124909.66
2020-07-20,469349639.40,420747609.85
2020-07-21,453959415.81,407178706.46
2020-07-22,460245612.29,412975951.67
2020-07-23,498652131.06,449001201.28
2020-07-24,531362142.31,476775440.30
2020-07-25,518220553.43,465253728.90
2020-07-26,528609272.98,476538326.23
2020-07-27,523345117.74,469052321.81
2020-07-28,512676085.29,459720239.49
2020-07-29,517820902.29,464987149.57
2020-07-30,549091397.18,492908539.19
2020-07-31,571292273.28,512517429.51
2020-08-01,560372496.68,503147257.69
2020-08-02,597357961.37,535870038.54
2020-08-03,570824805.83,512299139.51
2020-08-04,596359505.81,534758535.19
2020-08-05,587672945.00,526655540.82
2020-08-06,596949973.39,535586563.14
2020-08-07,589411330.34,528861689.97
2020-08-08,584549277.10,522795075.36
2020-08-09,584827052.93,527050174.66
2020-08-10,597549134.10,536012263.24
2020-08-11,628137905.59,566636000.66
2020-08-12,595282000.13,533180987.85
2020-08-13,725147885.95,652708816.22
2020-08-14,797674205.00,713409554.17
2020-08-15,731747488.25,656390587.68
2020-08-16,697759358.26,625489008.34
2020-08-17,698326244.04,626411133.73
2020-08-18,693777347.91,622537158.67
2020-08-19,673568002.54,606487342.22
2020-08-20,655802934.43,585098657.39
2020-08-21,663684250.85,595591264.56
2020-08-22,607636266.53,540929295.14
2020-08-23,643141985.32,576909866.43
2020-08-24,639653360.93,574284970.86
2020-08-25,683170956.14,610019326.06
2020-08-26,640269544.70,575725732.32
2020-08-27,645066149.03,578751747.93
2020-08-28,617908731.86,555537585.62
2020-08-29,635202699.79,569849756.81
2020-08-30,635706543.65,571220755.89
2020-08-31,679974258.28,609247130.05
2020-09-01,684493082.54,614883659.82
2020-09-02,723604273.05,651490283.36
2020-09-03,667346378.86,596859230.25
2020-09-04,571236236.41,514089205.69
2020-09-05,590585136.60,531206760.48
2020-09-06,514109657.71,461899044.34
2020-09-07,550069651.73,492278089.92
2020-09-08,530063668.91,474332380.19
2020-09-09,511724353.66,457818891.22
2020-09-10,526807485.27,472345385.00
2020-09-11,537742350.70,480252846.71
2020-09-12,527687380.68,474118130.79
2020-09-13,517038268.35,462282777.83
2020-09-14,500403385.61,449250354.35
2020-09-15,486537979.61,436990580.02
2020-09-16,458470660.84,410842418.28
2020-09-17,477910079.29,428609114.09
2020-09-18,507678082.93,455820524.31
2020-09-19,498650052.73,447126023.70
2020-09-20,515823459.69,462741474.97
2020-09-21,477532503.02,428655630.92
2020-09-22,456074925.00,411305246.79
2020-09-23,463037839.44,414692925.09
2020-09-24,437936393.17,392306486.42
2020-09-25,487178893.65,437617464.00
2020-09-26,506841171.00,453457424.28
2020-09-27,529950075.80,474045016.74
2020-09-28,504657664.49,452973329.27
2020-09-29,516815300.84,457865983.75
2020-09-30,529063865.76,480113556.75
2020-10-01,576436486.99,524004281.15
2020-10-02,578884006.14,524281030.61
2020-10-03,556732531.11,505639050.96
2020-10-04,561344219.96,508716189.92
2020-10-05,573230710.22,519677988.64
2020-10-06,567707270.45,514084787.35
2020-10-07,522515040.41,474101046.83
2020-10-08,525043935.07,476895610.25
2020-10-09,533334037.87,485579484.09
2020-10-10,570077251.12,519398117.69
2020-10-11,590149537.74,535390945.27
2020-10-12,592608934.02,536393576.06
2020-10-13,594778912.46,538885397.12
2020-10-14,581564648.29,527336806.88
2020-10-15,580353976.04,525212961.19
2020-10-16,562078504.69,508462515.34
2020-10-17,546087617.61,496626779.72
2020-10-18,558118698.22,504964874.20
2020-10-19,577699465.15,523001384.83
2020-10-20,575912888.66,519601626.25
2020-10-21,555462845.38,502387617.01
2020-10-22,571064159.50,515236117.98
2020-10-23,598533130.05,541981027.47
2020-10-24,596774541.37,540845476.67
2020-10-25,603377010.96,545330926.93
2020-10-26,586772112.34,530922179.92
2020-10-27,573933861.40,517425257.62
2020-10-28,588497394.22,531708576.24
2020-10-29,547585393.54,493933718.48
2020-10-30,536840738.59,485964405.96
2020-10-31,521377442.42,473725667.33
2020-11-01,526478393.12,476554395.83
2020-11-02,541872142.08,489743896.02
2020-11-03,526353857.88,476964392.95
2020-11-04,524280523.44,472695601.40
2020-11-05,523899148.39,473459553.49
2020-11-06,534506399.47,485172793.64
2020-11-07,542372601.10,490918809.28
2020-11-08,523666903.39,474403904.79
2020-11-09,537545199.78,487922557.55
2020-11-10,525453514.14,475312297.16
2020-11-11,555038094.98,501535492.91
2020-11-12,548015312.32,496229742.22
2020-11-13,535394679.29,485747100.64
2020-11-14,559325040.59,503628317.43
2020-11-15,533848084.88,485061028.04
2020-11-16,518326126.13,469154561.56
2020-11-17,520823192.20,470278222.57
2020-11-18,527903209.00,477949613.01
2020-11-19,514201082.62,464808718.60
2020-11-20,511976932.24,463105582.29
2020-11-21,519585096.26,470372896.64
2020-11-22,551914588.66,498019817.25
2020-11-23,564816781.74,512948697.34
2020-11-24,604256996.02,544633271.58
2020-11-25,602501556.43,544298718.42
2020-11-26,568292841.58,513390922.37
2020-11-27,529409690.90,477009313.83
2020-11-28,518078710.26,467004096.25
2020-11-29,533653274.88,482424228.84
2020-11-30,547477724.40,494180321.28
2020-12-01,570696034.42,515881439.21
2020-12-02,532586554.29,481453726.87
2020-12-03,562865419.29,508545504.24
2020-12-04,593890413.41,535233085.58
2020-12-05,529713198.71,477365937.68
2020-12-06,536328446.93,483628024.55
2020-12-07,532201310.85,480020228.42
2020-12-08,521793870.86,469562972.10
2020-12-09,504784549.39,457371781.27
2020-12-10,511038709.58,460311540.29
2020-12-11,527470463.21,476946514.83
2020-12-12,505803846.05,457101705.53
2020-12-13,516502389.62,465336525.28
2020-12-14,528569737.63,475895472.47
2020-12-15,542163677.36,487477250.38
2020-12-16,532175123.14,479149344.73
2020-12-17,541262645.08,487639241.77
2020-12-18,540727396.59,487145858.53
2020-12-19,572854574.85,515723147.20
2020-12-20,570557662.95,512930265.62
2020-12-21,548993095.80,494522589.48
2020-12-22,529073706.82,475962630.38
2020-12-23,551755470.97,494141617.43
2020-12-24,523812477.78,473152412.05
2020-12-25,530687194.28,476370064.79
2020-12-26,538729638.84,484665590.29
2020-12-27,547302345.05,491757945.16
2020-12-28,571770120.16,515131462.10
2020-12-29,588242171.76,528027201.89
2020-12-30,570820855.35,512417309.58
2020-12-31,579613919.65,519426747.35
2021-01-01,590503801.63,529774890.12
2021-01-02,585137224.05,525219180.21
2021-01-03,613771594.50,550350781.70
2021-01-04,681633281.10,618240722.06
2021-01-05,675567847.32,601664181.62
2021-01-06,773485396.49,693892078.58
2021-01-07,1028923531.30,919199266.65
2021-01-08,1075205873.61,961687240.97
2021-01-09,1048689650.42,939483103.49
2021-01-10,1583221514.36,1388515711.43
2021-01-11,1528944774.67,1382295963.48
2021-01-12,1413053084.94,1250385835.19
2021-01-13,1494622582.62,1342195383.61
2021-01-14,1557717629.57,1405384543.39
2021-01-15,1594854756.05,1415682351.87
2021-01-16,1478839264.10,1331425622.85
2021-01-17,1497182514.39,1344002663.69
2021-01-18,1454608147.08,1316320952.37
2021-01-19,1427489858.79,1281695671.29
2021-01-20,1428326659.50,1292089454.31
2021-01-21,1426293268.65,1272429909.83
2021-01-22,1170187133.10,1059768940.88
2021-01-23,1416010674.10,1252488406.67
2021-01-24,1386475593.27,1241803770.34
2021-01-25,1450032855.20,1309596278.92
2021-01-26,1379549346.33,1240755883.57
2021-01-27,1478285433.34,1326621136.45
2021-01-28,1340210967.74,1202283178.03
2021-01-29,1411245974.02,1267325141.32
2021-01-30,1409140568.30,1266073430.54
2021-01-31,1585657145.12,1417867566.82
2021-02-01,1486991759.51,1338454552.24
2021-02-02,1483959401.08,1323700969.65
2021-02-03,1705748527.51,1541070737.95
2021-02-04,1769381157.30,1581591550.98
2021-02-05,2087458110.16,1898354456.70
2021-02-06,2738410277.37,2416571725.35
2021-02-07,2566497619.44,2315240029.15
2021-02-08,2468508080.35,2205080689.33
2021-02-09,2517390401.91,2244844932.03
2021-02-10,2581162539.15,2321049590.48
2021-02-11,2528330621.38,2267009637.22
2021-02-12,2542396425.87,2271078422.52
2021-02-13,2755226858.71,2452028575.29
2021-02-14,2615703080.81,2354080104.64
2021-02-15,2536905796.11,2277439941.40
2021-02-16,2480991383.36,2223108863.79
2021-02-17,2499470318.28,2246847761.10
2021-02-18,2617841967.46,2345262980.24
2021-02-19,2643856074.72,2367986008.38
2021-02-20,2590434597.47,2318190798.58
2021-02-21,2637944319.91,2336042811.07
2021-02-22,2638696253.73,2366198933.35
2021-02-23,2409895225.72,2160580454.15
2021-02-24,2235265429.72,1982788606.56
2021-02-25,2248302263.97,2011496737.20
2021-02-26,2041656359.25,1833762236.16
2021-02-27,1971666600.85,1773620172.38
2021-02-28,2009566247.08,1791968838.58
2021-03-01,2032215228.56,1842414279.21
2021-03-02,2190839634.35,1959551205.37
2021-03-03,2186384025.76,1953752918.80
2021-03-04,2218325332.03,1995892756.99
2021-03-05,2217020784.06,1982026405.00
2021-03-06,2084176626.78,1868843240.92
2021-03-07,2259634016.59,2023271305.36
2021-03-08,2263267807.40,2029726150.93
2021-03-09,2211220214.74,1980270407.73
2021-03-10,2279590864.12,2044866344.79
2021-03-11,2274094730.37,2045801729.66
2021-03-12,2243383816.19,2009342253.66
2021-03-13,2145670263.19,1918017110.39
2021-03-14,2193011270.16,1968385283.67
2021-03-15,2071560207.20,1873600451.95
2021-03-16,2008315211.15,1823786335.60
2021-03-17,2087647953.43,1860362319.64
2021-03-18,2140216965.19,1922693751.68
2021-03-19,2129443845.77,1915432090.15
2021-03-20,2117211959.98,1895287743.77
2021-03-21,2161495823.81,1939006073.95
2021-03-22,2116224188.94,1901120762.48
