id,type,user,pool,timestamp
15251415:231:0x8318075668522cf3df9d57b67bf536fca2fb9f9de4bf9262370721dcb6ec150e:367:367,borrow,0xd0ed2d0b2b136f0dfeefc1387dc52ef5d2293dae,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659286247
15251090:29:0xb82097440d52a1705e682bc9fc109b75ab723c2afc92d32aa6b462e53f66e1cb:64:64,borrow,0x4aa01d56d056141766e4e7b61eff5b5375aa6bb1,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659281765
15250854:221:0x5fc311a812a6d69a1eec59dc602844c6d09b9622260e0147bdd9c5fe5b0f6d88:376:376,redeemUnderlying,0xac9d1af08982ec5b1a631cde697fdba98acb0157,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659278863
15250854:221:0x5fc311a812a6d69a1eec59dc602844c6d09b9622260e0147bdd9c5fe5b0f6d88:372:372,usageAsCollateral,0xac9d1af08982ec5b1a631cde697fdba98acb0157,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659278863
15250763:39:0xe41c8ec3448ff9ccfa5dc68be6580a24dd920726b741f8e5220e44e48a8e967f:94:94,repay,0x388e72eaf4689a7a698360b8e86bf71326107d7d,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659277553
15250619:168:0x8ec04856b1db840e6f8080da65dffba53686f0b0c1efe23c03ab333f24d52a95:300:300,redeemUnderlying,0x341c7fa362660d6a91364ca0abb9df128c74ad4b,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659275714
15250619:168:0x8ec04856b1db840e6f8080da65dffba53686f0b0c1efe23c03ab333f24d52a95:294:294,usageAsCollateral,0x341c7fa362660d6a91364ca0abb9df128c74ad4b,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659275714
15250531:121:0x4490638639702909e533f5dd8af3f1f251395c748669e37823dc0e56117f824f:241:241,borrow,0x573c8dc186f4c44e99ef5e7cda3df4ab28187e03,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659274577
15250362:63:0xce1e988d1498da79e04f1188f3aaa96e6ac4ca54def55e7edf42cc2084a759c9:117:117,redeemUnderlying,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659272295
15250362:63:0xce1e988d1498da79e04f1188f3aaa96e6ac4ca54def55e7edf42cc2084a759c9:110:110,deposit,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659272295
15250235:119:0x8e8c2fe9178ab1c84dc6f937b56f98c1fc084704ef463b27210483f999449821:295:295,deposit,0x20ea52ff19ff510dc2f82aceadd68df80358bc3a,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659270487
15250235:119:0x8e8c2fe9178ab1c84dc6f937b56f98c1fc084704ef463b27210483f999449821:294:294,usageAsCollateral,0x20ea52ff19ff510dc2f82aceadd68df80358bc3a,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659270487
15249973:228:0xfb256009fdc7f9b042ac870e5e56b2376a73e3e4ce3ce9614b3788f3fb22817a:339:339,repay,0x5713e8fc4f69dbc6d76dd55dd1275f04bb1acfc7,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659266998
15249957:278:0x0927d887d4c2df53b7f8d6e0ec14b0e4096dcc69bc9e516760d3827ddb345e79:446:446,borrow,0x403615b70c893e6247ae4bc7627a775c1a4dbe85,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659266764
15249561:76:0x1e29c6385a7c6645464772a01af51010f40d266c548f2bc01d1854ddf5b9dd4d:159:159,borrow,0x4cc4034276745f26758ff00f896e9e0cfe41ea6b,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659261589
15249335:68:0xde7253f5cbfbca0b4f5fc9c4a32f6f5d5907bd453ccc9a7f678e846f85c5d25b:125:125,borrow,0xa3e2330e4fa9bb23d7eaaa3628b2c1906eead200,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659258647
15249184:128:0x44163caf9986916c8233b82bc1b0826240fc146e00f57a5b6ab9f223f065f877:200:200,redeemUnderlying,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659256773
15249184:128:0x44163caf9986916c8233b82bc1b0826240fc146e00f57a5b6ab9f223f065f877:193:193,deposit,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659256773
15249168:214:0xd7827bee14c0cde22db6ce01adc3f7cea0bd0512377e96f27bad7dff2156551d:512:512,repay,0xea9f2e31ad16636f4e1af0012db569900401248a,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659256558
15248899:117:0x37422261a95721a50fe6a4c7814085da62f7db9825fe6c6343ab5998b0f7b317:190:190,repay,0x8c57d1fab10d4b78f49ef5c6abaeb76a63710f61,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659252796
15248886:76:0xdaec77c16ab3d6c88620098ede71a6a38b3e5055ca4c5b130aae410b12d5439e:78:78,redeemUnderlying,0x8c57d1fab10d4b78f49ef5c6abaeb76a63710f61,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659252608
15248886:76:0xdaec77c16ab3d6c88620098ede71a6a38b3e5055ca4c5b130aae410b12d5439e:74:74,usageAsCollateral,0x8c57d1fab10d4b78f49ef5c6abaeb76a63710f61,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659252608
15248629:109:0x181284d540f2b9c9ca0b2b7906b5660edb791c272a3315a39a3b45abfb38c1e9:561:561,deposit,0x1f49dbc9b833deb00a351d8db5b847fc1972387c,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659249068
15248629:109:0x181284d540f2b9c9ca0b2b7906b5660edb791c272a3315a39a3b45abfb38c1e9:560:560,usageAsCollateral,0x1f49dbc9b833deb00a351d8db5b847fc1972387c,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659249068
15248457:6:0xd31b531094b2c433a296b3ebb06538f88b285d1032bc41665d8e882adff1cfb8:41:41,redeemUnderlying,0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659246556
15248457:6:0xd31b531094b2c433a296b3ebb06538f88b285d1032bc41665d8e882adff1cfb8:37:37,usageAsCollateral,0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659246556
15248457:6:0xd31b531094b2c433a296b3ebb06538f88b285d1032bc41665d8e882adff1cfb8:30:30,usageAsCollateral,0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659246556
15248457:6:0xd31b531094b2c433a296b3ebb06538f88b285d1032bc41665d8e882adff1cfb8:29:29,usageAsCollateral,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659246556
15248457:6:0xd31b531094b2c433a296b3ebb06538f88b285d1032bc41665d8e882adff1cfb8:25:25,usageAsCollateral,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659246556
15248457:6:0xd31b531094b2c433a296b3ebb06538f88b285d1032bc41665d8e882adff1cfb8:24:24,usageAsCollateral,0x2004a051fa0bf59c2f72212c3c3e1c8b94f7c235,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659246556
15248438:244:0x58424f837459daa6bc89921da9765860dbc1f6e3b3ebe5b24d51f2b66fabca63:370:370,deposit,0x358b5b705a2c94bd51e9f7477a78f7f2fde375e6,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659246291
15248438:244:0x58424f837459daa6bc89921da9765860dbc1f6e3b3ebe5b24d51f2b66fabca63:369:369,usageAsCollateral,0x358b5b705a2c94bd51e9f7477a78f7f2fde375e6,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659246291
15248387:121:0x06ba8c19e7af68cd1112f74e1755dc389e842518ed1aa1676f1528eabdb35ee4:181:181,deposit,0x2004a051fa0bf59c2f72212c3c3e1c8b94f7c235,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659245459
15248387:121:0x06ba8c19e7af68cd1112f74e1755dc389e842518ed1aa1676f1528eabdb35ee4:180:180,usageAsCollateral,0x2004a051fa0bf59c2f72212c3c3e1c8b94f7c235,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659245459
15248267:255:0x5f9feaad3f6e1be0b23b9dc7aeae8e8168f7bbf6cdbe908a6a1b892a2d0a931f:625:625,borrow,0x81aae71247d1df3c31c57b7d1706f08464febac6,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659243756
15248263:107:0x15e017b0cd4282b76f184f03909c67e4e2e636dc283bceb27218f8d33f0d774d:164:164,deposit,0x7bad5df5e11151dc5ee1a648800057c5c934c0d5,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659243699
15248254:168:0x854b4f9f6ead91f47fe18af563a8091a10ff9fa9e8bf3a84413d94e47a619545:436:436,redeemUnderlying,0xe91ed00c61f7d9382bad92c3b20c3a4c29090bc7,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659243555
15248254:168:0x854b4f9f6ead91f47fe18af563a8091a10ff9fa9e8bf3a84413d94e47a619545:430:430,usageAsCollateral,0xe91ed00c61f7d9382bad92c3b20c3a4c29090bc7,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659243555
15248210:186:0x6b36f625bba38eadfb549ab420f0b70d0017751ebf3de583f23173892c999990:206:206,redeemUnderlying,0x44e8c2295b14ab968e9372b2663574b6bdf94aa9,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659242948
15248210:186:0x6b36f625bba38eadfb549ab420f0b70d0017751ebf3de583f23173892c999990:202:202,usageAsCollateral,0x44e8c2295b14ab968e9372b2663574b6bdf94aa9,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659242948
15248210:185:0xe08d1debfe0faa3d96982e42dbe31452ce1de74afb11043953117ee5ebd45b30:196:196,usageAsCollateral,0x369c7e4845c1018cb3f4c17dffb6c3ebb77a31eb,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659242948
15247984:184:0xc84a904fc26b4001063c23130ce30f30ea096ccd9fe110cccc34525a2e102fc3:425:425,repay,0x74394656b46c87c81d24675825d1d10f0b84a6a6,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659240098
15247590:140:0xb410e4341a187ff0abdd512994eebf90e7c894cbb132d0eb812986248a497f0f:372:372,repay,0x5fc9f68333645f713a13f3b3fb9a0f3dedf0f8a7,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659234692
15247531:351:0x05ff17a3ad23c55df61abdfc911dc79bdf25e0649aa1e3ff95e9c24118bac730:392:392,borrow,0x5fc9f68333645f713a13f3b3fb9a0f3dedf0f8a7,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659233808
15247326:136:0xd929a0cbcb3a6a2f76c9e25a2b61a4ddc9d671f7307a743dd6f62085138e4eb4:365:365,redeemUnderlying,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659231184
15247326:136:0xd929a0cbcb3a6a2f76c9e25a2b61a4ddc9d671f7307a743dd6f62085138e4eb4:358:358,deposit,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659231184
15247322:107:0xc6d56e024d792dcedae2578e1449fd0bc7fae301eebcf8fd457282caae1b7b72:154:154,redeemUnderlying,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659231127
15247322:107:0xc6d56e024d792dcedae2578e1449fd0bc7fae301eebcf8fd457282caae1b7b72:147:147,deposit,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659231127
15247033:305:0x080ec73dcac73d7728b30701fe97dd361bf55becdddb0b5efa82b66d585473a5:545:545,redeemUnderlying,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659227489
15247033:305:0x080ec73dcac73d7728b30701fe97dd361bf55becdddb0b5efa82b66d585473a5:538:538,deposit,0xdebf20617708857ebe4f679508e7b7863a8a8eee,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659227489
15246985:45:0x5d82e64112d0ede58b7158604ce5a639b8639b0e5f78b75c56dc301892d8a75a:107:107,borrow,0xd63a6edbe712a5839a090b4d7940696a629a0693,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659226858
15246539:236:0x8738dbccbb32b42943e48a6ea822edd84f4bc378619c302764965a0958ec7fa0:434:434,deposit,0x6f508fb404f829f2ffe4c19f5d948d6915f0b0e2,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659220872
15246539:236:0x8738dbccbb32b42943e48a6ea822edd84f4bc378619c302764965a0958ec7fa0:433:433,usageAsCollateral,0x6f508fb404f829f2ffe4c19f5d948d6915f0b0e2,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659220872
15246539:234:0x98547ff5544221f48a58339f50dfdf5b39996dafa869fbe64fe39f286a322b84:418:418,redeemUnderlying,0xd37f0f2e3ca699e87f7ef53888006980f511d9c4,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659220872
15246539:234:0x98547ff5544221f48a58339f50dfdf5b39996dafa869fbe64fe39f286a322b84:412:412,usageAsCollateral,0xd37f0f2e3ca699e87f7ef53888006980f511d9c4,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659220872
15246265:159:0x63e19a2d6b6230ff6630e62817b61571f4192bb8c9a383d1e22048f11e1f4d7c:221:221,deposit,0xb5c36bfd8107a6a8a375aac7d7b5cff4315e4618,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659217184
15246265:159:0x63e19a2d6b6230ff6630e62817b61571f4192bb8c9a383d1e22048f11e1f4d7c:220:220,usageAsCollateral,0xb5c36bfd8107a6a8a375aac7d7b5cff4315e4618,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659217184
15246240:67:0xb08e8598d79383d89673ec4ec88394e72a049917f353f2de8a34a65fb34f8787:92:92,borrow,0xcd1eed835506a92bbd23106596a7f05aa34a4b29,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659216760
15245855:194:0xf86d26ed6393733c32da4204c0b462462cec0bd3435609138f0dfcb6b30931af:304:304,deposit,0xadaed25f0a9dd53864f76e5ff94c13d7365d3b02,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1659211669
