Date,fully_diluted_market_cap,circulating_market_cap
2022-09-21,1184874408.62,1046383776.64
2022-09-22,1151566444.85,1014860344.86
2022-09-23,1231198187.29,1084032377.33
2022-09-24,1235287399.61,1091475081.53
2022-09-25,1200876231.76,1059519409.31
2022-09-26,1181725859.90,1038167493.22
2022-09-27,1218601035.89,1072389645.59
2022-09-28,1228142067.60,1084306596.20
2022-09-29,1232579524.58,1085742734.02
2022-09-30,1229180738.16,1083423883.36
2022-10-01,1193443562.53,1052046111.31
2022-10-02,1192271624.76,1050640793.08
2022-10-03,1166654126.38,1032677438.64
2022-10-04,1212213551.81,1072921339.10
2022-10-05,1263816534.16,1115159715.40
2022-10-06,1259581104.61,1110848271.64
2022-10-07,1238719715.45,1093712830.40
2022-10-08,1207907691.06,1065132521.60
2022-10-09,1194181508.56,1054170546.17
2022-10-10,1207310484.25,1063225289.05
2022-10-11,1182596770.26,1044927540.38
2022-10-12,1142729776.53,1007301959.19
2022-10-13,1145386017.19,1011774521.77
2022-10-14,1137075487.70,1003748391.28
2022-10-15,1168332523.87,1029440269.58
2022-10-16,1150822718.33,1015945320.31
2022-10-17,1214003238.89,1070207622.65
2022-10-18,1265856874.45,1117880891.58
2022-10-19,1322134945.43,1167727086.06
2022-10-20,1323139870.60,1168514298.21
2022-10-21,1292862528.71,1142868950.94
2022-10-22,1312394454.48,1157357246.11
2022-10-23,1313034861.58,1159238841.74
2022-10-24,1423677838.86,1255485570.86
2022-10-25,1359033748.67,1197964052.57
2022-10-26,1316427935.56,1160984588.22
2022-10-27,1336692535.13,1180373462.44
2022-10-28,1307376233.82,1155431029.38
2022-10-29,1346034636.06,1189839460.07
2022-10-30,1364178052.66,1203472933.20
2022-10-31,1342092860.16,1182474973.23
2022-11-01,1342822427.20,1187829605.84
2022-11-02,1349573225.97,1194673088.06
2022-11-03,1286521421.82,1138714482.39
2022-11-04,1339534013.24,1182932032.22
2022-11-05,1512219008.67,1339047443.79
2022-11-06,1539259329.46,1364735360.13
2022-11-07,1391495715.68,1233205780.16
2022-11-08,1398946820.45,1238246640.36
2022-11-09,1156556368.63,1028717493.25
2022-11-10,922892715.37,816584863.11
2022-11-11,1089698838.80,964259746.58
2022-11-12,1026264817.69,902250258.91
2022-11-13,924676130.76,816860932.22
2022-11-14,909608139.40,800786184.38
2022-11-15,943688182.11,837662149.35
2022-11-16,977955142.41,865697101.70
2022-11-17,936388755.01,827088058.34
2022-11-18,939114583.56,832051305.96
2022-11-19,934456006.05,828028832.58
2022-11-20,938943059.11,831736778.56
2022-11-21,900172196.52,798339556.22
2022-11-22,897417027.22,793150895.12
2022-11-23,916143652.76,815185294.67
2022-11-24,935421101.45,830974604.84
2022-11-25,931447284.74,826199001.96
2022-11-26,945765019.52,838919257.73
2022-11-27,987690002.47,874867161.98
2022-11-28,986792711.34,875730725.62
2022-11-29,963703609.51,854443971.96
2022-11-30,986412352.28,874909504.95
2022-12-01,1048262623.69,931441058.44
2022-12-02,1017425030.72,901913291.47
2022-12-03,1048445177.02,929422684.29
2022-12-04,1005993391.07,895224369.37
2022-12-05,1032296132.97,915060363.78
2022-12-06,1029684431.10,914757814.07
2022-12-07,1022768785.74,907456368.51
2022-12-08,982516183.79,872479838.05
2022-12-09,1005601228.92,892619957.11
2022-12-10,984084175.44,873300591.63
2022-12-11,980418736.44,869945683.26
2022-12-12,956069668.68,847592333.27
2022-12-13,961221789.88,853942427.35
2022-12-14,989544193.67,879824777.88
2022-12-15,1002190335.68,890657047.79
2022-12-16,971642919.20,863803697.72
2022-12-17,876640153.67,776601847.43
2022-12-18,891497423.41,790982009.45
2022-12-19,895733352.81,795502376.43
2022-12-20,858965783.24,763906808.55
2022-12-21,892295024.25,792385399.94
2022-12-22,895363673.31,794493147.01
2022-12-23,890250823.92,790418453.03
2022-12-24,872961761.74,774313173.19
2022-12-25,871086353.36,774653910.25
2022-12-26,871268683.38,773590301.14
2022-12-27,895419668.13,794852913.50
2022-12-28,918345014.61,814976746.12
2022-12-29,859554156.41,763161982.37
2022-12-30,872078266.07,775425353.04
