Date,total_value_locked,total_borrowed
2022-12-19,3649021565.57,1867849269.56
2022-12-20,3594698980.64,1874036117.72
2022-12-21,3687860127.16,1825259185.38
2022-12-22,3711816471.43,1820401834.27
2022-12-23,3725999477.42,1836113766.74
2022-12-24,3716957888.09,1790388529.88
2022-12-25,3728137243.10,1805664369.68
2022-12-26,3717868965.02,1817454641.23
2022-12-27,3729778094.86,1823202086.21
2022-12-28,3700490869.18,1790797857.48
2022-12-29,3666078628.58,1780807198.97
2022-12-30,3679263320.32,1779202020.53
