date,totalBorrow,totalValueLocked,utilizationRate,liquidity
07/04/2022,285218597.4107530385604921207318154,385192727.5475902931141191840555034,0.740456859678158,99974130.1368373
08/04/2022,311563390.1857965757918478634861284,417446632.0825408555114065550160281,0.7463550217939997,105883241.89674431
09/04/2022,325341536.5051609424020756979141874,430501318.4532167258970595155326613,0.7557271547369635,105159781.9480558
10/04/2022,333412267.5482586692501111445748155,439167302.1207050968334701981160666,0.7591919205693058,105755034.5724464
11/04/2022,333845155.2300715810268296400229023,438438066.4010706688199789201740051,0.7614419933251863,104592911.17099905
12/04/2022,326888175.3867006130921122228858827,430922293.1179473468872979844197671,0.7585780095559558,104034117.73124671
13/04/2022,355608802.6635711659806173170354884,466379529.6874983481775314783687162,0.7624880167914959,110770727.02392715
14/04/2022,336671108.862521130520035051702511,448785404.7079732677580007366697807,0.7501828386812057,112114295.84545213
15/04/2022,334530489.0652139029584210068437966,446485010.2134107732091079435966059,0.7492535727130349,111954521.14819688
16/04/2022,333494633.6943225544729343779211542,450785141.2889581798464135139354202,0.739808399054016,117290507.59463567
17/04/2022,335308670.7000429079601620659257657,452303973.4907890074617725297909457,0.7413347888858892,116995302.7907461
18/04/2022,301226094.930835838481723432660841,418750298.2497235563467601781801687,0.7193453859970707,117524203.31888771
19/04/2022,318879841.2078315697376587662861277,437582330.9172091890667878621557743,0.7287310722520096,118702489.70937765
20/04/2022,308675401.7473763810599256280064212,421537090.8569586437630744015585714,0.7322615457630515,112861689.10958225
21/04/2022,305713922.3306110913004247952341723,411356548.1948374217358669057957172,0.7431847716346814,105642625.86422634
22/04/2022,305233010.7761378848208040283532111,408485451.5982997311135283745281093,0.7472310447822283,103252440.82216185
23/04/2022,298817702.3884558801295620110099555,399263759.686940450538358083731053,0.7484218017251465,100446057.29848456
24/04/2022,292850658.4716569455199691674070842,393052957.642627657882860787431882,0.7450666704763055,100202299.17097074
25/04/2022,270724561.7405193195960214145508962,369084750.6232730321332394053771962,0.7335024307651483,98360188.88275367
26/04/2022,253373033.077524831115502319144274,348778501.7291128585447186260216204,0.7264582874844535,95405468.65158802
27/04/2022,249616743.9443008461580148425256728,340926863.951439433535748197250696,0.73217094438136,91310120.00713858
27/04/2022,252184574.9658017152692397250227923,344220494.1693393453171688944488471,0.7326251029136558,92035919.20353764
29/04/2022,251548688.8916672722963145998483668,338643194.4110028104760098495042797,0.7428133594392241,87094505.51933554
30/04/2022,242180418.4994731856786313011634231,324413059.1635329733522049121227957,0.7465187102020846,82232640.66405979
01/05/2022,219390693.4200870355100911203309363,290918675.9392274560810778503695016,0.7541306611264705,71527982.51914042
02/05/2022,222329292.5978364062219923895438327,295343175.5220335860985719956806908,0.7527829014666022,73013882.92419717
03/05/2022,216025941.2190356751968306583249634,290661302.5151452971031091112102624,0.7432222292741545,74635361.29610962
04/05/2022,216133409.8005263863187642486263323,289452574.8184215560645365983411763,0.7466971400621,73319165.01789516
05/05/2022,214581777.8610142743091185345807346,289622809.850827592132761636321583,0.7409008219053473,75041031.9898133
06/05/2022,207948864.0011895331347248565278876,280240992.6527321090444483261398452,0.7420358529020582,72292128.6515426
07/05/2022,183312511.7539010797837143119573495,254639185.8061477974814707728471215,0.7198912106695692,71326674.05224669
08/05/2022,185336208.8093157530472736531421901,256165052.3415165337316108980590957,0.723503097378902,70828843.53220078
09/05/2022,196088835.5438692298715419089998963,270124880.2499851025250574109390802,0.7259191947161633,74036044.70611587
10/05/2022,159111534.0137587637725909079396253,229657401.9308398695243583461102015,0.6928212749775615,70545867.91708109
11/05/2022,169945001.0570530304033491207890868,242920212.6714059314535442173385196,0.6995918502958614,72975211.61435291
12/05/2022,172522808.2417032820811445942608341,240606315.4504663531535685547593479,0.7170335820932371,68083507.2087631
13/05/2022,138318245.2290391902406352356499494,207446972.5107246874307998355713677,0.6667643473171841,69128727.2816855
14/05/2022,151270206.9888023390055558306404666,228601847.8832982693698310626124148,0.6617190910286347,77331640.89449593
15/05/2022,157311543.7604794759840362528801828,237797831.7527188907358864042772444,0.6615348113184839,80486287.99223942
16/05/2022,163487065.3906801016269023889251008,245343572.3398710660933078079078865,0.6663596842235742,81856506.94919097
17/05/2022,208858237.002329872373081900510295,289095885.6270316867282618395058292,0.7224531630719297,80237648.6247018
18/05/2022,212383467.7112423572813898897054156,310043956.6356673184279235198446195,0.6850108288380998,97660488.92442498
19/05/2022,182113981.6280740048260232199662486,276927547.1022907600572426395743317,0.6576232069856351,94813565.47421676
20/05/2022,187513316.0315905116825404759037532,283436674.7630708484706411341107534,0.6615704061174718,95923358.7314803
21/05/2022,184099129.3432993856694544011809782,269582767.6373774933853348676189476,0.6829039220746325,85483638.29407811
22/05/2022,201784358.6432168791420289047062685,287593754.9512642265000000326148889,0.7016298343384103,85809396.30804732
23/05/2022,202745403.9412119573108035007559937,292393580.4858379554469619798904956,0.6933989576800299,89648176.54462597
24/05/2022,200562233.8995279912858213789817949,288784306.1740829338504579131085998,0.6945053093661762,88222072.27455494
25/05/2022,199585198.9554778106860229877129032,287362361.4186238497102523755027849,0.6945418946663164,87777162.46314606
26/05/2022,218848482.7077681059949282156616171,311965130.5374274868286575002020043,0.70151584675747,93116647.82965937
27/05/2022,193117318.9285572400174503714513398,276539254.5217862083364378900542225,0.6983360075317739,83421935.59322897
28/05/2022,189407380.1363094378329586174578276,270161878.05669152509861778957769,0.7010884788732615,80754497.92038208
29/05/2022,195979226.6676922101189571962733127,279512602.7701389920698870429987043,0.7011462979680326,83533376.10244676
30/05/2022,196721906.9780525639651719657485802,280785376.0834390569961200422105424,0.7006130793634853,84063469.1053865
31/05/2022,202136671.4748020304352568794257493,292126812.8157479011012740172901445,0.6919483683351413,89990141.3409459
01/06/2022,198986498.722458151965202251800565,290666641.8003388008916082946166705,0.6845866367394974,91680143.07788065
02/06/2022,197127768.4975145892015925975853842,285178981.8819873398845986399808312,0.691242275979125,88051213.38447276
03/06/2022,196691315.5048561375438180460843701,287377885.068579417473350984471706,0.684434417971717,90686569.5637233
04/06/2022,204708956.8944409731519822985269895,292755915.8330165297054435342418775,0.6992478915821596,88046958.93857554
05/06/2022,221648605.0947381120284975209391349,312619920.3808409170856150525740617,0.7090034596154993,90971315.28610277
06/06/2022,238605980.2052987327388961280964649,456276375.0147481873555992384437021,0.522941781058873,217670394.8094495
07/06/2022,226573467.2138244430556078820796632,449149681.5736482280531635232641291,0.5044498003872516,222576214.35982376
08/06/2022,228784617.455229330016490014065071,451484897.0489536418867610518795366,0.5067381410776686,222700279.5937243
09/06/2022,343828933.4363466273829884551960866,600129177.2965223860243279199978718,0.5729248742499677,256300243.86017573
10/06/2022,331841571.8851029750752392014344992,596012226.6946257192406192426931491,0.5567697389790732,264170654.80952275
11/06/2022,353059316.2924700648481916337634971,617210729.4892646503235106247677239,0.5720239448601662,264151413.19679457
12/06/2022,323658689.5475202855705192385781658,587295895.9162995843980614215503065,0.5510998660097015,263637206.3687793
13/06/2022,318279025.2059121386276990846241715,574043499.7858772271529210630460502,0.5544510569750075,255764474.5799651
14/06/2022,273311586.4121309904843452509364497,499563641.9650310207163146267775539,0.5471006363414705,226252055.55290002
15/06/2022,273491365.9511133415368010194658474,503022965.8723923147560721002360209,0.5436955855023389,229531599.92127895
16/06/2022,263326786.5446120807693945666426622,491607647.0835775936714905114162799,0.5356442034756311,228280860.5389655
17/06/2022,242413041.8841667141547479757239548,457090578.8459986072652751827931089,0.5303391780600223,214677536.96183187
18/06/2022,244744714.7244320581201730900000304,461214219.5798295311229637268459359,0.5306530118420824,216469504.85539746
19/06/2022,237282080.1293503480023253561960238,445336834.1451038494296806382833719,0.5328148536935008,208054754.01575354
20/06/2022,249407475.3511072763875562651711599,466775631.5567475053125891544117448,0.5343198283922967,217368156.20564023
21/06/2022,250353535.6742267439560841925147807,470073187.1215624072146310430878775,0.5325841646217624,219719651.4473357
22/06/2022,264762401.2804607394660155972088667,487520618.1157630864149130846051184,0.5430793928341964,222758216.83530232
23/06/2022,269318982.905746239784066582651867,493205902.7899654923278681925634599,0.5460579068138955,223886919.8842193
24/06/2022,279350990.9577461604199750885629693,516966868.3912392666336014917173986,0.5403653658252118,237615877.43349314
25/06/2022,227647173.5116517115741073347289294,474803738.5221385718451220963807921,0.47945530972485645,247156565.01048687
26/06/2022,228003914.5154081795337322220241392,475704593.4291007024008290989051316,0.47929727327594124,247700678.9136925
27/06/2022,215802000.8820033259523358401298139,463039002.1809763409375248367684714,0.46605577470914267,247237001.298973
