id,pool,user,reserve,borrowRateModeFrom,borrowRateModeTo,stableBorrowRate,variableBorrowRate,timestamp
11374100:19:0x62d0bbeab1336e25a593f49e53be8ec988ae97d20ccd06ec06b52b0feab0608d:37:37,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xdad4c11e8cc6a5c37808d3b31b3b284809f702d1,DAI,Variable,Stable,56666673914079674102736942,33333347828159348205473884,1606925645
11376076:45:0x8d4a2e38dc1bca5b57a545b3c1085be9b6d6c0e395aafe2ee6b9dbaa860c04d0:103:103,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x39d637737cc76c5849a52c7d3b872a1eb22aa71c,REN,Variable,Stable,88891001085124435122556831,62223700759587104585789782,1606951364
11379770:66:0xf2657e3e5fb5b4afc9bb577949038bdf09a8a11d72c60ca63dcfb882808a062f:126:126,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x9ccf93089cb14f94baeb8822f8ceffd91bd71649,UNI,Stable,Variable,30308254318244759445300705,17679815018976109676425411,1607000640
11379988:171:0x6cbbf9bd8719364b2a263a8737eedc51f752b0bb4eb3cf3f7573d51cca6b2407:296:296,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0a80c3c540eef99811f4579fa7b1a0617294e06f,ZRX,Stable,Variable,615021940998895315482068866,555021940998895315482068866,1607003188
11380007:131:0x7c78d7b8e8b00cd17ff722384a76850d78fe88acfb691c8586a8c96ddedb2299:186:186,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0a80c3c540eef99811f4579fa7b1a0617294e06f,ZRX,Variable,Stable,615027737538393079653697333,555027737538393079653697333,1607003431
11380098:124:0x2276d24619cb686cca5014c17d0aa10c1efe633114eb4692d4d6589bb1dd14e0:248:248,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0a80c3c540eef99811f4579fa7b1a0617294e06f,ZRX,Variable,Stable,1546869160085760578774619799,1486869160085760578774619799,1607004450
11380556:119:0x1ab320f5ebf9fdf0083ffc7a7db04a7a8885e0fb69fa52f2d66c43ce8a9cfffa:236:236,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x9ccf93089cb14f94baeb8822f8ceffd91bd71649,UNI,Variable,Stable,113977414683625075191965,66486825232114627195313,1607010425
11387007:80:0xc53636eaf97529a40242355895ac4bca4a07508c4c91c6fc45a983e5f01d3512:189:189,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x853f491354827d06f312af28330fec3f51a0973d,USDT,Variable,Stable,59223017266162575036986175,38446034532325150073972351,1607096240
11387017:196:0x5f7c39c7060f84e583350e9f6c4bd4221d6f7bc1c582b6d7820d58eefbd67ab7:275:275,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x7476c1bafb54426b9d893dfb7eebe8f4dc1daff4,DAI,Variable,Stable,53878235896662680426956035,27756471793325360853912070,1607096341
11387623:236:0x86a166235a1aed184ea552ca037a892ee5f12647f172dbdaa02a3cb2ddd77b7a:69:69,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa5e5cfe3a0bd7148a85d46edd5c90fd9cbf614c0,USDT,Variable,Stable,54240455081143375521053762,28480910162286751042107524,1607104315
11388533:58:0xb85367752ef9352c7190d5319b310f85ebc4b623f3c897495e2b78a845b50f23:183:183,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xf8eda077aec1b2f48dbd42bb87eef2b64efb28a4,USDC,Variable,Stable,59476096968643278642947843,38952193937286557285895686,1607116352
11389505:45:0xeaada87fec6735328eb3e85cb797e06e4cce5bc00cbd69fe0d87454c19329fa2:100:100,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x7adaa3c9d9394ec49a8a4a1a06dd5873dba4213c,USDT,Variable,Stable,53013599575498076039649867,26027199150996152079299734,1607129886
11396513:59:0xe9e04c21844cf665346ff8d4690c0fe923ecbac9a4dcccf841e3ec2cae1e8c4b:252:252,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x005c17dd5beaad3cb9226bb50a02f066eb125e0b,WETH,Stable,Variable,35243203998009824696226290,4194563198407859756981032,1607222997
11399203:152:0xdcedf114be5d1c54f7b556a8b9e7ad53a93e74d7e9c2c29825cd91bdfe467cbb:288:288,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa4c86a9706605611a6954a5f70fe9f8afc5018ce,USDT,Variable,Stable,59869158646856459041975758,39738317293712918083951517,1607258071
11399593:126:0x4f93ecf54ced28edc6964108e60857c382c41cc39d48fa6398016fdf44fd8f2a:353:353,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xf65312bd492729b06ec42589ded755d63193bbf4,USDT,Variable,Stable,462814933611272818063168566,442814933611272818063168566,1607262843
11400433:134:0x7e7dee15c24ca639e8587ae7687ca7a140e1d9d84e01ae75aede377a42b1b909:194:194,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x717e61157ce63c7cd901dcb2f169f019d16c5ac9,USDT,Variable,Stable,58480016596036478974019248,36960033192072957948038496,1607274587
11404902:173:0x1f5842200c3c14675d4f0cf5d8d8a61a1b2edc991c4070aba1a0d287d91542a0:252:252,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd85e821b874cff4880031b96601dc73bfe92f48c,USDC,Variable,Stable,89552239572572556818985720,69552239572572556818985720,1607333599
11404906:39:0xce42708bdacec81a98fa34ed594126271fd9ca7900a8820395a9bcc2efac8319:78:78,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd85e821b874cff4880031b96601dc73bfe92f48c,USDC,Stable,Variable,89552281916292689362534974,69552281916292689362534974,1607333640
11407189:56:0x2b96e1def9335875858294f8729ffb78040ef953783be4c194fd8dcb64ab606e:85:85,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc17905420d885c1967c9bbae432a518480f58cca,USDC,Stable,Variable,52223227376323692322319024,24446454752647384644638048,1607364065
11407191:111:0x95f09e95c7e1aa2dccd5aeb720b24e6f1639f1aef07961d37e041e410c1808f7:204:204,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc17905420d885c1967c9bbae432a518480f58cca,USDC,Variable,Stable,52223227433260645760489610,24446454866521291520979220,1607364073
11408161:40:0xebbae028ea4dded7dee71007f9be383f1070626939152c987e128eb580700d64:98:98,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x717e61157ce63c7cd901dcb2f169f019d16c5ac9,USDC,Variable,Stable,56857262981237718649795493,33714525962475437299590986,1607377617
11412024:150:0xb71d9d5099dc8d2801b550b5bea4fa8c0a467afe591bc70b6c2965279c0cb9a5:241:241,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x5f3cb118b93237b2b0ec7205ec43807e5d4d63e6,USDC,Stable,Variable,59752780965656164415987476,39505561931312328831974953,1607428733
11412052:119:0x4e34c1e6affcf2c137c9d849e5700973560d05e43a0a979a7a2f738d75870d79:222:222,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x5f3cb118b93237b2b0ec7205ec43807e5d4d63e6,USDC,Variable,Stable,59752782285409215530407202,39505564570818431060814404,1607429137
11413392:34:0xf2a1a309311b2cdacaaa949d8c96120c21b89477abbdeb31f3cb46942ac9b07a:106:106,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xb10bda72ce3c74cc601b3bb32884280d9ecd027f,USDC,Variable,Stable,58333512005356266928211867,36667024010712533856423734,1607447557
11413958:85:0x028aa504bb6898ff08356cc2c427b4f0c4151ef76dd709df3f7e05ac6d83fa00:233:233,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd85e821b874cff4880031b96601dc73bfe92f48c,USDC,Variable,Stable,55851908332963226818839931,31703816665926453637679862,1607455195
11414012:78:0x9d9629b9daa64b963c64ad9db8d4635a40ab799368765f647e88c5e2362b18cf:156:156,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xb7c575c5e12d6c6c51b31b69553cf262dd2d4e6a,DAI,Variable,Stable,59136438775583390519592266,38272877551166781039184533,1607455935
11415457:148:0xa5533771c6c43f1cf66f648c8cb2a739304377a205447a94a0454b5204a28f5c:269:269,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x51ab3dbf9a5089a85e6e3e8252df7c911078dd84,DAI,Variable,Stable,57306138088450670152374702,34612276176901340304749405,1607474638
11415721:111:0xa3b8f4bae2ff2f2e29a0170b77c8786e5b3e1bfc162259f3d1872d5c6183d6b9:146:146,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0d8a9757997939df3d2d8ca9d56db4e8cf9014e6,USDT,Variable,Stable,58979191512955052076840465,37958383025910104153680931,1607477944
11421260:120:0x98c93acc808314cfad6fc4a5c367f857c962f4070a0802a3fde1006b225f04ec:306:306,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa1e29a54467deba55dbf27f8850bde11466ab38e,USDT,Variable,Stable,54198906732131450331842402,28397813464262900663684804,1607551051
11421622:126:0x5126d7a21bce919452633e19ef8ff83d0598d1f4959c492e4b5aac9b96c26de6:106:106,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x6fc34a8b9b4973b5e6b0b6a984bb0becc9ca2b29,DAI,Variable,Stable,59749293593064003306062852,39498587186128006612125704,1607555812
11422910:52:0x3465c84905a85aa34623e3a7dc5a47895b332590bf5d624a851ef56fa86a6166:67:67,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0061f7db31a51a3c4c8a6f74da17beb02cdc1258,USDC,Variable,Stable,385002172533949481302545180,365002172533949481302545180,1607572581
11423232:106:0x70e94de0aaa51376198864a31d584de3be8eb1e9374dfddfbf0cbea0546b2756:360:360,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x4396a292512aa418087645b56a3a76333bd10e28,USDC,Variable,Stable,58891211365627989179627609,37782422731255978359255218,1607576769
11425749:102:0x514df91f9e0e033a868c00b1ddeaa961e817fb4c99842653ce762b21f6b73739:61:61,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0061f7db31a51a3c4c8a6f74da17beb02cdc1258,USDC,Stable,Variable,57019981585616486200151386,34039963171232972400302772,1607611176
11425815:155:0x7fb3595f8a8f33875d09a30bec686434eb4d02a931b32e317abdb56fb2fd88e9:272:272,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd88b54b2a4df852fe274904707ec2c2549ff1793,USDC,Variable,Stable,57379061745437158640006802,34758123490874317280013603,1607612054
11429834:156:0x6d53a5f3269129c583bfb3f7cdd738aa3bdd7bba2c04109579deafe0db850b58:281:281,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x5f723856ac7e6f6292473730449e79f483909867,USDT,Stable,Variable,58445210846749682853674899,36890421693499365707349799,1607665766
11430040:115:0x300d8edb1636a5983b35e000194b27dfcb20e8207a800084b08f2167c8b6a218:210:210,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x12b9bfd3c6cb6293a18335377adc220d9f4e70f1,USDT,Stable,Variable,58519101269134423035309198,37038202538268846070618397,1607668386
11435813:108:0x76ed33e83367bead37deda9fd0604ae52a02cbdfcfbbf154740e77867fec5994:178:178,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x5f723856ac7e6f6292473730449e79f483909867,USDT,Variable,Stable,59960401564059708823819613,39920803128119417647639226,1607745522
11436012:190:0x6944c24fdf65abcbde41de52e2c662774d2cf8e126c07cbb2e05be31af15746b:289:289,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x51ab3dbf9a5089a85e6e3e8252df7c911078dd84,DAI,Variable,Stable,55327793850505458487619054,30655587701010916975238109,1607748247
11437214:135:0x5b7f060d81abf562695f138a7c6c524649041962effaa572782861677fc35bc3:201:201,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa4c86a9706605611a6954a5f70fe9f8afc5018ce,USDT,Stable,Variable,58974635759211274536381617,37949271518422549072763234,1607764380
11437224:175:0xdce00499bfc80a6ab6ccbc50e495c6644647426713aa185d65717792712aa82b:257:257,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa4c86a9706605611a6954a5f70fe9f8afc5018ce,USDT,Variable,Stable,58974635940587476393025539,37949271881174952786051078,1607764425
11441210:20:0x9f25ae78c74e4f98a3349b55d5f9a79ae4339c9819f6c2f49f20d475e338b6e7:109:109,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xdcdf3cd7ef6f096f0784ea131a4542414f56eb38,USDT,Variable,Stable,99681790789756092934519710,79681790789756092934519710,1607817170
11442094:199:0xb06791a9de82b1b796e44611099d1eb6f01c11cbe8f385e3444bb1a1cd96a67e:179:179,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x6e525f2b4b2851d91e49d259ef9f60f21d5f5c04,DAI,Stable,Variable,56880768489299043585548640,33761536978598087171097280,1607829224
11442220:4:0xa7f50c8973e23fb8a1b22eabe215ec15cfc0a6f9d0d793370201bba20852b19a:9:9,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x6e525f2b4b2851d91e49d259ef9f60f21d5f5c04,DAI,Variable,Stable,56880779477162641847737269,33761558954325283695474538,1607830808
11448723:114:0x89e85dd53666381945884d8ca9f207c659cea8af1f0435ba70b8bb7be9df8731:166:166,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa3bb7c1a410b126b7f81e9a48793e0499ebc64d5,USDT,Variable,Stable,58612497803784334105068836,37224995607568668210137672,1607917310
11450191:137:0x11f30db8fe9e5b7e6d72e214008898c13a974f6ed44c995df6fd4f6bcf65a7b6:190:190,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xe6f3fd8abb61ca6417d386e67e9596c3492d49a4,USDT,Stable,Variable,59919728268984495655530609,39839456537968991311061218,1607936665
11450262:150:0x9c861c54d5fdab79c187b5517e74bda86bcecc9d16316b2df935e86428fbb59e:290:290,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x33acde6798c4cefb3125caa7a81e5a29dae1129f,USDT,Variable,Stable,60999129745594681982654142,40999129745594681982654142,1607937530
11452121:88:0x63c35d32363fa1b310e454eff9c0e7bfab61fb7dfca8c1dab032ee97dbc86620:74:74,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xd88b54b2a4df852fe274904707ec2c2549ff1793,USDT,Variable,Stable,53999973647254719447821360,27999947294509438895642720,1607962453
11456224:158:0x0ba9455be6d157d7c192f647de4a199cfecac631c17333dbad34fe89a5970535:231:231,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x69087ea14ab04a0b4cdfb3e16954cc0fcef06f17,USDC,Variable,Stable,211318260058343583723779250,191318260058343583723779250,1608016471
11456259:68:0xe69676b831243fc0ceba1006b5015efd6a3aaf796afddc5d59d7f0930b524ee9:81:81,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x69087ea14ab04a0b4cdfb3e16954cc0fcef06f17,USDC,Stable,Variable,176868554420945041588815834,156868554420945041588815834,1608016930
11456520:200:0x56ea4f95aae853597dbd52ce55cd12167f2fe9fc3f48b3f945b69d9183c38d61:240:240,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x3f23252d4bd604c56a8d7bbbecb3b0f49c69bf55,DAI,Stable,Variable,57759059378656712006869243,35518118757313424013738486,1608020515
11456796:176:0xb43a02fc6fa627105565a4a217b6f9177ab15468896b5ccecf0f9dfed1e2809a:41:41,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa43c01f5106ce315db2fb726028cc75b0ad1ddc7,DAI,Stable,Variable,57758148135563549600231966,35516296271127099200463933,1608024104
11460024:196:0x8c426b73dc7dc94fac2e6134033c2e93e5ad667a7de7b5fb494132bbf444bfa0:195:195,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x36716d83e2ca16299abee013db6df410cd1c7dbd,USDT,Stable,Variable,333341981171723106679255374,313341981171723106679255374,1608066630
11460112:106:0xf2bd2b7afc624d5a46ce4e0453f5f60eb5f52c24d54d7de623fe792de80bdf34:299:299,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x36716d83e2ca16299abee013db6df410cd1c7dbd,USDT,Variable,Stable,228115547383353480230164266,208115547383353480230164266,1608067786
11462435:129:0xac176540083eff9228567829569734218070318487b9fed1b2029cea7e1b8e87:111:111,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xe89f71e91dafec474ae97b8baa53029b30a5e9ec,USDT,Stable,Variable,89352639879575686317068124,69352639879575686317068124,1608099371
11462440:43:0x92a6eba01ab50970b961666ef71755ead6b5960f859114225733c980b23a6779:48:48,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xe89f71e91dafec474ae97b8baa53029b30a5e9ec,USDT,Variable,Stable,89352694663096561560728796,69352694663096561560728796,1608099423
11464812:100:0x10158f510b83aff48eefff43e0c54c4f5c19ce7f07fbbc8a4ca568d5084b7699:193:193,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x213f6b2680dce3e4d0924acff3e4e34520ef9ba1,WETH,Variable,Stable,39132096963166108360610185,7305677570532886688488148,1608130892
11466938:211:0x3093702bb71263369e1b643c1ce048afa079bb6f0b0ce1c93c1c9ab7d49bc6bb:277:277,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xebe27290d47137ca758ca487538e8c2bb426697b,USDT,Variable,Stable,58522151109446592400735605,37044302218893184801471211,1608158623
11469080:234:0x856fb6d1329d2626e3f32fca0123206e49dfb74727056060a254bc1b7ae778fb:161:161,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x32802f989b4348a51dd0e61d23b78be1a0543469,USDC,Variable,Stable,58953106044086287599998076,37906212088172575199996151,1608187700
11469304:227:0x9bb46c6323d89c4f2a68dfeea57d2bedc66db4bed7e8efb5546fcc605fa8c90a:204:204,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc742c55996a957810b96f7f19fa3ce2a0c4e84cd,USDC,Stable,Variable,59818973748327456035020078,39637947496654912070040156,1608190542
11469663:206:0x6dd1ac9f8341d6aff4311cd24491d553b76e4586fea8d1b26c252c3858d4a665:262:262,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc742c55996a957810b96f7f19fa3ce2a0c4e84cd,USDC,Variable,Stable,215756325701906503748395068,195756325701906503748395068,1608195168
11469785:97:0xcf6ba7045fcfbff75a3fb55029fe0726e863d9f55a87f2d5b89ff7cea161b537:213:213,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc742c55996a957810b96f7f19fa3ce2a0c4e84cd,USDC,Stable,Variable,59626374568233749146671269,39252749136467498293342539,1608196958
11469789:125:0x3948bf23723b07d80587ba4aff6f5595af5c33f2b17ecbf6904a0398688b4a4b:243:243,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc742c55996a957810b96f7f19fa3ce2a0c4e84cd,USDC,Variable,Stable,59626374746320513132104238,39252749492641026264208477,1608197009
11470399:84:0x7232811d1a27360bedb2a6911776638b3717087c5b8d90d2753aee46b35f72c5:162:162,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x5b7d8cdafdd07512434f1f882a1919d8f8b8b054,DAI,Variable,Stable,57766112919955887853092974,35532225839911775706185949,1608205151
11470403:160:0x74ebe04d229ed1919aed85fe2d6b7c9d03b445559ae79ea2d0cf9eb5c0a5e1c2:176:176,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x5b7d8cdafdd07512434f1f882a1919d8f8b8b054,USDC,Variable,Stable,59862408068069194485894559,39724816136138388971789119,1608205225
11470539:178:0x55e0ad0ed1e6a31c8ae0022b9e85619e01ae7056febce6cb167c6dc46fa6ec88:189:189,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xee620a0991d57f464aad452789a4564ba51245e8,USDC,Variable,Stable,59871771444144687359142907,39743542888289374718285814,1608207028
11472638:31:0xa5ecf63bc92a00ab6e8491e3e8e7b5abe97684cd01ce8400b1b8ac00619d620c:70:70,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x36716d83e2ca16299abee013db6df410cd1c7dbd,USDT,Stable,Variable,612749456595149960155332138,592749456595149960155332138,1608234529
11473094:133:0x6ded9923b8afa3c3acec9dd246de3c85a5860a7bb21c0fec359429333d702491:116:116,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x26b11a2497381ef5e28bcfcf881185791ba11a5d,DAI,Stable,Variable,174221363100968626771323810,154221363100968626771323810,1608240619
11476448:111:0x60c49ee3b0201f4185b39cbfe0e8ec64cb7766b36b65d6d7ae60c4c36f298f55:168:168,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x4396a292512aa418087645b56a3a76333bd10e28,USDC,Variable,Stable,59997191494737900934721709,39994382989475801869443417,1608284732
11476473:72:0x593e3fbae19f47d1fbb21e42b8bbde6780b674cd32887c38a7afa602ed7c5f40:98:98,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xb782623abe9f9459e0f69b755f3b3384bf0cb5d5,WETH,Variable,Stable,41561116013162757637669284,9248892810530206110135428,1608284977
11478243:71:0x7330ba10a9bc6381c26e3aa325134c87585969e6d1ac3d071d0f1c185de99374:167:167,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x64fe3481221355487eba4089dff31725e3d00933,DAI,Variable,Stable,86492737410740241872602425,66492737410740241872602425,1608308926
11478247:90:0xa96a03b8fdb47e72343886898972d8619b06006ccf510a15617950c5526176a6:254:254,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x508d496036bc285487086a649e816fd5ca8f54ff,DAI,Variable,Stable,86492780930409559668021289,66492780930409559668021289,1608308956
11479218:21:0x1ca56daccd0be3f09ff5e713542b2ae4d6099402a30fda2808df80bdff994778:34:34,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x32802f989b4348a51dd0e61d23b78be1a0543469,USDT,Variable,Stable,54035171713171597670182038,28070343426343195340364076,1608321881
11479934:153:0x59576f915a921b87d39ca3b513a4d8e9d092947513256a6a377ddeb4f8e780ac:286:286,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x4d373f91176f17c825487091d50cb6760f934797,USDT,Variable,Stable,57258069408747066096036834,34516138817494132192073668,1608331276
11479938:76:0x626766d5107f6b51546f60f59cdfb160aa054dc22d8da865fde8dba00eb35c1b:195:195,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc65ee4f20226ff0f7aa546a368036e640c57d3be,DAI,Stable,Variable,58089200269988062829207853,36178400539976125658415706,1608331299
11480674:118:0xc2059d6298501271a8ea9e8b9215058f31ba9eea048d7d28834b0b4cb8c17946:239:239,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xa43c01f5106ce315db2fb726028cc75b0ad1ddc7,DAI,Variable,Stable,58135854225773223952793963,36271708451546447905587928,1608340758
11483376:112:0xb8b17c3a22bfa002e16e58bc49bfa32b060b3a1b4f9fbd9fca2405a8a572416b:260:260,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x143c07463ed07fe12398c74132b95dbe1f7b7891,DAI,Stable,Variable,59368006625732508788840443,38736013251465017577680886,1608377021
11483387:66:0x7425c60b67ad00f115cd4e07a95c8c064163708b6a5bfb3675ea585a9d11c17f:119:119,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x143c07463ed07fe12398c74132b95dbe1f7b7891,DAI,Variable,Stable,59368007831766479086911653,38736015663532958173823306,1608377161
11483436:23:0x14098952ce0453df196622d713929e858e04c564f1e5fba4dfbadcda0044e397:39:39,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xb8ab2a245e732022739050a3e1f13c022b032fc0,USDT,Variable,Stable,58631202613030493241174451,37262405226060986482348902,1608377926
11485002:126:0x2198af332a07457d4c8a1998e7c3a312c15f4440a0b29e0c084745fca7af1907:203:203,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x3c2714b19cc07feb1fde1e2674a19d045f02d255,USDT,Variable,Stable,113153227545895504837456740,93153227545895504837456740,1608398213
11486668:20:0x900e66839da5c6d76fa973c5d78fced207f16dc9438a7f501b0e45a695f829af:40:40,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xca4dfc4b9af9412487fcc3380da627544c6c5606,USDC,Stable,Variable,59239362091216483991869457,38478724182432967983738914,1608420531
11486719:118:0x86cc30d00c1fa5509b3eed24e18d25538d1c4b5d25f7eb456461401bccd2cd69:229:229,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xeb7ae9d125442a5b4ed57fe7c4cbc87512b02ada,DAI,Variable,Stable,59041161774006511823654467,38082323548013023647308935,1608421188
11487705:32:0xdc74ec1f18569207ebad4c9d6b09b9b9e700e79bc97b3f4d4e680735296117c0:47:47,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x0c0840c1c04fb9d7bb77c43cda093de92c6cff5e,TUSD,Variable,Stable,577742800793762237655927499,557742800793762237655927499,1608434147
11487991:92:0xb498bf8b3bc48d0c0517cd53201adb6fc1ee3c3e3e1a02a3e055d886cf32bdc5:214:214,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x48aaca81c945e1e84da4d662e0de579522bef4c6,USDC,Stable,Variable,80200360019841273091587024,60200360019841273091587024,1608437820
11489877:111:0x4ab6b60d08178c01b42a156f9899401685d0268528d27612580550ee6417e97a:145:145,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x4396a292512aa418087645b56a3a76333bd10e28,USDC,Variable,Stable,59416509613965654426434907,38833019227931308852869814,1608462554
11490353:114:0x3ebb0eb9ed6666fce0a14da7f3776bb506fbd4482c67b51b778c5231a6ba4d3f:185:185,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc171e5db569cbeda2e715408a76d331f42831422,USDT,Variable,Stable,59969414230157350610786019,39938828460314701221572038,1608469381
11492287:144:0x97ee45387591ec11738bd749c733cbe6d16632acf8d3e9aac5ada8d14f6b31f9:304:304,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc58b20c01c1f24e72ee2c36a773ef48e774ea595,USDC,Variable,Stable,59400993186953862933137414,38801986373907725866274828,1608494824
11496740:26:0xdb478203ed2d6b2f00c8c3b4b08e9bde8a916b6f86c978b84a57c261741e6562:74:74,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x3c2714b19cc07feb1fde1e2674a19d045f02d255,USDT,Stable,Variable,59231079039658534288297379,38462158079317068576594759,1608553322
11496935:193:0x095169e0a0a1f5966bd194b38c3c418df34becedb7b5125c09382fa54c5f1e7d:316:316,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x00b73697688bbb4ceec57c1271fe4a772029a511,ENJ,Stable,Variable,27643476306564830411721680,19350433414595381288205176,1608556093
11497200:155:0xcf77d76ffb99ca561b1d6877e43905e717979c768b3af167dc14666c86da53bc:275:275,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0xc65ee4f20226ff0f7aa546a368036e640c57d3be,DAI,Variable,Stable,92156701513526663619632471,72156701513526663619632471,1608559403
11497563:53:0x1b3755bf714bebe29307d3aa3e894e907aa0faa90f8309553a6f31b7a136ed2d:96:96,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x32802f989b4348a51dd0e61d23b78be1a0543469,USDC,Variable,Stable,59973786908579197397207196,39947573817158394794414392,1608564200
11498678:126:0xac19bf603865088738911b1196365defc231405e11f9d694ee781cba93191263:311:311,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,0x3dc1574eb015909a8261ae0c23f1099838630229,DAI,Stable,Variable,57821251605111515747251404,35642503210223031494502809,1608579616
