price,timestamp
496625121539988,1652684108
491634020000000,1652682079
486239412571609,1652681257
481023160000000,1652670609
476157790000000,1652664950
471233548058753,1652661733
466385587383238,1652652271
471799574841369,1652645834
476835530000000,1652644863
481861540000000,1652632955
486776939480217,1652630043
481891860000000,1652614879
486790928164262,1652613080
491710090018382,1652594270
496870676895559,1652585168
491929910000000,1652580907
487015330000000,1652569102
492004930000000,1652564961
497035425704703,1652559755
502076084609861,1652557693
497044640000000,1652547225
502134388996242,1652546308
507320636788863,1652533997
502126370000000,1652526941
496259309921499,1652525772
491229104341974,1652502834
486167107616344,1652491886
491141240000000,1652488122
496105571265565,1652485342
491106396106689,1652484717
486138920000000,1652483109
481282560181255,1652479895
486196810000000,1652464786
481001280000000,1652459224
476216501609062,1652456109
471360640000000,1652450181
476207000000000,1652447479
470714695925900,1652445381
475641540000000,1652442872
480528966286087,1652433238
485885496247046,1652428774
480795380000000,1652426833
475782662479779,1652423063
470593634436180,1652419710
475587135776218,1652418674
481534030000000,1652416845
476709520000000,1652412532
481549500000000,1652411364
486827980000000,1652408996
492290364646507,1652408542
497405830000000,1652405846
492363112171906,1652404310
497369310535121,1652403643
502401130000000,1652402875
508189322191388,1652402066
513922773085348,1652401226
508258809343456,1652399023
513638759473302,1652397233
518839970615053,1652396751
524186930000000,1652392848
529944710000000,1652391344
523691817839038,1652390521
517959030000000,1652386488
512212886606536,1652383688
518100880000000,1652383381
524188686959758,1652381465
518872190000000,1652380539
512499490000000,1652377859
506683150758504,1652377176
501139100000000,1652375970
495950000000000,1652373155
500984652254059,1652372674
506821950000000,1652371296
501688180728150,1652370694
496486980940286,1652367853
503352574857119,1652367560
509115716911296,1652366575
514706444452886,1652365297
520518500182008,1652363296
525794970000000,1652362823
518819820000000,1652362551
513225829629553,1652359175
520169575281541,1652358582
514450944445848,1652356213
509040280329890,1652355893
503862360000000,1652355361
497618893594152,1652355050
502747750000000,1652354596
507889110000000,1652352792
513132710000000,1652352078
518619790000000,1652351179
524128260000000,1652350464
518938220000000,1652347410
524705510000000,1652345862
531093910000000,1652344620
525316434908551,1652344180
519909180000000,1652342066
526195210000000,1652340580
532774840000000,1652340515
542667130000000,1652340088
552276660000000,1652339863
546325940000000,1652339648
540862221067714,1652338837
534784300000000,1652337733
527941292928226,1652337179
535619680000000,1652336855
541700990000000,1652335838
548604590000000,1652334996
542749678420815,1652334606
536750896818147,1652333651
542530760000000,1652332496
536110870000000,1652332135
529593695716646,1652331904
524117255512403,1652330980
518493198480955,1652329959
525477790681176,1652329749
531622670000000,1652329557
522410810000000,1652329392
516496911348470,1652329142
510881564181666,1652328593
505822011350646,1652328057
500112525318196,1652327822
494924548752542,1652325900
489820340000000,1652324940
484935479334474,1652323359
479683155590991,1652322802
474624216276762,1652320740
469498250000000,1652318721
463752403873848,1652316265
469367930000000,1652315356
474126300358470,1652314695
479469131777296,1652313153
484777971688966,1652311757
479413760000000,1652309933
485196650202327,1652308733
480255870000000,1652308515
475323473998195,1652307139
480776387308034,1652306055
487638017359786,1652305187
492728830000000,1652304470
484010000000000,1652303031
489996717021996,1652302783
479277770000000,1652302608
473726640000000,1652298586
468774940000000,1652298050
464031480000000,1652297108
458188600000000,1652295468
453383145028200,1652293783
458119212646962,1652292128
463170001542913,1652291266
458379258078541,1652290244
453400194901990,1652289915
448740800000000,1652287965
444005883446646,1652285617
439122252041374,1652284627
434496691986147,1652282411
430073760000000,1652281833
425746863887134,1652279864
430120000000000,1652277248
434624002746166,1652277023
439815590000000,1652276854
447117211777067,1652275726
448312310000000,1652275429
456369460002729,1652273826
450588150000000,1652273611
445093674037922,1652273528
439348350000000,1652273194
434187990000000,1652272978
429101040000000,1652272775
424789980000000,1652272595
420126811038851,1652272463
414745886289665,1652269958
410586730000000,1652264129
414748801044108,1652261966
418948551249954,1652261396
423405737232574,1652259480
427852728068871,1652257019
433599550000000,1652256181
437997050000000,1652254800
433423151016790,1652253525
438322770000000,1652252974
431879290000000,1652252217
427221160000000,1652251727
422852760000000,1652250724
418586680000000,1652246337
422991744629651,1652236039
427898032155517,1652234610
423469120000000,1652228611
427950440000000,1652224073
432804010489501,1652221317
437216164794500,1652218853
432722010000000,1652218043
427902677814957,1652215106
423657680000000,1652210595
419370251536088,1652204254
423721021385684,1652197144
428231720000000,1652195558
423679611064343,1652194341
419023303673359,1652193749
414735136356022,1652190572
410102277867673,1652187404
414572380000000,1652185921
418807070000000,1652168302
414569920000000,1652163429
418995927487822,1652161606
423383805567603,1652159296
427823300000000,1652158659
432146514954430,1652153342
427823260000000,1652150582
432218108385239,1652145377
432476480000000,1652144929
