block,HHI,depositers
11495623,631.3808818543976,241
11495704,631.0461512700848,241
11495847,630.45434152997,242
11496115,634.4141913651374,242
11496204,635.8084649323647,242
11496292,635.9832929205469,242
11496297,636.8139353184981,242
11496341,639.6956305928777,241
11496430,634.4252374831218,242
11496506,643.611012734666,242
11496520,640.0779380934958,243
11496558,647.594541700123,243
11496565,644.6239608448419,243
11496609,644.8455349457419,243
11496631,643.6403437168019,243
11496660,642.4639441814716,243
11496772,641.2918955224164,243
11496867,641.503489352194,243
11496964,640.8216484716053,243
11497052,634.9472802507846,243
11497676,635.0344325586543,243
11497770,634.9406482702217,243
11497808,634.3543106278113,243
11497844,634.135798339752,243
11497930,633.011449833714,243
11497949,631.9023536604312,243
11498019,631.9023948408127,243
11498070,631.9024154749892,243
11498150,631.0294002451086,244
11498222,629.197459077727,244
11498545,629.1950556500864,245
11498632,621.6050238106518,246
11499320,620.844916432496,247
11499552,620.6424984325226,248
11500221,618.954678968662,249
11500254,619.1876332443001,248
11500298,622.5663121589362,248
11500662,624.268977771986,247
11501598,624.4185763625491,246
11501928,650.3221986618292,245
11502178,659.0591247506917,245
11502308,655.1458668978779,245
11502419,655.1080615824866,245
11502741,656.279672497667,245
11502793,663.1765893269938,244
11502861,663.0762096559254,244
11503069,663.0150870190695,245
11503217,663.2230468873812,245
11503240,663.3497244616426,244
11503291,663.2276973821315,244
11503304,661.4014989245605,245
11503480,661.1465400415523,246
11503695,661.0270694584758,246
11503820,660.9963451292513,247
11503875,660.8769383521396,247
11503892,662.7119030828418,247
11503999,659.8348045139484,248
11504113,646.9678243315893,248
11504147,646.8127634401152,249
11504190,647.8050552909529,248
11504312,647.95292772565,247
11504480,647.8393260506779,248
11504587,647.4140992479641,248
11504650,647.3587323067875,248
11504745,647.3255412146902,248
11505003,648.8286006211416,247
11505175,635.1616804932991,248
11505224,629.4438216305454,248
11505246,627.62536899095,248
11505415,628.6004407924283,248
11505576,627.957975564886,248
11505648,618.183550078808,249
11506323,618.539882045778,248
11506592,618.1638748601639,249
11506612,607.2070755383681,250
11506651,607.1701170852672,250
11506656,602.7945171309547,250
11506670,602.3348574114113,250
11506682,600.814239797331,250
11506701,600.5893356566839,251
11506723,600.0945495292113,251
11506770,599.8661140736785,251
11506771,599.6198231682254,251
11506813,599.3756832696137,251
11507284,598.1734699898558,252
11507291,596.9802541050043,252
11507300,596.8967078211481,253
11507368,590.2161848008011,254
11507467,588.5068022729995,255
11507572,559.1720369567981,256
11507683,557.97432289218,256
11507765,555.582246011716,256
11507800,661.5606037481344,257
11508813,661.4574371589207,257
11509159,660.8442517408683,258
11509709,661.258969771701,258
11510106,661.4678804215607,258
11510424,660.6852827969395,258
11510476,657.5901900903341,259
11510478,656.5416720501497,259
11510790,656.4271252608612,260
11510951,656.346535194659,261
11510985,648.5103974815725,262
11511605,648.374166455861,263
11512170,647.5040656047435,264
11512201,647.2586832132467,265
11512259,646.9700940072564,265
11512352,646.6581123396056,265
11512419,646.6095004394099,266
11512480,646.4990025526795,267
11512527,646.033459493642,268
11512663,645.462441223432,269
11512752,645.3187311761602,269
11512995,658.1035510296913,268
11513080,646.5733810040228,269
11513130,646.4665927183422,270
11513256,646.2950892464601,270
11513315,645.8835453586746,271
11513339,645.641045361827,272
11513506,645.7764378729287,271
11513656,647.9646872858248,271
11513848,646.9788236914898,272
11513860,645.3145494802751,272
11513872,688.2087182719071,271
11513877,688.5583480788034,270
11514135,691.261880530797,270
11514524,701.9564863156069,268
11515319,701.8128441984421,269
11515336,701.0343131095013,269
11515514,702.7446816488202,268
11515554,701.5986083719365,268
11515720,701.5809828676954,268
11515753,701.4280554246303,268
11515938,698.0172501607632,269
11515949,697.399546933043,270
11516333,697.5385458613694,270
11516544,687.5684921951656,270
11516621,687.4947511028671,271
11516635,686.879865967641,272
11516919,686.8857021086807,271
11516936,688.1508149118606,271
11516986,687.7898245909739,272
11517262,687.4560612132193,272
11517827,688.8873422485347,272
11517853,684.5806112011289,272
11518036,684.2552944806116,273
11518120,683.7439542256982,273
11518152,683.677025377157,274
11518346,686.3130370637953,274
11518416,688.9577896275995,274
11518426,689.9717392196605,274
11518427,689.8928096237264,274
11518431,696.4338011021051,273
11518437,696.3874337974548,274
11518517,696.33821902652,274
11518553,696.3161786789694,275
11518633,696.218693680963,275
11518810,696.1410943498296,276
11518903,696.6528650806965,275
11519116,693.4203718773833,276
11519125,693.3428820306348,276
11519126,690.9658265531741,277
11519159,689.3493805187115,277
11519175,689.3461612122227,278
11519196,685.3252405326527,278
11519425,685.2690617421724,278
11519573,684.9383837294439,278
11519742,696.3446228081349,277
11519987,693.932492053832,277
11520549,693.8329327752189,278
11520738,693.822942808813,278
11520931,693.637946458674,279
11520958,693.822942808813,278
11521408,692.298519650695,279
11521543,693.822942808813,278
11522086,693.7919629102553,278
11522288,694.3056718093499,278
11522365,693.9436064103447,278
11522647,693.3967467475362,278
11522718,693.3306226590166,278
11522972,692.9290580537997,278
11522993,692.8547303479323,279
11523026,692.5335920852649,280
11523190,688.5670072373223,281
11523236,688.4630071990885,282
11523280,692.4286854272245,281
11523614,691.5745938775151,281
11523682,697.3610316615454,281
11523688,696.5961683315525,281
11523816,577.2028406146318,280
11523968,568.6073914684436,281
11524078,568.0758391322543,281
11524084,559.4066995660966,281
11524126,559.3746036967851,281
11524386,559.3749002788086,281
11524473,558.8394156053475,281
11524594,557.6589003671379,281
11524752,557.6470030892399,281
11524755,559.429462848916,281
11524791,559.3907549731241,281
11524925,558.1249830536799,282
11525010,558.0320165578659,283
11525142,558.0283485218534,284
11525424,557.9235199066353,284
11525552,558.6003697037225,284
11525588,555.2765845824161,284
11525641,555.3664980247019,283
11525670,513.629272606957,283
11525738,513.5011956184338,284
11525754,513.3740923208477,284
11525804,513.34935331899,284
11525806,515.1222313227992,283
11525827,515.7633557598872,283
11525834,515.7602452208168,283
11525854,514.5175961931184,284
11525944,514.3427517243217,284
11526133,514.032461780956,284
11526141,513.8673580516155,285
11526149,512.5017763437294,285
11526175,512.4691747215684,285
11526186,511.9931536137235,285
11526220,511.7793408987938,285
11526238,511.2791585005111,286
11526262,509.1948948160587,286
11526351,509.04204269794116,286
