block,HHI,depositers
11395732,1809.3354723119132,163
11395831,1809.2661162294467,163
11395860,1809.335472311764,163
11395866,1808.9257559464645,163
11395951,1807.1958400510794,163
11396006,1806.6192438174785,164
11396017,1807.0804575712277,164
11396036,1807.0837460905275,163
11396070,1806.9972169463922,163
11396093,1806.824211699485,163
11396108,1797.719697915632,163
11396145,1802.291739038666,162
11396146,1800.5713689320282,163
11396147,1799.4254641568068,164
11396150,1799.1656442352762,164
11396176,1799.1369884424628,165
11396214,1597.914570173616,166
11396249,1592.401995423776,166
11396291,1591.8396360571269,167
11396331,1591.743080291147,168
11396377,1591.737924342434,169
11396410,1591.7144889504295,170
11396413,1591.6281714873778,171
11396505,1425.843526361564,172
11396513,1425.4598405762092,172
11396561,1377.5109883609498,172
11396596,1377.576944066024,171
11396606,1378.3010771633512,170
11396753,1378.2652367320031,171
11397121,1377.9070614180862,172
11397234,1378.2652367320031,171
11397255,1378.2581491850767,172
11397296,1387.5092593888905,171
11397316,1387.5088973480806,172
11397331,1387.5092593888905,171
11397402,1387.4766782527904,171
11397601,1384.954272328116,172
11397665,1378.1809326641574,173
11397723,1370.411474779934,174
11397800,1371.821866985893,174
11397864,1371.4662039009322,175
11397963,1370.4010529736574,176
11397985,1370.5076484118931,175
11398011,1370.8629384109047,174
11398071,1369.4540294090166,174
11398072,1369.2765997861143,175
11398103,1369.4540294090166,174
11398253,1369.4504796554993,175
11398265,1369.4540294061387,175
11398447,1369.4185340041456,176
11398482,1369.3830399822816,177
11398486,1367.3146804489768,178
11398495,1367.3500940081624,177
11398533,1367.385508943302,176
11398552,1367.3614262734477,177
11398572,1361.7551308445625,178
11398601,1361.7023388087914,179
11398633,1361.7551308445625,178
11398796,1346.387370397305,179
11398877,1342.950517786284,180
11398939,1342.74379794381,181
11398948,1358.0484893600085,180
11398949,1358.0425420878735,181
11399004,1358.0180078856304,181
11399089,1334.6109340932815,182
11399158,1334.5959126769903,183
11399178,1308.1780186714186,183
11399210,1308.144930396641,184
11399290,1293.7011851105274,185
11399561,1298.7672570633752,184
11399759,1297.1362411214363,185
11399826,1295.6706000989009,186
11399899,1295.6379888660347,187
11399926,1295.3120867621096,188
11400018,1288.879662445434,189
11400064,1329.58956622379,189
11400130,1329.5553304445798,190
11400144,1326.1547883164158,191
11400450,1316.5525162457122,191
11400589,1316.2495959218963,191
11400602,1316.31703404431,190
11400669,1317.1763432453604,189
11400724,1317.1161151442477,189
11400743,1316.7788018564972,190
11400780,1316.691090053701,191
11400811,1316.724797378604,191
11400929,1314.7672533099815,191
11400948,1314.8412595180368,191
11400954,1314.8008630054073,192
11400971,1314.8412595180368,191
11401035,1314.8291398733766,192
11401045,1311.4853386309655,193
11401050,1311.4819849054365,194
11401061,1311.3142053313493,195
11401092,1309.64334700922,196
11401126,1307.3232026650023,196
11401185,1307.1563634715046,196
11401208,1307.1452701120688,197
11401232,1300.2369436808924,198
11401290,1306.818310014974,197
11401361,1306.4849543634525,198
11401504,1306.4016863357513,198
11401531,1306.7350105129635,197
11401627,1306.8183104275124,197
11401628,1306.8149746266563,198
11401703,1290.6963264908566,199
11401726,1306.8149746266563,198
11401747,1304.8216402586186,199
11401795,1304.8336215567692,198
11402002,1303.5319489581282,198
11402012,1303.4023783726448,199
11402058,1295.2360423998534,200
11402088,1295.1800950406018,201
11402114,1289.2821210162012,201
11402127,1290.2540098076247,201
11402166,1292.8653066569925,200
11402183,1291.882726298835,201
11402209,1291.5065396639816,202
11402257,1299.6364426392718,201
11402297,1298.6460928939832,202
11402347,1301.8948864782044,202
11402393,1301.861722562516,203
11402439,1330.677496454452,203
11402487,1327.3417308281105,203
11402520,1326.3138437725272,203
11402531,1332.8134303847967,203
11402544,1329.3944642001334,204
11402548,1344.2857607259762,203
11402645,1330.7125173250765,203
11402646,1330.0446064956961,203
11402683,1333.4661328596815,202
11402699,1331.4076318533141,203
11402725,1331.4041950273765,204
11402821,1319.658526284323,205
11402831,1319.5738433669453,205
11402872,1318.3898592782734,206
11402892,1267.2131509477542,208
11402914,1267.1336307026838,208
11402970,1166.8033075864485,209
11402993,1156.189685444904,210
11403018,1109.3934143772155,211
11403019,1105.35742437777,211
11403036,1119.3636374798837,211
11403112,1119.341622075585,211
11403185,1119.3302504245976,212
11403254,1134.8163376916882,212
11403258,1151.8469357360314,212
11403352,1146.7891714456312,213
11403424,1146.7159951840918,214
11403443,1146.657013839292,214
11403491,1184.69292609162,213
11403519,1184.633375873495,213
11403542,1184.5961475796328,214
11403543,1184.5539785302456,214
11403558,1184.5217374099573,214
11403566,1186.7099978955837,214
11403567,1186.6876177186475,214
11403577,1186.6726989421215,214
11403590,1183.2840183185654,214
11403600,1183.1574911688206,214
11403753,1183.18354072666,214
11403814,1175.1684823095106,215
11403876,1184.3366900330839,215
11403878,1166.7290365998424,216
11403903,1151.6330482259405,216
11404043,1155.2037327089488,216
11404264,1155.1989557887307,217
11404266,1154.2458669896,218
11404372,1152.5890113689998,218
11404414,1149.781264399539,218
11404461,1151.1800067780764,218
11404481,1152.1182007636473,218
11404488,1153.0609660771504,218
11404531,1153.77104623454,218
11404532,1154.483707987458,218
11404575,1141.1814455393694,218
11404674,1157.2293612336816,218
11404918,1156.0353791644072,219
11404942,1157.2293612336816,218
11405010,1153.1144448593827,218
11405029,1157.6622593242798,218
11405030,1157.6502789051087,218
11405170,1158.238584424253,217
11405237,1158.2313894933604,218
11405297,1161.5103981436246,218
11405313,1158.640890983735,219
11405342,1163.7819133045107,218
11405400,1163.5622092415151,218
11405402,1158.4132483248513,219
11405473,1158.4108493706788,220
11405515,1158.4216074147512,219
11405585,1158.1822635954543,219
11405698,1086.4873876806716,220
11405738,1061.070426993786,221
11405756,1060.9035023066306,222
11405785,1086.3141161185576,223
11405792,1086.3038088069165,224
11405873,1086.5199341611003,223
11406080,1086.7803247729382,223
11406158,1086.5639060228812,224
11406193,1086.7755916308608,224
11406276,1076.2742106248477,225
11406289,1076.252872577407,226
11406313,1076.2486048876272,227
11406550,1076.1416787961641,227
11406614,1076.3549689917415,226
11406715,1076.4189587506796,226
11406796,1073.2465888515799,227
11406887,1069.2973824626556,228
11406923,1069.2973824626556,228
11406931,1069.2023162515025,229
11406945,1073.1509939293928,228
11407039,1073.2465888515799,227
11407050,1071.7233601644161,228
11407280,1045.7555812067515,229
11407362,1045.5290580803164,230
11407370,1052.1941774781553,229
11407387,1051.7803814978606,230
11407492,1052.1941774781553,229
11407546,1052.1917041405657,230
11407580,1072.1316475144135,229
11407589,1071.0775267859292,229
11407620,1070.5015704127009,230
11407625,1070.186845916604,230
11407674,1070.1656954143257,231
11407706,1069.684256320961,231
11407708,1069.4730167780442,232
11407719,1069.3685670990667,232
11407749,1069.603000414325,231
11407778,1069.2690825702034,231
11407858,1069.2716174993304,230
11407859,1069.061905522137,230
11407866,1052.9799989348594,231
11407875,1021.7850525281127,232
11407930,1007.6826439478535,233
11407958,1007.6826439478535,233
11407999,1007.6344249093326,233
11408009,1005.527020502232,234
11408022,1005.1469449640125,234
11408035,1004.9572627261626,234
11408049,1004.6660397728457,234
11408061,1004.0921421906462,235
11408065,1004.0936989812872,235
11408104,1019.0265497562077,234
11408122,1018.9096412100583,235
11408126,1014.0801058976402,236
11408244,1014.0742621605119,237
11408262,1021.0874670766092,237
11408267,1019.520053753462,238
11408277,1019.5161250533733,238
11408295,1019.5063037273732,238
11408334,1019.4905893812672,239
11408358,1019.1962102878292,240
11408380,1017.4388638296931,241
11408551,1017.7260573692021,241
11408593,1035.3774404913404,241
11408624,1047.124684949655,241
11408699,1024.3264660364039,242
11408822,1023.0939986247241,243
11408849,1022.5030542185661,243
11408857,1022.2071955155103,243
11408863,1021.623962058638,243
11408873,1020.8143262450079,243
11408889,1020.0493138047325,243
11408893,1018.8693975012412,243
11408902,992.2847002412946,243
11408967,995.0759834595209,243
11408978,996.6236715213176,242
11409040,996.661016638495,241
11409073,995.2602543489638,241
11409093,995.0922085254414,241
11409134,905.4841262221073,242
11409216,905.4810145974741,243
11409276,905.6362599689679,243
11409399,905.742058732273,242
11409649,905.6642573924711,243
11409691,905.742058732273,242
11409915,904.5028631319475,243
11409933,896.330350143817,244
11409967,893.3030869700096,245
11410149,892.785881296059,246
11410232,892.7097540837489,247
11410281,892.5575960214712,248
11410319,893.012931343682,247
11410444,893.1652059343288,246
11410514,933.8026151353082,245
11410573,1016.1840256437233,245
11410631,1016.1820645744907,246
11410781,1016.162455032558,247
11410974,967.711188899631,247
11410988,937.9437333760529,247
11411119,935.2341009223829,247
11411397,932.7327473800965,247
11411409,930.276907398785,247
11411489,916.0607185060366,247
11411525,918.9895286111205,247
11411536,918.9068772813284,248
11411640,918.8097800135972,249
11411745,921.9624103619393,249
11411768,921.2663158375989,250
11411822,922.0947767073168,249
11411931,921.7637501734448,249
11412042,918.4827084650733,250
11412104,905.9161136799681,251
11412256,899.6582890344163,251
11412295,884.6372419474409,252
11412305,869.1657518708568,253
11412363,858.5937124173136,253
11412379,856.617564858512,253
11412536,855.8043869965887,254
11412621,855.5084625784938,255
11412707,847.9226878855668,256
11412733,845.323131758816,257
11412750,843.999261612305,257
11412773,843.9553691319455,257
11412913,845.1123090424157,256
11412971,839.8157023397937,256
11412986,838.5364483148128,256
11412988,838.5189296019204,257
11413067,835.3985253993793,257
11413160,834.9960154492014,257
11413297,833.3846307677705,257
11413455,833.3846307677705,257
11413482,833.3561871630043,258
11413557,834.4905180428452,258
11413602,834.4549667483354,258
11413858,834.2474872529561,258
11414204,834.23324243636,259
11414209,829.2222034532925,260
11414214,829.2151454774767,261
11414231,829.1939742641938,261
11414249,829.1855069187851,261
11414419,829.2560718645274,260
11414517,829.1149896426341,261
11414540,829.0797926754252,261
11414570,822.1881757184132,261
11414574,822.257663970967,261
11414585,822.3969183439385,260
11414634,822.4664689755592,260
11414664,822.4386002522642,261
11414671,783.7192555646533,262
11414782,781.3938006956819,262
11414784,781.3809706083248,262
11414788,775.1369160877441,262
11414848,775.1369148235892,262
11414885,774.8844114681157,263
11414886,775.0779651587205,262
11414934,775.0013676036814,262
11415080,775.0644794526996,262
11415095,777.5719674785395,261
11415103,777.3182686956242,262
11415114,778.3018644184244,262
11415129,775.9858814873174,262
11415167,767.4118206661221,262
11415257,765.2651951218238,263
11415306,765.0834770222737,263
11415355,765.4300659236687,263
11415434,759.6811924742576,264
11415569,755.8521846310072,265
11415576,756.0935994967613,265
11415597,754.9003012062726,266
11415652,752.1582016953488,267
11415659,749.2974483208114,267
11415679,751.3073100313189,267
11415690,750.7177496638236,267
11415692,749.2979461180392,267
11415697,753.5439817789263,267
11415707,752.5828989043875,268
11415793,752.5587954264543,269
11415794,740.7565118130168,270
11415813,740.7447477942663,271
11415840,740.7271046562945,271
11415885,740.1408255436969,272
11415892,740.1701977609048,271
11415983,742.4913254441412,271
11416049,742.373291781427,272
11416059,742.3437817731764,272
11416098,742.3390588652445,273
11416230,745.7423610489457,273
11416239,745.8612587440531,272
11416271,745.5739079405527,272
11416385,745.5739079405527,272
11416484,735.8376049100896,272
11416497,739.8838082215472,272
11416557,739.3565586343568,273
11416561,739.006621484731,273
11416603,739.0054484524293,274
11416648,738.9585392763934,275
11416773,738.4049330697817,276
11416810,738.3229582797239,277
11416961,737.1843552668784,277
11416978,734.82152819502,277
11416980,733.4864668544785,277
11417026,733.3705660229917,278
11417123,727.7207825395063,278
11417210,727.700172699988,279
11417256,728.6027610463942,279
11417445,726.5621700157589,280
11417489,682.8710011770862,281
11417509,682.7685362964331,282
11417512,683.1165519262192,281
11417652,691.816384157807,281
11417666,686.0625999327592,281
11417705,683.9615202780709,282
11417986,686.008672209336,282
11418014,685.8273291647696,283
11418052,686.008672209336,282
11418104,685.8218342689661,283
11418136,683.8006529423454,284
11418182,683.4790788462279,285
11418201,683.6806353409039,284
11418242,683.8066234159782,284
11418421,683.692326123023,284
11418430,683.7522831535302,283
11418558,683.5715167589664,283
11418793,682.3703304312003,284
11418834,681.8688733402829,285
11418873,680.8703308659576,286
11418878,680.6214593985919,286
11418975,679.9979140326648,286
11418983,679.8998853667006,287
11419030,679.4087876687154,287
11419053,679.0182442829656,287
11419086,678.8334620967086,287
11419174,675.7051105016143,288
11419283,670.9087622531762,289
11419285,670.8597394933431,290
11419288,665.3065346846503,290
11419296,665.3065346846503,290
11419320,663.4424323479238,291
11419344,663.4906329270692,290
11419361,657.4165221676701,290
11419392,652.2466256234122,290
11419404,650.6727703871011,291
11419413,650.6261434399474,292
11419499,650.1613047947659,293
11419517,650.1613047947659,293
11419585,650.0965859257251,294
11419589,649.6901486505578,294
11419775,649.6882872277008,295
11419845,648.488694097735,296
11419985,648.3635070797812,297
11419990,648.3403896479767,297
11419994,648.2038851936815,297
11419995,655.2105839875281,297
11420016,666.3067422920814,297
11420020,669.0861065367013,297
11420040,669.0769898560865,297
11420063,674.585761761621,296
11420133,674.2725480403882,297
11420143,703.6204390785413,296
11420480,703.669846601866,295
11420527,703.5908101718301,296
11420545,701.2557743068476,296
11420560,698.2363030351422,296
11420641,684.0940541004005,297
11420662,684.0467548998478,299
11420731,682.9197246556889,300
11420759,684.0467548998478,299
11420912,685.1765889114711,298
11420938,681.9274444100146,299
11421003,681.4580447993678,300
11421013,678.7918606465212,300
11421170,677.2752802725502,300
11421362,674.8004163302019,301
11421373,671.5105019493288,301
11421412,671.9695682452174,300
11421442,671.7672333300412,301
11421509,671.753426663294,302
11421531,666.860084502143,303
11421586,655.1913430648236,304
11421814,655.0408864073238,305
11421987,655.0426577260125,304
11422015,654.9314983874191,304
11422062,654.8430091483194,305
11422156,654.9314983152274,305
11422203,654.8698642058267,305
11422287,654.7813874891518,306
11422295,646.5564766996902,306
11422345,649.5504621003182,305
11422406,649.4630880894889,306
11422516,649.739194492294,306
11422722,648.9637085835325,306
11422791,648.3811630864766,307
11422797,648.3707895159877,308
11422810,648.3811630864766,307
11422969,649.2018825551028,307
11423052,649.8077888640702,307
11423053,647.2319330630409,308
11423075,647.7523693882767,307
11423121,650.3313553896621,306
11423192,650.3269762355472,307
11423284,650.070148372682,307
11423337,643.0886098854983,308
11423366,643.0885237804531,309
11423445,642.6593341676356,310
11423510,627.62666000007,310
11423683,627.3784347758917,311
11423713,627.62666000007,310
11423861,627.6257389363225,312
11423863,626.5976119149536,313
11424086,589.741871785919,314
11424360,588.5709013596312,315
11424419,588.5605135867056,316
11424790,585.5414270452821,316
11424919,582.7281719064972,317
11424981,582.0469101951676,317
11424984,581.4568748797261,318
11425005,571.7323293116388,319
11425066,571.7253946218452,319
11425129,569.6788484268505,320
11425289,568.4753540022696,321
11425306,569.6788484268505,320
11425313,569.6273548346272,320
11425405,569.621824849891,321
11425459,569.6183685951054,322
11425498,568.9024451772261,323
11425505,568.2566552485697,323
11425668,567.0644279643136,324
11425799,565.0430699255371,325
11425837,564.6202783312991,325
11425857,744.9478654197786,326
11425874,744.235376952212,326
11425942,744.1991944576279,327
11425948,744.0384393142026,327
11425960,698.3548840854295,327
11426017,698.3641259151558,326
11426072,699.0100358130301,325
11426099,699.0097115587596,326
11426162,698.9773098103888,326
11426200,698.9189691064074,327
11426308,697.632595414984,328
11426450,698.9189691064074,327
11426526,699.5930188066695,326
11426607,699.5576283838141,327
11426633,699.3145172479744,328
11426637,699.2728235071675,329
11426710,698.690942429397,330
11426732,698.6067378218963,331
11426751,698.4787985251593,331
11426752,698.5433864946943,331
11426799,698.479173975419,331
11426890,698.4726965318557,332
11426935,698.3497296328891,332
11426937,698.3418981283387,333
11426946,698.3497296328891,332
11426952,701.2892363744861,332
11426979,703.7331605658221,332
11426983,703.739705682471,332
11427021,703.6938457182531,333
11427042,703.7069362461331,333
11427082,703.695233383395,334
11427121,703.7078716726917,334
11427127,703.7085269581934,333
11427149,703.2916445054285,333
11427159,691.2289523839303,334
11427163,691.2319889264838,333
11427199,691.1682607838898,334
11427244,691.165073598083,335
11427249,690.8469923777525,336
11427341,690.7201189530625,336
11427346,680.6612848617023,336
11427376,680.6581758118319,337
11427538,680.2859888816324,338
11427584,680.4678195528433,338
11427628,680.0339594423248,339
11427683,679.8535127326662,339
11427714,679.8741488227181,339
11427822,679.9362065726082,338
11427846,674.0338666264479,339
11427855,672.164189493928,340
11427886,672.1425446505885,341
11427908,672.2035366242413,340
11427947,674.0732003373814,340
11428001,673.6912176038328,341
11428032,673.7129376062655,340
11428085,673.4684417074621,341
11428103,672.5270454859907,341
11428335,665.2772630180797,342
11428377,665.0972965334983,343
11428472,664.5083157128241,343
11428506,664.9699861956758,343
11428565,666.7191326445918,343
11428592,668.5121939590125,343
11428643,668.4880321693372,343
11428712,667.5396004950301,343
11428730,664.5822487386085,344
11428744,664.1561137396999,344
11428794,663.6041944561149,344
11428799,663.1035374890976,345
11428839,662.7848193313184,345
11428867,661.6002387284664,346
11428885,663.6837982872668,346
11428946,663.6836785987701,347
11428974,664.8740397211933,346
11428991,664.7841441143709,346
11429090,663.9871817806849,346
11429123,664.0022503272418,346
11429164,662.8334689287041,346
11429214,662.7733211912496,347
11429245,662.7404397122106,348
11429388,662.8580594967982,348
11429530,665.9176285021878,348
11429613,668.9077151151774,347
11429634,667.3373718908931,348
11429767,667.3981862329459,347
11429819,669.5846759206089,347
11429837,667.6656682986579,347
11429941,667.4832645236443,348
11429959,667.5623429207808,347
11429975,667.5775482151245,347
11430337,660.0820746928621,348
11430380,657.6788295107232,348
11430411,699.0227003204304,347
11430474,696.5065232443153,347
11430538,696.3771496006732,347
11430639,696.1641535512312,347
11430669,696.3909777036922,347
11430707,696.39031929084,348
11430712,696.1602050237011,349
11430732,696.1536244120799,350
11430798,696.1535586042235,351
11430800,696.146978533655,351
11430938,696.1456624056415,352
11430957,695.0996578826864,353
11431166,695.0996572261046,354
11431203,695.0963743824441,355
11431304,695.0858862486517,355
11431334,695.5942902944266,355
11431410,695.5548625315324,356
11431478,695.5581474365359,356
11431485,695.5574901992097,357
11431554,695.5739088991048,357
11431617,695.5739088991048,357
11431715,695.5738967245973,358
11431732,694.9193299615454,359
11431739,694.461216070043,360
11431776,694.280336579566,360
11432227,694.2606761725091,361
11432421,693.6144664572423,362
11432433,694.2671858974987,361
11432469,692.0061290753071,362
11432489,692.006781277474,361
11432566,690.1207597928582,361
11432617,689.9945254550736,362
11432623,689.7364626088013,362
11432636,689.9309923246201,361
11432704,689.9303430936823,361
11432793,683.6432333526913,362
11432819,689.9303430936823,361
