block,HHI,depositers
11482791,1051.6017061705963,247
11482988,1051.5869156392507,247
11483080,1051.5854836887302,248
11483281,1041.9285598063525,249
11483353,1042.2810383219864,249
11483398,1033.2030135767084,249
11483438,1033.1985016101821,250
11483466,1033.1273456137346,251
11483539,1032.8369848029297,252
11483728,1032.8660349087288,251
11484101,1032.492176214392,251
11484379,1032.4865044505977,252
11484599,1034.2621330679679,252
11484775,1039.8699795064067,252
11484850,1038.4089573272508,253
11484857,1039.8699795064067,252
11485354,1040.1638696967457,251
11485572,1040.0675398210462,251
11485706,1040.6614283005354,251
11485881,1039.225471966746,252
11485886,1040.6614283005354,251
11486042,1040.3686434088936,251
11486075,1040.0283876281699,251
11486084,1041.341767299893,250
11486109,1040.4121636758882,251
11486183,1040.385730545624,252
11486584,1040.3271783679568,253
11486648,951.1441088191901,254
11486671,951.39436485147,254
11486710,951.4023904911511,254
11486711,951.4011359534502,255
11486838,991.8037286139643,255
11486843,992.8919002470208,254
11487021,992.3128053312992,254
11487029,989.989081281852,255
11487036,986.9423879591642,255
11487050,986.6723071085909,256
11487059,986.0621635747892,256
11487063,984.9853054437508,256
11487465,985.2222040090514,255
11487749,987.2389168005811,254
11487874,986.9688529904607,255
11487993,985.6476385297776,255
11488141,985.6595638560945,255
11488811,988.9514123585308,255
11488868,987.3395900544018,256
11488872,988.4204509939718,256
11488885,988.9514123585308,255
11488919,988.7506108565551,256
11489457,991.2974154404718,256
11489680,990.5914743151872,257
11489694,929.697990785649,257
11489832,927.269584721024,258
11489877,927.3524425982006,258
11489883,927.2881210740434,259
11489943,926.9224665764881,260
11489974,927.2881210740434,259
11490239,929.7199960467439,259
11490639,928.9337733992993,259
11491102,921.78956952732,260
11491118,928.9337733992993,259
11491591,928.876543045734,260
11491631,925.6099624582789,261
11491640,925.6020475669347,262
11491892,927.5389628718701,262
11492046,927.5960706327571,261
11492184,856.6375132587638,262
11492493,860.4907379357709,261
11492750,859.4947032369816,261
11492753,859.0622115780498,261
11493023,857.0595294653904,262
11493033,857.774822518673,262
11493072,858.3225137094653,262
11493142,859.0622115780498,261
11493190,857.9840457266299,262
11493236,857.2776236147556,262
11493274,857.5272487743982,262
