price,timestamp
492271671280275,1652580907
514321669734227,1652377859
523336900746540,1652363296
548326780828302,1652340515
530518923894760,1652329749
530148163017210,1652329557
496899934512099,1652325900
476013572709577,1652307139
487467244224908,1652305187
488101881591259,1652302783
422837408900831,1652272463
437187794738585,1652252974
422099041662589,1652228611
428621970433627,1652195558
435011611873621,1652144730
431037650937376,1652127379
446719771636732,1652125863
436613302995200,1652116170
374751438883889,1651844226
348701783260919,1651229339
345154232591129,1651223105
343034409664459,1651158623
344504698088077,1651047431
341609492051744,1650982857
319765991988008,1649669857
307699879844567,1649373462
298696961788373,1649208224
289440511400000,1649084206
307849117859314,1648779790
305233403742540,1648746245
301903125512175,1648744126
298106849309043,1648604667
305820480859725,1648416901
323207250185036,1648135124
338377923514886,1647997672
348586857457887,1647810468
348325252187482,1647806016
370840788917255,1647431028
378819447075135,1647401656
376326709396902,1647396551
383018923780943,1647370435
386824026479644,1647231477
395077336388598,1647212076
403442264081817,1646681944
367710281396285,1646356435
335964513502120,1646234018
332127478758246,1646193165
339554217352627,1646157277
348433020832111,1646087756
363159371691537,1646061478
359593913629317,1645969106
357516115891009,1645958898
361538792939547,1645955723
355950715584633,1645836106
371178715127759,1645793608
377758286992094,1645790908
384826234286740,1645750598
381412230545659,1645741865
415362579842529,1645713385
407287106849781,1645673406
395734448376871,1645671599
369285764403068,1645604888
377698643962274,1645573763
385846090490698,1645550431
385564153744167,1645526623
390130113045080,1645499318
376914719711811,1645469440
372746240915414,1645466879
376913718330193,1645453241
383779925239670,1645448051
374961321197690,1645443714
366495445058358,1645408558
321296495619122,1645038545
334034535093088,1644889221
341328381796274,1644876773
345538950554427,1644702219
336720684722244,1644689865
347987294691283,1644677082
326871614235639,1644604504
317866545958434,1644500888
312994316794509,1644500101
337050333216291,1644159967
358820342242842,1643954932
366901851593621,1643952120
371777617500316,1643841547
371717993298763,1643814443
497369845877361,1652684129
490858770868920,1652682010
473040253360359,1652645748
483081745432672,1652614391
495461686299454,1652525744
484802835263485,1652436710
476618827702398,1652423021
483768993919652,1652411267
531190522663576,1652391324
519425124731053,1652380402
514552967065953,1652365375
522623037153187,1652362604
505148877748060,1652355181
502507662339145,1652354726
519484046053962,1652351966
530591584511471,1652350498
534729333379676,1652344558
536003945873276,1652341543
544537741910891,1652340616
571522791042980,1652339765
549556084374171,1652334861
533489160543586,1652331972
524037369705820,1652330959
517475135319747,1652329917
526068032949116,1652329765
507754597614394,1652328196
492772974020300,1652304497
481471343893341,1652302624
458926955463810,1652290193
430650608969584,1652281787
423529064164537,1652280034
431464370225139,1652277016
441763189290507,1652276769
457156270981408,1652273556
449577621824296,1652273468
418557007064165,1652161553
432820587610534,1652144816
431150633252492,1652115907
400753274383760,1652062362
338276111110171,1651691468
346063807365882,1651690228
357337249928966,1651438780
348942421956813,1651042280
333489780407058,1650592569
337242627952414,1650580414
329086452236438,1650317111
337187947027680,1650255400
329028238324639,1650218990
334452528282675,1649707786
331181646178114,1649695829
308017830412959,1649422543
282938231220761,1649023453
292147598906070,1648825369
294848191822732,1648518936
319842904536346,1648172096
356531189980812,1647519652
373334279497793,1647400503
371020343045409,1647396797
385167762501708,1646891741
373815964207960,1646877342
379007597176915,1646662184
396758581477404,1646621622
363698499922156,1646355432
336110813694625,1646192467
339359246161646,1646149741
356468113927209,1646061829
367100170455185,1646060159
356981016366969,1645969031
356915979452071,1645831491
375700888270358,1645734609
378496710779439,1645733353
395678491579853,1645728932
427599022130721,1645681113
385816314509997,1645658431
398317541758741,1645509972
370122370031234,1645465923
365916355180369,1645456395
379379993061201,1645443874
321622002691479,1645086766
322433735327490,1645070301
332192156491599,1644889337
338961244154991,1644888937
341594724498230,1644843749
345844828020277,1644842560
320527562488717,1644587735
327790471529254,1644541583
310755969928701,1644505784
320938681455521,1644501978
496994116324572,1652485408
493040730094713,1652404095
524762806774079,1652390619
499685678407922,1652367632
517667447509425,1652364876
511964613005949,1652359270
523303382902161,1652347756
542955512178581,1652332363
473305902100933,1652298431
442521845027765,1652273390
424978350415121,1652272543
426152458420766,1652224148
439180512512420,1652133719
369172710018890,1651822950
353479417993035,1651250673
341731261696871,1651218908
355262641719667,1651004018
348497631547892,1650988759
331153940743484,1650614119
333550310884785,1650238299
328752928366709,1650009333
328480251546073,1649677069
297796492534278,1648509571
332511646733051,1647919393
358198479449949,1647565035
368112663102058,1647396885
387442809774421,1647134064
382763398632769,1646985396
381190534276652,1646886876
368191415036675,1646800030
392651405644538,1646753855
383100685267880,1646425136
370595472805704,1646405179
366732180389527,1646380555
349874220217831,1646320901
331551513239127,1646217516
334173690282811,1646192609
339843229872525,1646181100
353215853740379,1646081393
383883730682300,1645742164
401756479327620,1645728782
412992751977202,1645713580
420300219183813,1645703283
425762007553018,1645688841
409512442037469,1645673748
398634481145439,1645671807
368421916596679,1645628299
384737484925797,1645546683
382963879531824,1645532519
388998379167210,1645487725
381490893286616,1645468383
373957986960497,1645405692
381460542855985,1645366806
350278646663420,1645196829
353224920816101,1645195506
324371768541412,1645086867
345119465324024,1644648368
334879573965632,1644606546
327098720815048,1644538126
324641087097679,1644536090
316382932426275,1644505433
311586661598190,1644461680
326728114455825,1644204970
330561805971306,1644098169
337155111212371,1644005184
346414191614036,1643988130
372908761695135,1643932799
381993584458461,1643922374
379318671107202,1643882537
367686681787995,1643813259
363573220863701,1643727953
366155979205665,1643685147
386806722582347,1643641432
391916047015997,1643590165
415834156284732,1643376897
413386117966043,1643356517
440166460697092,1652143550
385002414144239,1647367083
348423055871120,1644777762
369407357316219,1643951760
421632674219498,1643315765
405798388828079,1643233214
393843281175267,1642829521
332039090680749,1641669893
265378771754768,1641232516
271569315576603,1638595897
240800868090350,1637915418
233585714746547,1637589617
213411783153345,1636332187
229278723935638,1636200617
262086887628538,1634266539
283039266503585,1633829297
291470295781040,1633194448
353808052469322,1632558974
341389402722737,1632244234
277355422403591,1631765967
282152398603496,1631728545
267038680330864,1630565509
270747105391287,1630514878
330117531536151,1629325581
315795290457612,1628524350
359805965658450,1628182621
365658469346883,1628172498
400963846544722,1627764708
499198046325746,1626912757
502827449165164,1626269652
471733334128890,1625265357
445170567102785,1625082536
482324045388556,1624921951
451032100152629,1624218036
417544991380355,1622444572
389149793670828,1622182359
360178648609710,1621994597
383711033851424,1621952690
398417588161838,1621948879
395887860873951,1621878692
473557195802017,1621818751
494199302650388,1621800334
530066996733110,1621789480
510245870683553,1621774043
422868161357780,1621725018
424410709050118,1621672976
343779835913476,1621557885
359523891526304,1621552372
403780283882326,1621479676
384139709297845,1621454133
384823681773602,1621452845
409094379669856,1621431299
473691906504231,1621429098
341547478809588,1621399424
324749422890323,1621397745
284258357392458,1621314641
256394546040220,1620863880
301923820614411,1620166481
415050596548147,1619124810
481482243617763,1617476848
495276764535252,1617473251
477688075242627,1617396213
562260085508247,1616407071
543910511960008,1615632254
564446109308498,1615410693
583900690170615,1615202607
583525896879303,1615160085
602918127113984,1615082044
602918127113984,1615082039
607158775303979,1615064608
