price,timestamp
440166460697092,1652143550
385002414144239,1647367083
348423055871120,1644777762
369407357316219,1643951760
421632674219498,1643315765
405798388828079,1643233214
393843281175267,1642829521
332039090680749,1641669893
265378771754768,1641232516
271569315576603,1638595897
240800868090350,1637915418
233585714746547,1637589617
213411783153345,1636332187
229278723935638,1636200617
262086887628538,1634266539
283039266503585,1633829297
291470295781040,1633194448
353808052469322,1632558974
341389402722737,1632244234
277355422403591,1631765967
282152398603496,1631728545
267038680330864,1630565509
270747105391287,1630514878
330117531536151,1629325581
315795290457612,1628524350
359805965658450,1628182621
365658469346883,1628172498
400963846544722,1627764708
499198046325746,1626912757
502827449165164,1626269652
471733334128890,1625265357
445170567102785,1625082536
482324045388556,1624921951
451032100152629,1624218036
417544991380355,1622444572
389149793670828,1622182359
360178648609710,1621994597
383711033851424,1621952690
398417588161838,1621948879
395887860873951,1621878692
473557195802017,1621818751
494199302650388,1621800334
530066996733110,1621789480
510245870683553,1621774043
422868161357780,1621725018
424410709050118,1621672976
343779835913476,1621557885
359523891526304,1621552372
403780283882326,1621479676
384139709297845,1621454133
384823681773602,1621452845
409094379669856,1621431299
473691906504231,1621429098
341547478809588,1621399424
324749422890323,1621397745
284258357392458,1621314641
256394546040220,1620863880
301923820614411,1620166481
415050596548147,1619124810
481482243617763,1617476848
481485420155621,1617476848
481485420155621,1617476848
481485420155621,1617476848
481482243617763,1617476848
495276764535252,1617473251
494969567125270,1617473251
495276764535252,1617473251
477688075242627,1617396213
477688075242627,1617396213
562260085508247,1616407071
562306703097761,1616407071
562353328414983,1616407071
543910511960008,1615632254
564446109308498,1615410693
564251432760964,1615410693
564251432760964,1615410693
564251432760964,1615410693
564446109308498,1615410693
583900690170615,1615202607
583525896879303,1615160085
583371354698954,1615160085
583216894355459,1615160085
583371354698954,1615160085
583525896879303,1615160085
583371354698954,1615160085
583525896879303,1615160085
602918127113984,1615082044
602918127113984,1615082039
607158775303979,1615064608
