timestamp,totalBorrowBalanceUSD,totalValueLockedUSD,totalDepositBalanceUSD
1641081113,8880896880.282398750761147811,17922901764.48393511905487609925147,17922901764.48393511905487609925147
1641167753,8912392909.432243788234725448,18103064509.88128835442087853830063,18103064509.88128835442087853830063
1641254311,8945327497.847608672677983939,17899706179.18333026759413038537483,17899706179.18333026759413038537483
1641340760,8977781571.086578294839465682,17979607165.25923231781789780378469,17979607165.25923231781789780378469
1641427177,8943610191.185159431064602055,17226751679.95829754946044240673533,17226751679.95829754946044240673533
1641512460,8899898842.853879024590800123,16911775583.90943297506960893887066,16911775583.90943297506960893887066
1641599981,8920379195.279404098632973207,16367596629.35102412024572102037139,16367596629.35102412024572102037139
1641686367,8926291563.178489042526545879,15987631416.13612220631451322997345,15987631416.13612220631451322997345
1641772778,8874293698.642513438101135334,16388837045.34886559194101614594876,16388837045.34886559194101614594876
1641858919,8930857067.018924920856142192,16064908344.30944748242844117776598,16064908344.30944748242844117776598
1641945396,8950519073.015880971318286317,16622537906.44399772811996973610016,16622537906.44399772811996973610016
1642030945,9009390211.904852014733508646,17095845785.55134568734414250557112,17095845785.55134568734414250557112
1642117516,9063125521.263487785971935411,16848327545.02881224127775731098717,16848327545.02881224127775731098717
1642203329,9094030845.506804065152555555,16868909825.64020820440559695605756,16868909825.64020820440559695605756
1642290794,9135457297.584259994541393031,17160111889.56288105618084134518357,17160111889.56288105618084134518357
1642374408,9199205102.52143945589248642,17107978090.76990108702678706656314,17107978090.76990108702678706656314
1642463390,9267748367.790287122960054015,16664558712.36297336906497547974459,16664558712.36297336906497547974459
1642549869,9282015849.606623958765549298,16637845747.87404677563622833551481,16637845747.87404677563622833551481
1642634560,9340587752.189149603049628231,16632063078.51202642560409807879866,16632063078.51202642560409807879866
1642723176,9338636117.233583891552092564,16639089988.21345128153457604245527,16639089988.21345128153457604245527
1642809577,9094463988.999688717501935424,14852751801.72344152324601618003672,14852751801.72344152324601618003672
1642895827,9050454347.150319527627604711,14811521231.18256184249683599643362,14811521231.18256184249683599643362
1642982369,9121518038.539285656476786277,14877018959.41765723666443657727352,14877018959.41765723666443657727352
1643068591,9225925191.704219910699735457,15202072932.68051097429732848204699,15202072932.68051097429732848204699
1643155036,9231753466.303414403065595196,15384644354.72068897551861725683948,15384644354.72068897551861725683948
1643241561,9310722017.302551805087832676,15422507960.14137907077633250913932,15422507960.14137907077633250913932
1643327772,9133434695.764448231678810925,15075074830.90014184560024082923317,15075074830.90014184560024082923317
1643413628,9080739175.877136349935028333,15583515100.45079778273673747112834,15583515100.45079778273673747112834
1643499707,9138116707.240920702964801034,15997130540.35507559666035438748605,15997130540.35507559666035438748605
1643586743,9133489431.846122044401295279,15784693112.16962159439832404131472,15784693112.16962159439832404131472
1643673437,9147296359.961096779257722559,16037259896.71039750557423471114065,16037259896.71039750557423471114065
1643758912,9179814811.735212233683761143,16371910300.7485203765796036815568,16371910300.7485203765796036815568
1643843536,9157839894.271313348275575868,15915555373.10350026826899494690919,15915555373.10350026826899494690919
1643932156,9175110393.929701304926907754,15852001219.86475116944381487999648,15852001219.86475116944381487999648
1644019161,9205596996.685271276459106169,17095463815.83022864687549085876068,17095463815.83022864687549085876068
1644104597,9306756875.647451056956288564,17277127529.5329480226804207520558,17277127529.5329480226804207520558
1644190988,9320890705.010172333435121962,17222686850.92766838839945423213172,17222686850.92766838839945423213172
1644277361,9459358402.333671191320292763,17896894476.3949105525020253957937,17896894476.3949105525020253957937
1644364362,9657447423.323663210663551324,18039347697.43605082265503817839017,18039347697.43605082265503817839017
1644450227,9745969926.339635697529127991,18580642335.25743155348368035938727,18580642335.25743155348368035938727
1644536468,9787990567.936251719593111418,17871965264.55420916626489289794679,17871965264.55420916626489289794679
1644623601,9818668503.015097942477615505,17336875473.74934839580444590376549,17336875473.74934839580444590376549
1644708039,9806101387.022585295941808602,17136132951.49331061980029071011566,17136132951.49331061980029071011566
1644794959,9806613493.499015131279356854,17106880036.24012352356618398753664,17106880036.24012352356618398753664
1644881806,9788603574.091392996501110259,17079971208.7933078813227650342009,17079971208.7933078813227650342009
1644969569,9932680717.808994961333976299,17961685271.84240376130879607782996,17961685271.84240376130879607782996
1645054746,9863463197.872646397947628451,18013340273.41788614309095015197581,18013340273.41788614309095015197581
1645141169,9779262130.094990230228728314,17096494720.73073895016298456809054,17096494720.73073895016298456809054
1645227909,9741951493.5233258674618103,16702647347.56415711194980328292163,16702647347.56415711194980328292163
1645314706,9767679300.674147615106300587,16666158992.14872180424156033362021,16666158992.14872180424156033362021
1645399477,9751348091.577412494492821087,16232838543.45554154306786131539216,16232838543.45554154306786131539216
1645487725,9694520347.51544294732912931,16150333507.69087781648910707653593,16150333507.69087781648910707653593
1645573005,9666045018.223449115071136658,16113981351.48484794626310728125097,16113981351.48484794626310728125097
1645660598,9634572638.421449972624240635,16176117768.18874213483887147140767,16176117768.18874213483887147140767
1645747192,9379476733.328228641894051431,15748691408.75194112679010229234532,15748691408.75194112679010229234532
1645833014,9250076302.536144762979834029,15700928565.01416528861762732444177,15700928565.01416528861762732444177
1645919619,9238572051.198851661359928528,16103254842.26475749555540025603819,16103254842.26475749555540025603819
1646006037,9235935049.349748770095686451,15341446341.44586135692249151078249,15341446341.44586135692249151078249
1646091504,9266030791.101818599553533143,16128615257.88833789149219401628183,16128615257.88833789149219401628183
1646178516,9284338969.353667569314065777,16731516778.711641716368072186682,16731516778.711641716368072186682
1646265537,9217528424.523180266284512727,16540508135.65387870623758973012297,16540508135.65387870623758973012297
1646351207,9220917691.415968470218925132,16067607761.34993470251535651720812,16067607761.34993470251535651720812
1646438307,9307447849.372136972900118327,15523411709.54071263325815183139156,15523411709.54071263325815183139156
1646524672,9295503877.419511733367533612,15591820172.71986328016853034227563,15591820172.71986328016853034227563
1646610787,9425170698.275754352089725718,15582004679.34585778778843660542781,15582004679.34585778778843660542781
1646697328,9476537801.521408625503124183,15169022903.45932911316910405084916,15169022903.45932911316910405084916
1646783541,9361613236.79975738302091768,15453939290.73737870653872433645199,15453939290.73737870653872433645199
