timestamp  ,date       ,total               ,ethereumV1           ,ethereumV2          ,avaxV2               ,avaxV3                ,polygonV2           ,polygonV3            ,arbitrumV3           ,optimismV3              ,fantomV3              ,harmonyV3
1647734400 ,20/03/2022 , 644365.5437451495  ,1211.8744324869133   , 334937.8193175484  ,212451.90399440902   ,    47.28173477069814 ,95180.33274030965   ,  368.8102059692104  ,   93.53296721780104 ,     1.6651353397962856 ,  68.47922735609062   ,   3.843989741811651
1647820800 ,21/03/2022 , 601334.9308430649  ,1531.2488206597016   , 329821.9669631054  ,208186.88758471896   ,    42.99313922384987 ,61254.62959076252   ,  306.06646086469146 ,  114.90448241593162 ,     2.040586116156428  ,  66.88986460122275   ,   7.303350596581338
1647907200 ,22/03/2022 , 609991.8440403647  , 941.8510966148141   , 357573.1605231574  ,211834.4972307943    ,    43.89170130136377 ,39070.39814334981   ,  323.70330117612065 ,  116.66404651967888 ,     5.677733297810985  ,  76.01105066368999   ,   5.989213489782926
1647993600 ,23/03/2022 , 632914.6780995426  , 687.1107317176261   , 388541.27444069134 ,204147.7879619715    ,    60.09774702196147 ,38919.18636547312   ,  337.94327605112136 ,  134.07951709551878 ,     3.6042138490434645 ,  76.3669793823825    ,   7.22686628900526
1648080000 ,24/03/2022 , 675168.2369155961  ,1624.8857484586051   , 432742.5894325535  ,201811.24647595666   ,   108.82885772221566 ,37788.30718315144   ,  377.95507756618423 ,  613.7178686586437  ,    11.783597365155071  ,  75.66120011325864   ,  13.261474050495345
1648166400 ,25/03/2022 , 702046.1456701041  , 389.6688580478609   , 450445.42509196827 ,211347.1153098036    ,   101.1199760320679  ,38657.19709926402   ,  400.6078209718969  ,  575.0915564100269  ,    11.467489304895272  , 103.27005681807297   ,  15.182411483386542
1648252800 ,26/03/2022 , 684703.3178661055  , 530.1215460620634   , 425172.4778060925  ,219720.30976783563   ,   150.75533453385324 ,37965.24904100592   ,  409.29826998522805 ,  484.3422336683168  ,    18.358428419763904  , 237.73504611174707   ,  14.670392390485098
1648339200 ,27/03/2022 , 720338.8237323     , 633.6795164777105   , 442703.0089115911  ,238590.71678834263   ,   162.31939588012762 ,36838.31289724181   ,  496.48104489668185 ,  687.5222921796889  ,    34.81793034774687   , 173.91465567679603   ,  18.05029966582456
1648425600 ,28/03/2022 , 696171.3852675381  ,1064.8250259025328   , 423647.32235744747 ,233007.82364216156   ,   169.2406475709693  ,36963.74208215522   ,  534.7832559439402  ,  444.55368354263214 ,    29.524445575060174  , 267.58651551082943   ,  41.983611727913015
1648512000 ,29/03/2022 , 913073.4006445373  ,1155.9382037727657   , 631721.193679729   ,236921.17940783917   ,   180.3107297881624  ,41716.544712240764  ,  554.4071780541542  ,  434.40526878536656 ,    30.94451465771143   , 318.45445519854366   ,  40.02249447170425
1648598400 ,30/03/2022 , 860503.5328017197  , 692.6909367758394   , 582967.0933966169  ,238397.8422620192    ,   158.10313801920077 ,37066.985953372794  ,  564.406589997788   ,  261.2864402638905  ,    48.31213441854322   , 313.2242822621541    ,  33.5876679735014
1648684800 ,31/03/2022 , 816036.3399537322  , 554.745684488691    , 538290.6278761105  ,239282.05131808104   ,   244.24254508768388 ,36429.96671427362   ,  639.2457694170985  ,  254.66183102072284 ,    47.93118211622127   , 263.99831046407644   ,  28.868722672593154
1648771200 ,01/04/2022 , 809652.497749042   ,  47.214630739686655 , 505454.07177286287 ,241609.5841405127    ,   419.78859731025733 ,60744.634096071684  ,  730.1077715070089  ,  322.0894837335277  ,    49.253456581761185  , 250.38878320013708   ,  25.365016522400623
1648857600 ,02/04/2022 , 768508.4652461983  , 222.7476531390346   , 478037.1435927494  ,240891.23613838994   ,   249.66099929199362 ,47336.72449028947   ,  744.3484064447458  ,  522.8581769210315  ,    43.14796244976621   , 436.96849900299145   ,  23.62932751987596
1648944000 ,03/04/2022 , 771168.2702197812  ,  45.8859681521352   , 466428.43133196625 ,241171.25838366046   ,   321.6766785997269  ,60897.96763249125   ,  806.4125509333934  ,  744.898037116494   ,    33.12568538384738   , 692.0805911222217    ,  26.53336035534688
1649030400 ,04/04/2022 , 776057.9755468038  ,  12.878628457082211 , 480661.2156778295  ,236156.28444421588   ,   358.6276819252672  ,56998.98496629615   ,  984.4366702022751  ,  328.3074013426505  ,    43.95452583677705   , 473.6315817768903    ,  39.65396892126405
1649116800 ,05/04/2022 , 754202.7680303185  ,  86.93122330793051  , 461727.2105504862  ,233232.12631838894   ,   411.1559058889018  ,56904.91011526009   , 1086.4656624610045  ,  396.1592606936095  ,    42.581459597689076  , 270.031892577492     ,  45.195641656594255
1649203200 ,06/04/2022 , 731727.9164546088  ,  20.00588852685467  , 457082.80170456524 ,227387.40501546324   ,   392.46371782181393 ,45032.08523786622   ,  919.1629973717882  ,  424.9002935203425  ,    43.35043999031864   , 389.20021230226797   ,  36.540947180843084
1649289600 ,07/04/2022 , 745055.0362397025  ,  69.30081935488516  , 474949.42112637433 ,219109.54110577362   ,   237.90470956754402 ,48304.249373467006  , 1165.1521107771214  ,  551.0214828436644  ,    52.104764209108446  , 549.6624231983328    ,  66.6783241367851
1649376000 ,08/04/2022 , 707702.585628359   ,1082.771795120828    , 450374.04569730436 ,215665.83990313925   ,   411.5373467483603  ,37485.29399895532   , 1087.1823276592825  ,  902.4534028396811  ,    41.765865758100404  , 576.8921357105452    ,  74.80315512319494
