Date,fully_diluted_market_cap,circulating_market_cap
2022-08-01,572643358.69,392808973.81
2022-08-02,589451700.14,403102290.34
2022-08-03,569490886.61,391710215.63
2022-08-04,560417777.04,383296409.86
2022-08-05,570917232.30,388548469.37
2022-08-06,610048397.04,417627240.95
2022-08-07,648816714.00,444524859.26
2022-08-08,628768567.04,430437225.26
2022-08-09,628341958.31,431243894.60
2022-08-10,591851441.02,405745134.49
2022-08-11,659342674.27,451413387.90
2022-08-12,633455894.28,434388495.63
2022-08-13,652840546.66,447565748.37
2022-08-14,655619597.84,449559936.20
2022-08-15,629070499.96,431595151.43
2022-08-16,615949884.68,420375823.76
2022-08-17,612542381.03,420085646.17
2022-08-18,582910529.50,401390023.77
2022-08-19,563990901.85,386709107.79
2022-08-20,503635994.73,345621284.43
2022-08-21,496805608.72,340841009.39
2022-08-22,510243533.83,350824443.46
2022-08-23,506781856.89,347749031.57
2022-08-24,509191934.22,349573034.77
2022-08-25,507438063.88,347554568.82
2022-08-26,518159048.15,355235190.20
2022-08-27,462319022.07,316380262.75
2022-08-28,464496397.91,318307297.88
2022-08-29,442889377.49,303825534.79
2022-08-30,498188259.14,341491355.23
2022-08-31,476742822.34,327429578.77
2022-09-01,463600357.85,317806107.51
2022-09-02,481119515.02,331675661.30
2022-09-03,460535750.56,315752028.83
2022-09-04,476772082.89,327235374.57
2022-09-05,485726190.44,332538426.48
2022-09-06,487960367.86,334303256.67
2022-09-07,447575571.69,307794444.71
2022-09-08,487711440.37,335034350.50
2022-09-09,484760426.69,332186817.02
2022-09-10,525469826.50,360692428.07
2022-09-11,542387777.65,372559630.34
2022-09-12,557188070.17,381607121.95
2022-09-13,547331553.58,374747242.81
2022-09-14,543746937.85,373215557.02
2022-09-15,600866363.86,411222369.29
2022-09-16,566324851.57,390056501.12
2022-09-17,540056050.97,368977720.58
2022-09-18,544839699.36,373513390.05
2022-09-19,494017677.96,338651456.57
2022-09-20,521822828.19,358091869.85
2022-09-21,548146991.94,374999855.58
2022-09-22,568895449.58,389928967.48
2022-09-23,613653377.22,419267345.58
2022-09-24,636580239.94,436575854.66
2022-09-25,607764000.25,416440116.35
2022-09-26,614442369.35,421932107.86
2022-09-27,626275226.21,428988193.24
2022-09-28,615218173.88,422901285.98
2022-09-29,621099348.94,425518311.26
2022-09-30,621885159.90,427743617.82
2022-10-01,609835805.74,417836889.04
2022-10-02,608791540.05,417605538.12
2022-10-03,584376229.93,399748937.78
2022-10-04,596105610.82,408832863.96
2022-10-05,600291285.87,411362715.76
2022-10-06,591498857.66,405426572.46
2022-10-07,586592410.51,402098574.31
2022-10-08,583562380.88,399634300.20
2022-10-09,587519634.04,402490465.90
2022-10-10,592792855.31,405459333.87
2022-10-11,570867969.66,392158851.61
2022-10-12,552746815.32,378367567.34
2022-10-13,554624478.18,380426879.75
2022-10-14,546140915.32,373995135.54
2022-10-15,547865283.90,375276694.55
2022-10-16,539958576.31,370602574.75
2022-10-17,549846736.53,376899028.64
2022-10-18,550209449.12,377097770.89
2022-10-19,528512127.53,362712673.05
2022-10-20,500372103.11,343202151.55
2022-10-21,491425588.49,336936345.61
2022-10-22,501008819.19,343586656.57
2022-10-23,504211879.00,345701837.98
2022-10-24,513091432.92,351286092.52
2022-10-25,498073405.40,341241136.47
2022-10-26,507086610.16,347217250.47
2022-10-27,527380315.38,361596638.62
2022-10-28,506561436.14,348210546.79
2022-10-29,515958509.95,353537235.09
2022-10-30,509114040.78,348655416.36
2022-10-31,504173997.86,345377298.07
2022-11-01,502760266.84,345133580.62
2022-11-02,485329690.61,332920545.17
2022-11-03,465990467.00,319538667.94
2022-11-04,474869030.75,325297010.70
2022-11-05,516722329.60,353754658.46
2022-11-06,518052576.45,355869310.62
2022-11-07,486373014.02,333334321.91
2022-11-08,502204890.26,343419809.99
2022-11-09,421258251.36,289819464.50
2022-11-10,343158100.97,233885916.50
2022-11-11,409281012.58,280025087.88
2022-11-12,398615685.36,271518813.74
2022-11-13,375196065.13,256800354.91
2022-11-14,387201855.35,263224316.41
2022-11-15,386288967.08,265386907.03
2022-11-16,409821004.60,281284748.55
2022-11-17,397943101.22,272507970.08
2022-11-18,387170448.85,266105779.04
2022-11-19,389424753.30,266819853.73
2022-11-20,397770830.01,272838866.68
2022-11-21,377155357.40,258675660.21
2022-11-22,370921986.86,254868484.74
2022-11-23,376627099.68,258798143.80
2022-11-24,386994650.04,264895182.51
2022-11-25,379115386.35,259806509.51
2022-11-26,382439846.23,262228718.84
2022-11-27,379303931.12,260106528.85
2022-11-28,373141830.10,256363037.60
2022-11-29,372180374.29,254996220.03
2022-11-30,371164674.07,254473683.77
2022-12-01,385555591.40,265054075.50
2022-12-02,373827262.44,256113150.73
2022-12-03,384281767.90,263452912.03
2022-12-04,370758777.45,254985047.88
2022-12-05,377917417.18,259379827.27
2022-12-06,388884548.08,266982656.27
2022-12-07,384796438.61,263285041.16
2022-12-08,376332754.97,257952667.86
2022-12-09,385787888.78,264448954.96
2022-12-10,392672997.45,269241851.61
2022-12-11,393125173.53,268973960.00
2022-12-12,378280673.90,259158723.70
2022-12-13,391579241.61,268552918.18
2022-12-14,391298340.31,268131651.00
2022-12-15,393717567.37,269906320.75
2022-12-16,394685855.02,270537703.85
2022-12-17,340534549.71,232392880.33
2022-12-18,342150200.37,234655076.71
2022-12-19,338477114.74,232093684.15
2022-12-20,313656835.67,215635676.15
2022-12-21,336713973.90,230903024.23
2022-12-22,331214991.46,227011635.74
2022-12-23,336041773.01,229957217.14
2022-12-24,329589299.73,225882234.31
2022-12-25,328045688.77,224963851.23
2022-12-26,317891204.76,217764180.18
2022-12-27,322951615.87,221160401.01
2022-12-28,326858530.44,223972251.13
2022-12-29,319091706.97,218820015.46
2022-12-30,311247391.16,213523397.61
