Date,total_value_locked,total_borrowed
2021-04-18,10970339485.98,7143067593.60
2021-04-19,8880919272.23,6244154292.90
2021-04-20,9004579610.47,6199212881.12
2021-04-21,8719870239.45,6525118903.96
2021-04-22,8711344139.11,7222170229.52
2021-04-23,9029959961.23,7219447037.76
2021-04-24,8487026115.19,7192583200.75
2021-04-25,8192979698.57,7113687538.91
2021-04-26,8539943429.02,7172399361.45
2021-04-27,8857743495.89,7283986998.33
2021-04-28,8853665745.18,7328843815.09
2021-04-29,9812407612.91,7348340092.65
2021-04-30,9737413075.92,7382410473.51
2021-05-01,9572744221.40,7487008610.61
2021-05-02,9935252667.47,7560914742.05
2021-05-03,9936421709.88,7684662215.33
2021-05-04,10416015373.77,7841363876.17
2021-05-05,10817186474.06,7756487905.62
2021-05-06,10642374517.68,8043465567.71
2021-05-07,10033834261.91,8266145704.89
2021-05-08,10863964729.16,8462788382.98
2021-05-09,11070113633.71,8600796752.90
2021-05-10,11640208615.53,8682796759.90
2021-05-11,11151563930.41,8809413832.85
2021-05-12,11976671419.36,8860100898.95
2021-05-13,12453063947.18,8611909234.20
2021-05-14,11331997215.08,8392969207.87
2021-05-15,11398124615.09,8062075608.56
2021-05-16,11133349888.09,7762977397.33
2021-05-17,11006284153.41,7740084764.01
2021-05-18,10456590415.92,7859917690.33
2021-05-19,10576465857.57,7239259223.93
2021-05-20,8822459567.97,6072493056.48
2021-05-21,8789298107.47,6003529018.72
2021-05-22,8864064950.21,5532280382.50
2021-05-23,7978906327.63,5198834399.13
2021-05-24,7240463339.39,4929231487.03
2021-05-25,7906172029.84,5173781955.92
2021-05-26,7814461221.04,5255953941.90
2021-05-27,8704208417.12,5408358354.86
2021-05-28,8743335633.35,5409043730.35
2021-05-29,8005418195.76,5273010864.88
2021-05-30,8832313592.49,4588995020.54
2021-05-31,9186258192.46,4988416170.04
2021-06-01,9454351005.19,5108111786.51
2021-06-02,9366483371.71,5237973930.25
2021-06-03,9994411365.30,5320899048.45
2021-06-04,10186237913.70,5391528308.66
2021-06-05,9526104756.10,5365811643.93
2021-06-06,9688476148.40,5326195926.33
2021-06-07,9787438575.99,5465326878.40
2021-06-08,10301243962.89,5580874712.44
2021-06-09,7420805821.20,5517891118.48
2021-06-10,7617478135.85,5479830163.91
2021-06-11,7266200998.21,5389960511.43
2021-06-12,6995218817.76,5181805994.80
2021-06-13,6992949942.65,5213760695.15
2021-06-14,7315787105.25,5354048727.63
2021-06-15,7500769877.12,5463429416.58
2021-06-16,7572517489.08,5581897940.11
2021-06-17,7182264038.87,5509223964.49
2021-06-18,7217745810.91,5477469074.29
2021-06-19,6953868688.99,5281534793.69
2021-06-20,6713443390.76,5049932990.83
2021-06-21,6839598317.66,4671832638.64
2021-06-22,5744858394.94,4113167289.34
2021-06-23,5891260916.10,4295475710.41
2021-06-24,6209607512.47,4444966989.12
2021-06-25,6491530543.06,4720784827.89
2021-06-26,6183818892.64,4624440309.07
2021-06-27,6180400243.93,4625039109.24
2021-06-28,6412311079.64,4669153042.75
2021-06-29,6587130864.94,4402514236.02
2021-06-30,6154487938.54,3349479749.62
2021-07-01,6543957336.44,3649215579.49
2021-07-02,6274709474.30,3740770710.46
2021-07-03,6414755104.80,3861777867.38
2021-07-04,6546095744.27,3949589580.53
2021-07-05,6795735327.90,4313016341.25
2021-07-06,6828184416.39,4559361186.73
2021-07-07,7022559958.04,4614970705.14
2021-07-08,7004723119.89,4717367636.92
2021-07-09,6716125660.88,4907226610.51
2021-07-10,7079602229.68,5414679840.39
2021-07-11,7111809621.38,5634743715.00
2021-07-12,7174731503.73,5821429944.67
2021-07-13,7178557814.25,5922386707.74
2021-07-14,7034235335.30,5976426984.58
2021-07-15,7204596615.55,6249601065.51
2021-07-16,7147090038.98,6412294028.15
2021-07-17,7197245608.93,6535628685.05
2021-07-18,7299545950.98,6581683044.99
2021-07-19,7382262799.75,6652361807.73
2021-07-20,7269080127.94,6649340383.20
2021-07-21,7252788715.54,6751967108.24
2021-07-22,7651352471.70,6786831903.89
2021-07-23,7642498194.74,6877351590.88
2021-07-24,7896260982.10,6997444072.07
2021-07-25,8045340127.63,7115023610.67
2021-07-26,8174442568.12,7150984757.94
2021-07-27,8293439596.03,7157900444.31
2021-07-28,8443483307.21,7106073306.27
2021-07-29,8112207105.36,6790977455.04
2021-07-30,8671122151.27,7645923271.28
2021-07-31,8895451566.63,7679111170.02
2021-08-01,8972475361.72,7591325196.58
2021-08-02,8942441387.13,7632827923.47
2021-08-03,9071724418.63,7295248851.70
2021-08-04,8712083357.76,7297891209.21
2021-08-05,9104686108.81,7267096957.27
2021-08-06,9410680923.25,7307892356.57
2021-08-07,9719049418.55,7365008062.79
2021-08-08,10161176602.07,7572060762.85
2021-08-09,9982758323.60,7683762797.76
2021-08-10,10131077256.65,7830855316.13
2021-08-11,10199598384.76,7821138921.37
2021-08-12,10253724841.46,7810885556.87
2021-08-13,9995322756.12,7861541488.71
2021-08-14,10490332815.28,7994672896.44
2021-08-15,10332549941.02,8000814298.92
2021-08-16,10458249054.85,8045546408.07
2021-08-17,10283402769.89,7998371918.91
2021-08-18,9850206449.91,7994563893.68
2021-08-19,9926599654.15,7900575781.85
2021-08-20,9997422787.43,8039430279.31
2021-08-21,10364733144.58,8067592814.68
2021-08-22,10239119112.22,8092891823.38
2021-08-23,10245630787.15,8131971767.67
2021-08-24,10287451078.38,8149426746.27
2021-08-25,10136693523.43,8122150727.94
2021-08-26,10336121425.03,8189047906.02
2021-08-27,10049005707.40,8138275268.69
2021-08-28,10476941955.60,8170644604.18
2021-08-29,10473177158.55,8171953559.92
2021-08-30,10440728449.26,8179254023.48
2021-08-31,10535468901.90,8212312059.83
2021-09-01,11023622265.44,8303427537.39
2021-09-02,11652410057.55,8561589094.51
2021-09-03,11791957488.68,8924874351.83
2021-09-04,12009472491.13,9024633102.82
2021-09-05,11978150904.05,9032962835.01
2021-09-06,12206907014.41,9142451123.21
2021-09-07,12158880754.72,9300556607.24
2021-09-08,11177458997.35,8917283554.36
2021-09-09,11167308358.31,8859809754.95
2021-09-10,11186590132.69,8863372434.61
2021-09-11,10655599160.66,8664483639.49
2021-09-12,10631320645.49,8636435221.48
2021-09-13,10850329010.76,8642516230.67
2021-09-14,10467995676.89,8324249128.25
2021-09-15,10722406634.21,8206712031.18
2021-09-16,11283432174.96,8298680800.36
2021-09-17,10986744505.75,8352412003.19
2021-09-18,10701278309.36,8386353031.24
2021-09-19,10795491357.94,8461902430.25
2021-09-20,10556159862.78,8382687858.91
2021-09-21,9765143460.12,8025100121.57
2021-09-22,9418727572.18,7812913404.30
2021-09-23,10217151240.25,7969602391.84
2021-09-24,10459720120.32,7997361308.02
2021-09-25,9980455800.99,7918565126.55
2021-09-26,9973842371.16,7883678417.54
2021-09-27,10276848915.64,7977647209.30
2021-09-28,9905186819.97,8076375680.31
2021-09-29,9688087676.26,8129136558.02
2021-09-30,9762345007.27,6425711975.61
2021-10-01,9161219019.93,5576783735.72
2021-10-02,9804559848.10,5592425524.03
2021-10-03,9968938790.31,5606357031.24
2021-10-04,9747369685.06,5583403677.01
2021-10-05,9637437358.82,5497968203.13
2021-10-06,9887470591.19,5422205162.31
2021-10-07,10123249285.08,5487068960.80
2021-10-08,9990846846.92,5435897293.40
2021-10-09,9697076427.58,5388795935.52
2021-10-10,9787350390.32,5425421597.70
2021-10-11,9668555665.33,5433735160.24
2021-10-12,9945284130.75,5553114067.86
2021-10-13,9899505711.38,6221843026.50
2021-10-14,10860239206.50,7489588296.38
2021-10-15,10863000211.89,7441874579.29
2021-10-16,11080050174.13,7503552085.80
2021-10-17,11091643402.91,7464631284.69
2021-10-18,11055306360.19,7503775457.66
2021-10-19,10831194793.10,7514212948.05
2021-10-20,10981417135.69,7572132690.41
2021-10-21,11517595439.23,7582471078.19
2021-10-22,10986099468.65,7398795977.97
2021-10-23,10883315093.25,7345008864.32
2021-10-24,11165305887.33,7358159182.75
2021-10-25,10940522595.36,7388764465.18
2021-10-26,11258243594.54,7445551025.18
2021-10-27,10957718853.74,7428353123.68
2021-10-28,10254037601.04,7420287669.86
2021-10-29,10776629064.08,7580343391.43
2021-10-30,11236223025.26,7617979897.81
2021-10-31,10970165751.14,7562463722.20
2021-11-01,10996348914.16,7531753878.08
2021-11-02,11273508431.40,7593313593.31
2021-11-03,11679511688.13,7653718046.00
2021-11-04,11643657173.82,7556037262.91
2021-11-05,11664560581.66,7575790271.45
2021-11-06,11478685256.42,7573187625.76
2021-11-07,11685906118.45,7528393069.78
2021-11-08,11914049986.10,7694654457.40
2021-11-09,12314381656.08,7787529855.09
2021-11-10,12220131175.13,7708184928.99
2021-11-11,12000936438.55,7709973788.59
2021-11-12,12178900652.91,7671291297.87
2021-11-13,12167119423.85,7668498352.55
2021-11-14,12174689308.46,7609969076.62
2021-11-15,12146218498.80,7593668111.49
2021-11-16,12033588825.06,7572674671.99
2021-11-17,11437309860.25,7390964716.90
2021-11-18,11371712606.78,7426437560.44
2021-11-19,10955419857.25,7365635531.10
2021-11-20,11688967749.18,7531171102.23
2021-11-21,12055691992.18,7460332235.59
2021-11-22,11910506326.37,7441722317.26
2021-11-23,11300888671.51,7375361158.80
2021-11-24,11771551812.07,7353237471.78
2021-11-25,11670240231.00,7337948835.98
2021-11-26,12198205408.38,7494406220.83
2021-11-27,11364689238.94,7460328103.75
2021-11-28,11484195970.96,7440422224.28
2021-11-29,11899778176.03,7744948058.71
2021-11-30,11795388748.91,7740946459.52
2021-12-01,12063356380.91,7767538334.05
2021-12-02,11880543558.07,7802861768.63
2021-12-03,11689897177.10,7795389938.93
2021-12-04,11131372954.79,7692352937.79
2021-12-05,10525565477.77,7606681456.27
2021-12-06,10723406557.32,7567764406.37
2021-12-07,11089302888.41,7560969951.57
2021-12-08,11038614097.36,7603515612.40
2021-12-09,11260495153.23,7593334989.83
2021-12-10,10534072586.83,7516803675.62
2021-12-11,10146569806.74,7444519619.77
2021-12-12,10406027593.40,7419159635.76
2021-12-13,10615995247.25,7389307315.97
2021-12-14,9977139559.56,7209158498.69
2021-12-15,9993084561.45,7089069966.28
2021-12-16,10359965894.26,7043473425.04
2021-12-17,10111724252.09,7009268250.10
2021-12-18,9962863905.49,6987248380.11
2021-12-19,10093711254.32,6991958471.21
2021-12-20,10020935719.23,6936545355.05
2021-12-21,10022913567.68,6923445872.10
2021-12-22,10151678247.89,6985225256.02
2021-12-23,9918166983.73,7026759604.24
2021-12-24,10164555756.13,7067423228.33
2021-12-25,10000194106.14,7008543041.30
2021-12-26,10095789622.74,6887695396.90
2021-12-27,10172166410.44,6719572675.88
2021-12-28,9958651887.42,6704946789.87
2021-12-29,9546870079.75,6549088553.45
2021-12-30,9087494705.99,6428402389.49
2021-12-31,9061240104.97,6143585159.44
2022-01-01,8899059986.33,6028662724.66
2022-01-02,8898440757.49,6002033640.13
2022-01-03,8979319085.03,6056370605.84
2022-01-04,8855806192.44,6063848672.01
2022-01-05,8815765968.28,6026557006.39
2022-01-06,8500986032.88,5932320298.16
2022-01-07,8426455138.83,5816783444.24
2022-01-08,8239709005.94,5832228372.02
2022-01-09,8072615933.66,5747273421.71
2022-01-10,8098197904.10,5731930499.34
2022-01-11,7956979596.74,5524731962.07
2022-01-12,8117810402.62,5550794945.99
2022-01-13,8271022683.46,5618707399.86
2022-01-14,8003660852.67,5643286340.21
2022-01-15,8106015229.89,5604907484.05
2022-01-16,8191361500.45,5601577073.46
2022-01-17,8168686033.33,5624963886.64
2022-01-18,7951120443.87,5609196424.18
2022-01-19,7890000926.29,5614122126.58
2022-01-20,7787499774.40,5588715114.13
2022-01-21,7567801015.31,5381463010.36
2022-01-22,6717996892.78,4727434059.20
2022-01-23,6442184623.63,4524016525.43
2022-01-24,6664262076.09,4456949166.49
2022-01-25,6371523746.43,4138655544.65
2022-01-26,6727302525.52,4140697552.89
2022-01-27,6468482482.33,4115822527.51
2022-01-28,6280814339.00,4095441679.07
2022-01-29,6505623637.88,4086720000.02
2022-01-30,6635495359.21,4107954250.94
2022-01-31,6645287232.84,4047860338.04
2022-02-01,6638712649.27,4027587566.64
2022-02-02,6697078211.05,4035898375.77
2022-02-03,6591491383.97,4041113707.44
2022-02-04,6729546610.82,4059769263.39
2022-02-05,7298323668.10,4095426236.20
2022-02-06,7367251867.85,4070846644.09
2022-02-07,7456222704.20,4057404939.09
2022-02-08,7467793748.69,4008027539.31
2022-02-09,7532682995.42,4017715696.82
2022-02-10,7305780746.47,4137654887.62
2022-02-11,7179644764.63,4441878825.93
2022-02-12,7001893345.67,4370578375.75
2022-02-13,7136933952.19,4391352444.25
2022-02-14,6973269153.88,4372448375.85
2022-02-15,7048152411.98,4348175667.82
2022-02-16,7284100056.58,4317913940.09
2022-02-17,7229683629.17,4299618383.33
2022-02-18,6891389390.55,4223025817.26
2022-02-19,6749631741.60,4207832583.17
2022-02-20,6719049798.51,4149452361.52
2022-02-21,6588413816.67,4124609270.44
2022-02-22,6477871803.86,4046318880.69
2022-02-23,6512679601.02,4021683885.25
2022-02-24,6422366869.14,3882687367.42
2022-02-25,6789387546.29,3586699025.77
2022-02-26,7021068903.53,3578037287.32
2022-02-27,6965830821.06,3585596066.82
2022-02-28,6734976664.69,3578934310.17
2022-03-01,7287280244.21,3659914801.45
2022-03-02,7284662109.07,3651187662.57
2022-03-03,7244469275.25,3676493312.95
2022-03-04,7073889919.09,3746816907.26
2022-03-05,6434411791.39,3752100723.08
2022-03-06,6529938592.17,3780512668.66
2022-03-07,6399550312.43,3800523017.72
2022-03-08,6337333060.97,3817297835.52
2022-03-09,6475717107.32,3838096482.47
2022-03-10,6753477473.90,3845213714.79
2022-03-11,6556359225.56,3809735743.84
2022-03-12,6466181284.98,3777834100.90
2022-03-13,6499313335.23,3765486321.58
2022-03-14,6403164192.01,3742938539.38
2022-03-15,6522310366.50,3703771217.38
2022-03-16,6536964522.61,3689382670.41
2022-03-17,6843417948.75,3684837813.66
2022-03-18,6896725805.57,3679856799.82
2022-03-19,7037952642.45,3702594946.17
2022-03-20,6926167641.13,3863150636.10
2022-03-21,6790182925.00,3850382332.32
2022-03-22,6792525381.36,3845198325.54
2022-03-23,6833873552.04,3820663899.32
2022-03-24,6885712609.83,3805619765.25
2022-03-25,7026966428.78,3813701051.72
2022-03-26,6875931179.78,3880768012.99
2022-03-27,6925153145.13,3889020983.08
2022-03-28,7179124288.17,3818520922.61
2022-03-29,7185630271.29,3765567298.84
2022-03-30,7064023798.47,3585553209.60
2022-03-31,6958748214.01,3549604011.46
2022-04-01,6676174005.97,3521880018.86
2022-04-02,6844003511.70,3499736799.94
2022-04-03,6814894218.01,3504687396.65
2022-04-04,6940772425.12,3512841649.28
2022-04-05,6968627725.62,3526848491.51
2022-04-06,6814174613.20,3526407234.84
2022-04-07,6511702143.55,3449324516.53
2022-04-08,6536953365.98,3240799654.21
2022-04-09,6556147321.27,3236174632.28
2022-04-10,6669119692.67,3225769371.90
2022-04-11,6593973280.10,3210847677.25
2022-04-12,6208069423.14,3173850656.48
2022-04-13,6210872197.95,3174186431.93
2022-04-14,6375109195.75,3195804517.62
2022-04-15,6310588976.46,3201461631.16
2022-04-16,6361009433.24,3207678549.93
2022-04-17,6389245694.02,3205471907.84
2022-04-18,6276397023.65,3204928039.34
2022-04-19,6266252068.24,3193656289.90
2022-04-20,6341804430.33,3193024858.67
2022-04-21,6299474803.48,3191879674.23
2022-04-22,6061461688.71,3136300957.07
2022-04-23,6090816572.18,3134067225.36
2022-04-24,6055513664.72,3132660858.81
2022-04-25,6068475753.83,3133746075.90
2022-04-26,6296783476.51,3123356056.10
2022-04-27,5995125146.62,3089422305.53
2022-04-28,6112162893.02,2643426307.75
2022-04-29,6107592136.14,2434374936.15
2022-04-30,5920313455.65,2432042710.93
2022-05-01,5784225482.86,2415222290.30
2022-05-02,5911076299.34,2397487228.25
2022-05-03,5933684417.71,2393925430.23
2022-05-04,5884467925.93,2369062858.54
2022-05-05,6118511633.54,2101297160.61
2022-05-06,5602431743.61,1919965535.26
2022-05-07,5480107359.37,1925170741.73
2022-05-08,5406379615.50,1903500873.63
2022-05-09,5278596530.90,1813891115.69
2022-05-10,4927312985.21,1745190771.73
2022-05-11,5039475365.08,1723644215.00
2022-05-12,4663909135.31,1586861484.78
2022-05-13,4315240802.04,1494743715.64
2022-05-14,4377868685.44,1495010215.00
2022-05-15,4237361648.82,1491672215.80
2022-05-16,4312676011.88,1490062632.37
2022-05-17,4151282274.21,1481064677.55
2022-05-18,4192475278.18,1489258595.03
2022-05-19,3980470487.09,1445047185.24
2022-05-20,4140832846.87,1451729198.38
2022-05-21,4068064777.54,1400211930.09
2022-05-22,4175423214.90,1375173806.83
2022-05-23,4264787930.24,1381165648.46
2022-05-24,4138730556.43,1378397121.32
2022-05-25,4184800590.28,1362992145.38
2022-05-26,4128904672.81,1321780350.04
2022-05-27,3941901176.76,1304743036.66
2022-05-28,4008409883.05,1278453133.92
2022-05-29,4072905549.66,1256630024.79
2022-05-30,4114932669.18,1273681155.04
2022-05-31,4331470643.12,1288518141.02
2022-06-01,4223919372.58,1293278482.97
2022-06-02,4046790589.35,1289070545.79
2022-06-03,4067613123.63,1289673115.14
2022-06-04,4005198661.41,1290064036.16
2022-06-05,4036757662.46,1290076353.13
2022-06-06,4037202309.71,1284421197.74
2022-06-07,4131720164.10,1267485380.30
2022-06-08,4034905467.24,1205746838.47
2022-06-09,4043882732.90,1222698472.62
2022-06-10,4030039421.91,1234928094.81
2022-06-11,3939819239.29,1224730441.37
2022-06-12,3805920110.59,1195651870.22
2022-06-13,3549128084.29,1115078864.40
2022-06-14,3070997479.55,1008140090.86
2022-06-15,3021941753.99,962792093.42
2022-06-16,2912956276.41,963081685.61
2022-06-17,2713796419.40,956044564.27
2022-06-18,2708243548.05,929169755.59
2022-06-19,2641501370.10,896193646.51
2022-06-20,2800080750.69,877748653.24
2022-06-21,2821368322.15,870456002.57
2022-06-22,2831793834.11,869697416.01
2022-06-23,2704609377.47,868035492.56
2022-06-24,2873743209.34,867612753.38
2022-06-25,2957588099.24,827981156.82
2022-06-26,2896780118.67,835232604.76
2022-06-27,2856025145.92,833387477.53
2022-06-28,2760842974.29,815461736.24
2022-06-29,2696599292.29,815408319.83
2022-06-30,2755646676.91,815511898.33
2022-07-01,2655109013.59,801562876.11
2022-07-02,2662082572.70,772249807.60
2022-07-03,2653917107.10,779230861.06
2022-07-04,2644988547.45,782193583.23
2022-07-05,2738775883.51,798459514.56
2022-07-06,2697693500.13,831114192.11
2022-07-07,2713071512.23,825339444.80
2022-07-08,2763714694.19,822351098.98
2022-07-09,2774722311.21,828631075.35
2022-07-10,2770887391.40,841547223.01
2022-07-11,2711129309.56,830656514.58
2022-07-12,2561927932.00,812981409.60
2022-07-13,2581913877.74,828719884.83
2022-07-14,2536659613.82,802842827.58
2022-07-15,2583998851.11,811583061.61
2022-07-16,2630611685.17,824421282.50
2022-07-17,2711825578.57,841229240.35
2022-07-18,2688140603.41,859618304.45
2022-07-19,2846640416.83,891316456.81
2022-07-20,2852922232.68,901359119.24
2022-07-21,2827431751.17,909991003.19
2022-07-22,2859843595.11,921228837.93
2022-07-23,2819027000.51,937695743.30
2022-07-24,2824919207.17,943567572.43
2022-07-25,2853785676.44,941181918.14
2022-07-26,2740700169.28,942429987.35
2022-07-27,2750798124.79,938629282.86
2022-07-28,2909377987.44,949411267.41
2022-07-29,2983710203.28,961849321.31
2022-07-30,2987759362.71,968833848.18
2022-07-31,2959384298.61,974971401.30
2022-08-01,2959143298.73,981478595.43
2022-08-02,2924921842.52,969556072.95
2022-08-03,2916752326.00,955365693.47
2022-08-04,2870960186.90,957327675.98
2022-08-05,2897861376.96,957432751.92
2022-08-06,2999463234.93,973805626.53
2022-08-07,2969072354.80,978514277.99
2022-08-08,2981610932.83,990213028.25
2022-08-09,3050734793.59,999240454.48
2022-08-10,2997156114.07,983641645.94
2022-08-11,3104825980.71,992514748.91
2022-08-12,3107133014.78,970367728.17
2022-08-13,3132551323.37,973565800.16
2022-08-14,3118377119.09,987827271.32
2022-08-15,3080817082.23,988683690.33
2022-08-16,3032366479.30,991812022.14
2022-08-17,3018024776.06,994545655.39
2022-08-18,2972151089.66,993417499.83
2022-08-19,2968131565.24,1000223337.85
2022-08-20,2781489817.93,997942684.95
2022-08-21,2771438710.12,990332970.77
2022-08-22,2776447099.76,990745114.03
2022-08-23,2811814196.95,990052671.57
2022-08-24,2837765337.83,990147563.19
2022-08-25,2811841206.38,999944194.97
2022-08-26,2830308263.93,991313359.91
2022-08-27,2680086283.51,960600993.94
2022-08-28,2659995152.30,957736449.08
2022-08-29,2668077898.38,981288043.07
2022-08-30,2684696201.04,1009956458.63
2022-08-31,2657200675.90,1009256054.34
2022-09-01,2624856037.68,1001892481.35
2022-09-02,2650903625.62,994424768.93
2022-09-03,2639634428.13,956932537.00
2022-09-04,2552008149.49,955011830.83
2022-09-05,2566252132.97,952295504.12
2022-09-06,2586378574.53,946407524.34
2022-09-07,2534112155.98,933912446.29
2022-09-08,2423460557.45,946749866.16
2022-09-09,2288597803.61,956279424.28
2022-09-10,2377208069.25,945882202.86
2022-09-11,2425580287.74,947582366.00
2022-09-12,2429927824.85,941690695.41
2022-09-13,2375962430.43,889008430.57
2022-09-14,2179005139.93,881713038.41
2022-09-15,2125123538.13,858458384.18
2022-09-16,2029646816.67,813919793.75
2022-09-17,2023559716.96,815280720.87
2022-09-18,2116014797.19,805694660.31
2022-09-19,2057555958.34,707831392.06
2022-09-20,2057740335.53,769605478.12
2022-09-21,2039995371.47,802143571.49
2022-09-22,2060312588.12,814483502.96
2022-09-23,2126883808.82,832004780.38
2022-09-24,2200950987.56,841394404.72
2022-09-25,2178664987.77,853419560.77
2022-09-26,2116497060.27,902269895.14
2022-09-27,2188558878.42,933208495.33
2022-09-28,2201084303.35,932547979.89
2022-09-29,2211568702.92,929771858.84
2022-09-30,2256713843.57,926234683.51
2022-10-01,2260070905.39,927075819.75
2022-10-02,2256855178.11,905977995.92
2022-10-03,2205514976.96,870926019.63
2022-10-04,2234852519.74,852376792.84
2022-10-05,2238925036.28,811074744.04
2022-10-06,2265181928.48,845700830.43
2022-10-07,2258972231.97,851497851.89
2022-10-08,2241794796.79,855541463.72
2022-10-09,2225759239.47,853520761.83
2022-10-10,2225224085.85,877970138.41
2022-10-11,2209249820.64,895798195.08
2022-10-12,2208493961.89,868790366.12
2022-10-13,2201605897.58,832251260.79
2022-10-14,2203626024.06,833517334.03
2022-10-15,2200597834.19,840029354.21
2022-10-16,2189044522.20,839807506.64
2022-10-17,2193100962.58,841658220.72
2022-10-18,2209239781.42,851131210.73
2022-10-19,2186348529.44,853932789.66
2022-10-20,2181866232.95,857604297.41
2022-10-21,2163618080.94,853691039.25
2022-10-22,2164739306.63,849079810.65
2022-10-23,2154865403.25,853270115.51
2022-10-24,2164110546.84,871282609.42
2022-10-25,2161796932.13,848991379.02
2022-10-26,2199395356.69,793324218.87
2022-10-27,2237257701.11,811892025.50
2022-10-28,2203943807.56,815160289.02
2022-10-29,2220298359.44,807382584.63
2022-10-30,2268935306.76,787566231.58
2022-10-31,2211443972.45,777125492.53
2022-11-01,2119540407.18,730465616.41
2022-11-02,2124079613.20,733562479.19
2022-11-03,2116995408.37,731808980.45
2022-11-04,2117612752.17,744242153.98
2022-11-05,2181933648.02,744838520.82
2022-11-06,2150905537.49,749299556.52
2022-11-07,2137698158.91,798235888.77
2022-11-08,2090290557.43,785122022.74
2022-11-09,1907212757.96,828197501.69
2022-11-10,1765425767.63,822884390.74
2022-11-11,1759184484.73,803954946.34
2022-11-12,1760310341.74,797971251.12
2022-11-13,1698474079.30,725248532.99
2022-11-14,1591871811.95,612949200.31
2022-11-15,1598291893.20,641850454.02
2022-11-16,1644178308.18,658814799.98
2022-11-17,1609521769.39,663995720.70
2022-11-18,1607036211.68,659098009.25
2022-11-19,1615549081.62,665231015.10
2022-11-20,1603531212.18,664677758.75
2022-11-21,1548733381.54,667322142.68
2022-11-22,1459692898.08,634237687.64
2022-11-23,416250852.37,640816681.96
2022-11-24,1545420109.23,638271833.46
2022-11-25,1475419775.03,605089795.74
2022-11-26,1472448640.68,606279337.84
2022-11-27,1470697897.43,604922172.24
2022-11-28,1466311653.30,602006237.29
2022-11-29,1447257162.39,590533365.03
2022-11-30,1501409874.67,593700327.87
2022-12-01,1505746805.91,589566051.69
2022-12-02,1508984379.77,594124822.42
2022-12-03,1502980101.42,599973238.76
2022-12-04,1487483820.25,603096887.32
2022-12-05,1509488597.92,603511256.37
2022-12-06,1477989045.46,605117269.35
2022-12-07,1485614949.61,606231185.64
2022-12-08,1464795953.28,598271389.34
2022-12-09,1488655777.02,590680811.16
2022-12-10,1490625424.41,593282552.60
2022-12-11,1499765428.00,594662620.20
2022-12-12,1469755175.37,591138808.59
2022-12-13,1475557416.33,584622943.58
2022-12-14,1494855931.23,582522941.65
2022-12-15,1478854640.43,579397013.90
2022-12-16,1459407642.47,574323639.68
2022-12-17,1402169864.65,572672085.03
2022-12-18,1410177803.34,573462832.59
2022-12-19,1413397323.78,578108633.48
2022-12-20,1391995325.80,580918502.22
2022-12-21,1429406867.02,582045380.83
2022-12-22,1431919059.00,581617017.12
2022-12-23,1432106663.62,582994308.11
2022-12-24,1428138817.06,584762933.18
2022-12-25,1427839190.27,587307310.81
2022-12-26,1422477593.64,595938357.23
2022-12-27,1428810775.95,597014227.40
2022-12-28,1418191442.12,592834146.28
2022-12-29,1404559642.67,591847109.25
2022-12-30,1387343913.59,579308806.17
