Date,fees,revenue
2022-04-01,388081.79,43042.35
2022-04-02,396682.57,44367.65
2022-04-03,400593.27,44775.26
2022-04-04,394093.47,43938.69
2022-04-05,402543.81,44954.32
2022-04-06,392032.11,43986.69
2022-04-07,384337.46,42828.41
2022-04-08,341506.17,37307.94
2022-04-09,345124.82,37671.20
2022-04-10,336314.31,37030.62
2022-04-11,349905.94,38167.66
2022-04-12,330550.17,36383.44
2022-04-13,338072.91,36971.16
2022-04-14,338558.86,37088.38
2022-04-15,336247.27,37061.54
2022-04-16,344010.11,37358.33
2022-04-17,338093.74,37309.68
2022-04-18,336017.00,36822.79
2022-04-19,335069.26,36897.48
2022-04-20,344465.89,37705.04
2022-04-21,335016.92,37219.02
2022-04-22,325205.50,36192.35
2022-04-23,329508.91,37019.29
2022-04-24,314527.40,35381.85
2022-04-25,318186.02,35447.30
2022-04-26,327599.76,36307.96
2022-04-27,309333.46,34466.69
2022-04-28,246660.66,28249.43
2022-04-29,234971.45,26554.26
2022-04-30,229634.50,26267.93
2022-05-01,219500.73,24995.61
2022-05-02,218115.93,24986.23
2022-05-03,229602.64,25797.18
2022-05-04,206311.90,23741.89
2022-05-05,174596.57,18912.22
2022-05-06,163754.65,16762.38
2022-05-07,153133.49,16516.87
2022-05-08,157377.80,16878.31
2022-05-09,141630.41,16008.92
2022-05-10,133122.54,15142.23
2022-05-11,132560.92,16002.12
2022-05-12,115639.17,14614.43
2022-05-13,114313.29,13985.14
2022-05-14,112587.04,13693.68
2022-05-15,116722.37,14110.31
2022-05-16,118628.40,14298.01
2022-05-17,122322.05,13955.14
2022-05-18,119535.39,13974.97
2022-05-19,110551.23,12483.05
2022-05-20,114883.75,12875.49
2022-05-21,108500.05,11917.74
2022-05-22,102986.66,11109.53
2022-05-23,105048.80,11395.42
2022-05-24,99508.55,10795.38
2022-05-25,113199.12,11781.87
2022-05-26,100851.58,10798.76
2022-05-27,94761.63,10320.39
2022-05-28,91338.20,9773.48
2022-05-29,89170.52,9333.06
2022-05-30,86554.53,9364.29
2022-05-31,86421.95,9314.22
2022-06-01,105337.54,10875.85
2022-06-02,90853.14,9540.79
2022-06-03,90280.17,9602.27
2022-06-04,95493.59,9827.90
2022-06-05,88356.68,9476.84
2022-06-06,89639.22,9302.03
2022-06-07,91346.46,9570.77
2022-06-08,81759.09,8285.55
2022-06-09,77364.98,8116.89
2022-06-10,84225.61,8876.45
2022-06-11,91967.39,9120.56
2022-06-12,82909.73,8406.34
2022-06-13,74412.96,7530.16
2022-06-14,62937.08,6464.20
2022-06-15,58765.33,6193.94
2022-06-16,63793.77,6611.02
2022-06-17,65214.64,6856.90
2022-06-18,68925.67,7639.84
2022-06-19,61574.97,6668.12
2022-06-20,66916.92,7164.79
2022-06-21,58284.41,6292.13
2022-06-22,54590.61,5941.50
2022-06-23,58185.35,6239.10
2022-06-24,56522.00,6251.05
2022-06-25,51623.44,5723.30
2022-06-26,52592.43,5867.79
2022-06-27,53482.14,5840.73
2022-06-28,51853.60,5725.55
2022-06-29,51104.93,5723.87
2022-06-30,55405.44,6209.68
2022-07-01,60795.10,6783.24
2022-07-02,55405.65,6246.21
2022-07-03,57525.76,6391.94
2022-07-04,55008.23,5986.15
2022-07-05,54000.17,5743.28
2022-07-06,57576.69,6058.78
2022-07-07,57183.42,6004.88
2022-07-08,56906.39,6007.40
2022-07-09,52656.28,5527.21
2022-07-10,61519.51,6452.25
2022-07-11,55601.12,5776.72
2022-07-12,54375.69,5643.53
2022-07-13,52038.63,5421.71
2022-07-14,49558.47,5110.96
2022-07-15,49550.81,5169.31
2022-07-16,50512.22,5192.27
2022-07-17,51756.26,5369.20
2022-07-18,54557.77,5753.17
2022-07-19,58288.99,6051.85
2022-07-20,58407.76,6124.27
2022-07-21,59168.93,6124.64
2022-07-22,60283.08,6290.62
2022-07-23,63461.92,6641.90
2022-07-24,61150.83,6336.57
2022-07-25,59145.52,6198.60
2022-07-26,63893.34,6524.44
2022-07-27,61746.80,6470.26
2022-07-28,61879.03,6542.37
2022-07-29,61625.08,6510.66
2022-07-30,64137.46,6759.13
2022-07-31,63261.23,6767.31
2022-08-01,64606.40,6833.44
2022-08-02,62728.29,6692.83
2022-08-03,61687.00,6491.00
2022-08-04,60538.32,6410.99
2022-08-05,62585.44,6697.37
2022-08-06,61572.96,6608.78
2022-08-07,63179.10,6707.76
2022-08-08,63477.66,6766.46
2022-08-09,63859.72,7022.59
2022-08-10,61669.82,6620.16
2022-08-11,62506.65,6841.20
2022-08-12,59456.45,6618.65
2022-08-13,61269.36,6764.96
2022-08-14,60330.92,6687.84
2022-08-15,60579.20,6844.62
2022-08-16,65621.51,7342.42
2022-08-17,62593.40,6918.32
2022-08-18,61030.74,6672.60
2022-08-19,63669.68,7000.81
2022-08-20,63111.71,6784.08
2022-08-21,62480.82,6743.13
2022-08-22,62679.12,6624.75
2022-08-23,63473.70,6836.00
2022-08-24,61776.09,6667.52
2022-08-25,60676.29,6586.42
2022-08-26,63691.87,6960.78
2022-08-27,59386.63,6418.54
2022-08-28,60188.74,6572.49
2022-08-29,63137.87,6850.23
2022-08-30,68676.56,7478.20
2022-08-31,64319.46,6923.09
2022-09-01,68247.80,7548.73
2022-09-02,65350.87,7208.76
2022-09-03,68176.67,7485.51
2022-09-04,64691.53,7058.89
2022-09-05,69303.62,7526.77
2022-09-06,67442.98,7474.53
2022-09-07,63864.64,7058.05
2022-09-08,69525.30,7598.36
2022-09-09,65608.13,7624.00
2022-09-10,67448.82,8261.70
2022-09-11,64942.96,7729.43
2022-09-12,63717.44,7753.98
2022-09-13,60797.84,7892.28
2022-09-14,68564.57,10136.55
2022-09-15,70545.34,9837.01
2022-09-16,60124.61,6962.56
2022-09-17,62160.34,7737.89
2022-09-18,58663.38,6979.90
2022-09-19,48040.22,5378.57
2022-09-20,58208.15,6415.63
2022-09-21,61502.75,6740.25
2022-09-22,61000.51,6685.52
2022-09-23,61811.73,6829.67
2022-09-24,61899.08,7373.39
2022-09-25,65116.20,7257.58
2022-09-26,69317.11,7791.99
2022-09-27,70170.62,7984.66
2022-09-28,73335.01,8402.99
2022-09-29,69907.11,7976.91
2022-09-30,71625.14,8243.87
2022-10-01,71881.88,9173.30
2022-10-02,67380.39,7760.01
2022-10-03,63943.99,7180.17
2022-10-04,60498.05,6750.68
2022-10-05,57598.17,6364.59
2022-10-06,61127.41,7369.35
2022-10-07,60105.98,6829.14
2022-10-08,60619.50,6877.11
2022-10-09,61952.56,7006.70
2022-10-10,62270.13,7145.71
2022-10-11,65677.38,7554.18
2022-10-12,64917.32,7352.34
2022-10-13,58226.57,6436.38
2022-10-14,60524.60,7361.03
2022-10-15,59544.00,6712.24
2022-10-16,59150.72,6482.83
2022-10-17,61920.82,6881.85
2022-10-18,61393.45,6741.45
2022-10-19,64050.77,7122.78
2022-10-20,62832.08,6911.42
2022-10-21,61835.06,6796.91
2022-10-22,58775.37,6422.26
2022-10-23,66662.74,7441.71
2022-10-24,65484.34,7313.22
2022-10-25,62963.29,6939.55
2022-10-26,59630.33,6015.63
2022-10-27,58759.75,5941.87
2022-10-28,59320.33,6040.77
2022-10-29,57586.96,5903.74
2022-10-30,54186.29,5638.32
2022-10-31,56610.81,5875.18
2022-11-01,52008.20,5698.89
2022-11-02,53582.67,5752.19
2022-11-03,51909.69,5653.73
2022-11-04,53714.77,5852.46
2022-11-05,52541.93,5778.85
2022-11-06,54906.49,6115.98
2022-11-07,59148.95,6560.11
2022-11-08,60538.13,6653.91
2022-11-09,74762.96,7270.06
2022-11-10,185531.47,15233.61
2022-11-11,95202.20,8625.21
2022-11-12,131247.46,11332.90
2022-11-13,85138.76,7842.09
2022-11-14,44532.78,4712.90
2022-11-15,49836.22,5176.27
2022-11-16,51237.75,5396.49
2022-11-17,51337.82,5456.79
2022-11-18,51053.68,5393.72
2022-11-19,52775.07,5610.59
2022-11-20,53078.81,5584.78
2022-11-21,55158.81,5710.78
2022-11-22,53975.73,5398.81
2022-11-23,53669.37,5317.52
2022-11-24,55714.14,5603.48
2022-11-25,48491.05,5181.14
2022-11-26,48607.21,5171.23
2022-11-27,47579.09,5081.16
2022-11-28,48979.75,5141.92
2022-11-29,46948.64,4924.66
2022-11-30,46973.79,4920.71
2022-12-01,46504.52,4926.01
2022-12-02,46273.36,4927.75
2022-12-03,49201.03,5221.94
2022-12-04,47167.38,5001.70
2022-12-05,49152.60,5240.63
2022-12-06,45915.93,4905.98
2022-12-07,51447.41,5341.34
2022-12-08,50493.60,5353.49
2022-12-09,46728.18,4942.18
2022-12-10,46348.61,5004.57
2022-12-11,48521.92,5171.07
2022-12-12,46292.25,4921.83
2022-12-13,46896.32,5027.43
2022-12-14,44062.14,4698.95
2022-12-15,46770.33,4977.69
2022-12-16,45934.73,4904.56
2022-12-17,43702.90,4642.84
2022-12-18,46023.99,4854.42
2022-12-19,45171.87,4838.53
2022-12-20,46050.34,4936.82
2022-12-21,45910.82,5017.42
2022-12-22,47559.62,5126.39
2022-12-23,46128.27,5014.06
2022-12-24,45878.40,4903.47
2022-12-25,44670.24,4844.54
2022-12-26,49726.15,5349.62
2022-12-27,47104.39,5083.50
2022-12-28,47364.19,5062.52
2022-12-29,48154.86,5232.52
2022-12-30,46111.35,5077.16
